columnas,genero,indice_gap,min,max,estado,total
_18_NOBINARIO,9,18,18,18,15,0.0
_19_HOMBRES,1,19,19,19,15,144529.0
_19_MUJERES,2,19,19,19,15,144919.0
_19_NOBINARIO,9,19,19,19,15,2.0
_20_24_HOMBRES,1,2024,20,24,15,779523.0
_20_24_MUJERES,2,2024,20,24,15,777542.0
_20_24_NOBINARIO,9,2024,20,24,15,0.0
_25_29_HOMBRES,1,2529,25,29,15,741221.0
_25_29_MUJERES,2,2529,25,29,15,740862.0
_25_29_NOBINARIO,9,2529,25,29,15,1.0
_30_34_HOMBRES,1,3034,30,34,15,711311.0
_30_34_MUJERES,2,3034,30,34,15,747811.0
_30_34_NOBINARIO,9,3034,30,34,15,0.0
_35_39_HOMBRES,1,3539,35,39,15,635838.0
_35_39_MUJERES,2,3539,35,39,15,688122.0
_35_39_NOBINARIO,9,3539,35,39,15,0.0
_40_44_HOMBRES,1,4044,40,44,15,598557.0
_40_44_MUJERES,2,4044,40,44,15,666854.0
_40_44_NOBINARIO,9,4044,40,44,15,1.0
_45_49_HOMBRES,1,4549,45,49,15,565854.0
_45_49_MUJERES,2,4549,45,49,15,644825.0
_45_49_NOBINARIO,9,4549,45,49,15,0.0
_50_54_HOMBRES,1,5054,50,54,15,525788.0
_50_54_MUJERES,2,5054,50,54,15,606895.0
_50_54_NOBINARIO,9,5054,50,54,15,0.0
_55_59_HOMBRES,1,5559,55,59,15,426596.0
_55_59_MUJERES,2,5559,55,59,15,501006.0
_55_59_NOBINARIO,9,5559,55,59,15,0.0
_60_64_HOMBRES,1,6064,60,64,15,343008.0
_60_64_MUJERES,2,6064,60,64,15,410057.0
_60_64_NOBINARIO,9,6064,60,64,15,0.0
_65_Y_MAS_HOMBRES,1,65,65,100,15,659166.0
_65_Y_MAS_MUJERES,2,65,65,100,15,846196.0
_65_Y_MAS_NOBINARIO,9,65,65,100,15,0.0
_18_HOMBRES,1,18,18,18,16,23801.0
_18_MUJERES,2,18,18,18,16,24192.0
_18_NOBINARIO,9,18,18,18,16,0.0
_19_HOMBRES,1,19,19,19,16,36982.0
_19_MUJERES,2,19,19,19,16,38053.0
_19_NOBINARIO,9,19,19,19,16,0.0
_20_24_HOMBRES,1,2024,20,24,16,208459.0
_20_24_MUJERES,2,2024,20,24,16,213706.0
_20_24_NOBINARIO,9,2024,20,24,16,0.0
_25_29_HOMBRES,1,2529,25,29,16,214283.0
_25_29_MUJERES,2,2529,25,29,16,217348.0
_25_29_NOBINARIO,9,2529,25,29,16,0.0
_30_34_HOMBRES,1,3034,30,34,16,200701.0
_30_34_MUJERES,2,3034,30,34,16,213724.0
_30_34_NOBINARIO,9,3034,30,34,16,0.0
_35_39_HOMBRES,1,3539,35,39,16,187046.0
_35_39_MUJERES,2,3539,35,39,16,201142.0
_35_39_NOBINARIO,9,3539,35,39,16,0.0
_40_44_HOMBRES,1,4044,40,44,16,173593.0
_40_44_MUJERES,2,4044,40,44,16,187142.0
_40_44_NOBINARIO,9,4044,40,44,16,0.0
_45_49_HOMBRES,1,4549,45,49,16,166471.0
_45_49_MUJERES,2,4549,45,49,16,179042.0
_45_49_NOBINARIO,9,4549,45,49,16,0.0
_50_54_HOMBRES,1,5054,50,54,16,152656.0
_50_54_MUJERES,2,5054,50,54,16,167654.0
_50_54_NOBINARIO,9,5054,50,54,16,0.0
_55_59_HOMBRES,1,5559,55,59,16,129687.0
_55_59_MUJERES,2,5559,55,59,16,146834.0
_55_59_NOBINARIO,9,5559,55,59,16,0.0
_60_64_HOMBRES,1,6064,60,64,16,112277.0
_60_64_MUJERES,2,6064,60,64,16,127103.0
_60_64_NOBINARIO,9,6064,60,64,16,0.0
_65_Y_MAS_HOMBRES,1,65,65,100,16,272638.0
_65_Y_MAS_MUJERES,2,65,65,100,16,311820.0
_65_Y_MAS_NOBINARIO,9,65,65,100,16,0.0
_18_HOMBRES,1,18,18,18,17,11137.0
_18_MUJERES,2,18,18,18,17,11351.0
_18_NOBINARIO,9,18,18,18,17,0.0
_19_HOMBRES,1,19,19,19,17,16149.0
_19_MUJERES,2,19,19,19,17,16288.0
_19_NOBINARIO,9,19,19,19,17,0.0
_20_24_HOMBRES,1,2024,20,24,17,85763.0
_20_24_MUJERES,2,2024,20,24,17,86765.0
_20_24_NOBINARIO,9,2024,20,24,17,0.0
_25_29_HOMBRES,1,2529,25,29,17,85270.0
_25_29_MUJERES,2,2529,25,29,17,87457.0
_25_29_NOBINARIO,9,2529,25,29,17,0.0
_30_34_HOMBRES,1,3034,30,34,17,81401.0
_30_34_MUJERES,2,3034,30,34,17,86988.0
_30_34_NOBINARIO,9,3034,30,34,17,0.0
_35_39_HOMBRES,1,3539,35,39,17,73683.0
_35_39_MUJERES,2,3539,35,39,17,80148.0
_35_39_NOBINARIO,9,3539,35,39,17,0.0
_40_44_HOMBRES,1,4044,40,44,17,68572.0
_40_44_MUJERES,2,4044,40,44,17,76115.0
_40_44_NOBINARIO,9,4044,40,44,17,0.0
_45_49_HOMBRES,1,4549,45,49,17,65879.0
_45_49_MUJERES,2,4549,45,49,17,75211.0
_45_49_NOBINARIO,9,4549,45,49,17,0.0
_50_54_HOMBRES,1,5054,50,54,17,62230.0
_50_54_MUJERES,2,5054,50,54,17,71924.0
_50_54_NOBINARIO,9,5054,50,54,17,0.0
_55_59_HOMBRES,1,5559,55,59,17,52417.0
_55_59_MUJERES,2,5559,55,59,17,61413.0
_55_59_NOBINARIO,9,5559,55,59,17,0.0
_60_64_HOMBRES,1,6064,60,64,17,45261.0
_60_64_MUJERES,2,6064,60,64,17,53670.0
_60_64_NOBINARIO,9,6064,60,64,17,0.0
_65_Y_MAS_HOMBRES,1,65,65,100,17,100701.0
_65_Y_MAS_MUJERES,2,65,65,100,17,123715.0
_65_Y_MAS_NOBINARIO,9,65,65,100,17,0.0
_18_HOMBRES,1,18,18,18,18,7004.0
_18_MUJERES,2,18,18,18,18,7099.0
_18_NOBINARIO,9,18,18,18,18,0.0
_19_HOMBRES,1,19,19,19,18,9953.0
_19_MUJERES,2,19,19,19,18,9846.0
_19_NOBINARIO,9,19,19,19,18,0.0
_20_24_HOMBRES,1,2024,20,24,18,52341.0
_20_24_MUJERES,2,2024,20,24,18,52797.0
_20_24_NOBINARIO,9,2024,20,24,18,0.0
_25_29_HOMBRES,1,2529,25,29,18,52283.0
_25_29_MUJERES,2,2529,25,29,18,51243.0
_25_29_NOBINARIO,9,2529,25,29,18,3.0
_30_34_HOMBRES,1,3034,30,34,18,49344.0
_30_34_MUJERES,2,3034,30,34,18,50578.0
_30_34_NOBINARIO,9,3034,30,34,18,0.0
_35_39_HOMBRES,1,3539,35,39,18,47418.0
_35_39_MUJERES,2,3539,35,39,18,48842.0
_35_39_NOBINARIO,9,3539,35,39,18,0.0
_40_44_HOMBRES,1,4044,40,44,18,44229.0
_40_44_MUJERES,2,4044,40,44,18,45449.0
_40_44_NOBINARIO,9,4044,40,44,18,0.0
_45_49_HOMBRES,1,4549,45,49,18,43664.0
_45_49_MUJERES,2,4549,45,49,18,44897.0
_45_49_NOBINARIO,9,4549,45,49,18,0.0
_50_54_HOMBRES,1,5054,50,54,18,41231.0
_50_54_MUJERES,2,5054,50,54,18,42097.0
_50_54_NOBINARIO,9,5054,50,54,18,0.0
_55_59_HOMBRES,1,5559,55,59,18,34173.0
_55_59_MUJERES,2,5559,55,59,18,36012.0
_55_59_NOBINARIO,9,5559,55,59,18,0.0
_60_64_HOMBRES,1,6064,60,64,18,28963.0
_60_64_MUJERES,2,6064,60,64,18,30937.0
_60_64_NOBINARIO,9,6064,60,64,18,0.0
_65_Y_MAS_HOMBRES,1,65,65,100,18,68691.0
_65_Y_MAS_MUJERES,2,65,65,100,18,75673.0
_65_Y_MAS_NOBINARIO,9,65,65,100,18,0.0
_18_HOMBRES,1,18,18,18,19,35841.0
_18_MUJERES,2,18,18,18,19,35063.0
_18_NOBINARIO,9,18,18,18,19,0.0
_19_HOMBRES,1,19,19,19,19,47388.0
_19_MUJERES,2,19,19,19,19,45955.0
_19_NOBINARIO,9,19,19,19,19,2.0
_20_24_HOMBRES,1,2024,20,24,19,261933.0
_20_24_MUJERES,2,2024,20,24,19,252222.0
_20_24_NOBINARIO,9,2024,20,24,19,2.0
_25_29_HOMBRES,1,2529,25,29,19,264999.0
_25_29_MUJERES,2,2529,25,29,19,249618.0
_25_29_NOBINARIO,9,2529,25,29,19,0.0
_30_34_HOMBRES,1,3034,30,34,19,260811.0
_30_34_MUJERES,2,3034,30,34,19,245238.0
_30_34_NOBINARIO,9,3034,30,34,19,3.0
_35_39_HOMBRES,1,3539,35,39,19,230044.0
_35_39_MUJERES,2,3539,35,39,19,218914.0
_35_39_NOBINARIO,9,3539,35,39,19,1.0
_40_44_HOMBRES,1,4044,40,44,19,220862.0
_40_44_MUJERES,2,4044,40,44,19,213874.0
_40_44_NOBINARIO,9,4044,40,44,19,1.0
_45_49_HOMBRES,1,4549,45,49,19,209041.0
_45_49_MUJERES,2,4549,45,49,19,208212.0
_45_49_NOBINARIO,9,4549,45,49,19,0.0
_50_54_HOMBRES,1,5054,50,54,19,195863.0
_50_54_MUJERES,2,5054,50,54,19,199279.0
_50_54_NOBINARIO,9,5054,50,54,19,0.0
_55_59_HOMBRES,1,5559,55,59,19,157024.0
_55_59_MUJERES,2,5559,55,59,19,165153.0
_55_59_NOBINARIO,9,5559,55,59,19,0.0
_60_64_HOMBRES,1,6064,60,64,19,123890.0
_60_64_MUJERES,2,6064,60,64,19,134085.0
_60_64_NOBINARIO,9,6064,60,64,19,0.0
_65_Y_MAS_HOMBRES,1,65,65,100,19,241995.0
_65_Y_MAS_MUJERES,2,65,65,100,19,296350.0
_65_Y_MAS_NOBINARIO,9,65,65,100,19,0.0
_18_HOMBRES,1,18,18,18,20,19903.0
_18_MUJERES,2,18,18,18,20,21138.0
_18_NOBINARIO,9,18,18,18,20,0.0
_19_HOMBRES,1,19,19,19,20,31867.0
_19_MUJERES,2,19,19,19,20,33695.0
_19_NOBINARIO,9,19,19,19,20,0.0
_20_24_HOMBRES,1,2024,20,24,20,174624.0
_20_24_MUJERES,2,2024,20,24,20,183000.0
_20_24_NOBINARIO,9,2024,20,24,20,0.0
_25_29_HOMBRES,1,2529,25,29,20,176124.0
_25_29_MUJERES,2,2529,25,29,20,187361.0
_25_29_NOBINARIO,9,2529,25,29,20,0.0
_30_34_HOMBRES,1,3034,30,34,20,164895.0
_30_34_MUJERES,2,3034,30,34,20,187476.0
_30_34_NOBINARIO,9,3034,30,34,20,0.0
_35_39_HOMBRES,1,3539,35,39,20,151469.0
_35_39_MUJERES,2,3539,35,39,20,171013.0
_35_39_NOBINARIO,9,3539,35,39,20,0.0
_40_44_HOMBRES,1,4044,40,44,20,144685.0
_40_44_MUJERES,2,4044,40,44,20,162513.0
_40_44_NOBINARIO,9,4044,40,44,20,0.0
_45_49_HOMBRES,1,4549,45,49,20,132294.0
_45_49_MUJERES,2,4549,45,49,20,150344.0
_45_49_NOBINARIO,9,4549,45,49,20,0.0
_50_54_HOMBRES,1,5054,50,54,20,116513.0
_50_54_MUJERES,2,5054,50,54,20,133672.0
_50_54_NOBINARIO,9,5054,50,54,20,0.0
_55_59_HOMBRES,1,5559,55,59,20,98060.0
_55_59_MUJERES,2,5559,55,59,20,114918.0
_55_59_NOBINARIO,9,5559,55,59,20,0.0
_60_64_HOMBRES,1,6064,60,64,20,84382.0
_60_64_MUJERES,2,6064,60,64,20,99465.0
_60_64_NOBINARIO,9,6064,60,64,20,0.0
_65_Y_MAS_HOMBRES,1,65,65,100,20,211595.0
_65_Y_MAS_MUJERES,2,65,65,100,20,255719.0
_65_Y_MAS_NOBINARIO,9,65,65,100,20,0.0
_18_HOMBRES,1,18,18,18,21,36519.0
_18_MUJERES,2,18,18,18,21,37871.0
_18_NOBINARIO,9,18,18,18,21,0.0
_19_HOMBRES,1,19,19,19,21,55594.0
_19_MUJERES,2,19,19,19,21,57672.0
_19_NOBINARIO,9,19,19,19,21,0.0
_20_24_HOMBRES,1,2024,20,24,21,311034.0
_20_24_MUJERES,2,2024,20,24,21,320699.0
_20_24_NOBINARIO,9,2024,20,24,21,1.0
_25_29_HOMBRES,1,2529,25,29,21,302012.0
_25_29_MUJERES,2,2529,25,29,21,311684.0
_25_29_NOBINARIO,9,2529,25,29,21,0.0
_30_34_HOMBRES,1,3034,30,34,21,275757.0
_30_34_MUJERES,2,3034,30,34,21,302811.0
_30_34_NOBINARIO,9,3034,30,34,21,0.0
_35_39_HOMBRES,1,3539,35,39,21,242741.0
_35_39_MUJERES,2,3539,35,39,21,273137.0
_35_39_NOBINARIO,9,3539,35,39,21,0.0
_40_44_HOMBRES,1,4044,40,44,21,227666.0
_40_44_MUJERES,2,4044,40,44,21,260275.0
_40_44_NOBINARIO,9,4044,40,44,21,0.0
_45_49_HOMBRES,1,4549,45,49,21,206897.0
_45_49_MUJERES,2,4549,45,49,21,239862.0
_45_49_NOBINARIO,9,4549,45,49,21,0.0
_50_54_HOMBRES,1,5054,50,54,21,181154.0
_50_54_MUJERES,2,5054,50,54,21,211932.0
_50_54_NOBINARIO,9,5054,50,54,21,0.0
_55_59_HOMBRES,1,5559,55,59,21,146320.0
_55_59_MUJERES,2,5559,55,59,21,177173.0
_55_59_NOBINARIO,9,5559,55,59,21,0.0
_60_64_HOMBRES,1,6064,60,64,21,120355.0
_60_64_MUJERES,2,6064,60,64,21,147025.0
_60_64_NOBINARIO,9,6064,60,64,21,0.0
_65_Y_MAS_HOMBRES,1,65,65,100,21,274320.0
_65_Y_MAS_MUJERES,2,65,65,100,21,353397.0
_65_Y_MAS_NOBINARIO,9,65,65,100,21,0.0
_18_HOMBRES,1,18,18,18,22,15378.0
_18_MUJERES,2,18,18,18,22,15687.0
_18_NOBINARIO,9,18,18,18,22,0.0
_19_HOMBRES,1,19,19,19,22,20662.0
_19_MUJERES,2,19,19,19,22,20887.0
_19_NOBINARIO,9,19,19,19,22,0.0
_20_24_HOMBRES,1,2024,20,24,22,111488.0
_20_24_MUJERES,2,2024,20,24,22,110852.0
_20_24_NOBINARIO,9,2024,20,24,22,1.0
_25_29_HOMBRES,1,2529,25,29,22,115192.0
_25_29_MUJERES,2,2529,25,29,22,111979.0
_25_29_NOBINARIO,9,2529,25,29,22,0.0
_30_34_HOMBRES,1,3034,30,34,22,117371.0
_30_34_MUJERES,2,3034,30,34,22,118178.0
_30_34_NOBINARIO,9,3034,30,34,22,1.0
_35_39_HOMBRES,1,3539,35,39,22,102860.0
_35_39_MUJERES,2,3539,35,39,22,105852.0
_35_39_NOBINARIO,9,3539,35,39,22,0.0
_40_44_HOMBRES,1,4044,40,44,22,93570.0
_40_44_MUJERES,2,4044,40,44,22,99744.0
_40_44_NOBINARIO,9,4044,40,44,22,0.0
_45_49_HOMBRES,1,4549,45,49,22,84009.0
_45_49_MUJERES,2,4549,45,49,22,91354.0
_45_49_NOBINARIO,9,4549,45,49,22,0.0
_50_54_HOMBRES,1,5054,50,54,22,74547.0
_50_54_MUJERES,2,5054,50,54,22,81868.0
_50_54_NOBINARIO,9,5054,50,54,22,0.0
_55_59_HOMBRES,1,5559,55,59,22,58228.0
_55_59_MUJERES,2,5559,55,59,22,65998.0
_55_59_NOBINARIO,9,5559,55,59,22,0.0
_60_64_HOMBRES,1,6064,60,64,22,46534.0
_60_64_MUJERES,2,6064,60,64,22,53328.0
_60_64_NOBINARIO,9,6064,60,64,22,0.0
_65_Y_MAS_HOMBRES,1,65,65,100,22,90420.0
_65_Y_MAS_MUJERES,2,65,65,100,22,113477.0
_65_Y_MAS_NOBINARIO,9,65,65,100,22,0.0
_18_HOMBRES,1,18,18,18,23,11582.0
_18_MUJERES,2,18,18,18,23,11717.0
_18_NOBINARIO,9,18,18,18,23,0.0
_19_HOMBRES,1,19,19,19,23,15513.0
_19_MUJERES,2,19,19,19,23,15248.0
_19_NOBINARIO,9,19,19,19,23,0.0
_20_24_HOMBRES,1,2024,20,24,23,85129.0
_20_24_MUJERES,2,2024,20,24,23,83458.0
_20_24_NOBINARIO,9,2024,20,24,23,0.0
_25_29_HOMBRES,1,2529,25,29,23,98085.0
_25_29_MUJERES,2,2529,25,29,23,93799.0
_25_29_NOBINARIO,9,2529,25,29,23,0.0
_30_34_HOMBRES,1,3034,30,34,23,106204.0
_30_34_MUJERES,2,3034,30,34,23,99903.0
_30_34_NOBINARIO,9,3034,30,34,23,0.0
_35_39_HOMBRES,1,3539,35,39,23,93264.0
_35_39_MUJERES,2,3539,35,39,23,88627.0
_35_39_NOBINARIO,9,3539,35,39,23,1.0
_40_44_HOMBRES,1,4044,40,44,23,80396.0
_40_44_MUJERES,2,4044,40,44,23,77225.0
_40_44_NOBINARIO,9,4044,40,44,23,0.0
_45_49_HOMBRES,1,4549,45,49,23,68442.0
_45_49_MUJERES,2,4549,45,49,23,67188.0
_45_49_NOBINARIO,9,4549,45,49,23,0.0
_50_54_HOMBRES,1,5054,50,54,23,58000.0
_50_54_MUJERES,2,5054,50,54,23,56811.0
_50_54_NOBINARIO,9,5054,50,54,23,0.0
_55_59_HOMBRES,1,5559,55,59,23,43950.0
_55_59_MUJERES,2,5559,55,59,23,43958.0
_55_59_NOBINARIO,9,5559,55,59,23,0.0
_60_64_HOMBRES,1,6064,60,64,23,31175.0
_60_64_MUJERES,2,6064,60,64,23,32310.0
_60_64_NOBINARIO,9,6064,60,64,23,0.0
_65_Y_MAS_HOMBRES,1,65,65,100,23,49573.0
_65_Y_MAS_MUJERES,2,65,65,100,23,54151.0
_65_Y_MAS_NOBINARIO,9,65,65,100,23,0.0
_18_HOMBRES,1,18,18,18,24,16806.0
_18_MUJERES,2,18,18,18,24,16786.0
_18_NOBINARIO,9,18,18,18,24,0.0
_19_HOMBRES,1,19,19,19,24,23553.0
_19_MUJERES,2,19,19,19,24,24201.0
_19_NOBINARIO,9,19,19,19,24,0.0
_20_24_HOMBRES,1,2024,20,24,24,128812.0
_20_24_MUJERES,2,2024,20,24,24,130623.0
_20_24_NOBINARIO,9,2024,20,24,24,0.0
_25_29_HOMBRES,1,2529,25,29,24,124710.0
_25_29_MUJERES,2,2529,25,29,24,126321.0
_25_29_NOBINARIO,9,2529,25,29,24,0.0
_30_34_HOMBRES,1,3034,30,34,24,117543.0
_30_34_MUJERES,2,3034,30,34,24,124429.0
_30_34_NOBINARIO,9,3034,30,34,24,0.0
_35_39_HOMBRES,1,3539,35,39,24,106033.0
_35_39_MUJERES,2,3539,35,39,24,113602.0
_35_39_NOBINARIO,9,3539,35,39,24,0.0
_40_44_HOMBRES,1,4044,40,44,24,99827.0
_40_44_MUJERES,2,4044,40,44,24,108055.0
_40_44_NOBINARIO,9,4044,40,44,24,0.0
_45_49_HOMBRES,1,4549,45,49,24,94535.0
_45_49_MUJERES,2,4549,45,49,24,101938.0
_45_49_NOBINARIO,9,4549,45,49,24,0.0
_50_54_HOMBRES,1,5054,50,54,24,86406.0
_50_54_MUJERES,2,5054,50,54,24,94378.0
_50_54_NOBINARIO,9,5054,50,54,24,0.0
_55_59_HOMBRES,1,5559,55,59,24,74211.0
_55_59_MUJERES,2,5559,55,59,24,82365.0
_55_59_NOBINARIO,9,5559,55,59,24,0.0
_60_64_HOMBRES,1,6064,60,64,24,62377.0
_60_64_MUJERES,2,6064,60,64,24,69667.0
_60_64_NOBINARIO,9,6064,60,64,24,0.0
_65_Y_MAS_HOMBRES,1,65,65,100,24,148279.0
_65_Y_MAS_MUJERES,2,65,65,100,24,168329.0
_65_Y_MAS_NOBINARIO,9,65,65,100,24,0.0
_18_HOMBRES,1,18,18,18,25,17560.0
_18_MUJERES,2,18,18,18,25,18082.0
_18_NOBINARIO,9,18,18,18,25,0.0
_19_HOMBRES,1,19,19,19,25,25038.0
_19_MUJERES,2,19,19,19,25,25162.0
_19_NOBINARIO,9,19,19,19,25,0.0
_20_24_HOMBRES,1,2024,20,24,25,133940.0
_20_24_MUJERES,2,2024,20,24,25,134426.0
_20_24_NOBINARIO,9,2024,20,24,25,0.0
_25_29_HOMBRES,1,2529,25,29,25,132573.0
_25_29_MUJERES,2,2529,25,29,25,132029.0
_25_29_NOBINARIO,9,2529,25,29,25,0.0
_30_34_HOMBRES,1,3034,30,34,25,121442.0
_30_34_MUJERES,2,3034,30,34,25,124955.0
_30_34_NOBINARIO,9,3034,30,34,25,0.0
_35_39_HOMBRES,1,3539,35,39,25,111327.0
_35_39_MUJERES,2,3539,35,39,25,114763.0
_35_39_NOBINARIO,9,3539,35,39,25,0.0
_40_44_HOMBRES,1,4044,40,44,25,104838.0
_40_44_MUJERES,2,4044,40,44,25,109096.0
_40_44_NOBINARIO,9,4044,40,44,25,0.0
_45_49_HOMBRES,1,4549,45,49,25,104564.0
_45_49_MUJERES,2,4549,45,49,25,109618.0
_45_49_NOBINARIO,9,4549,45,49,25,0.0
_50_54_HOMBRES,1,5054,50,54,25,99133.0
_50_54_MUJERES,2,5054,50,54,25,105247.0
_50_54_NOBINARIO,9,5054,50,54,25,0.0
_55_59_HOMBRES,1,5559,55,59,25,83498.0
_55_59_MUJERES,2,5559,55,59,25,91205.0
_55_59_NOBINARIO,9,5559,55,59,25,0.0
_60_64_HOMBRES,1,6064,60,64,25,69911.0
_60_64_MUJERES,2,6064,60,64,25,78346.0
_60_64_NOBINARIO,9,6064,60,64,25,0.0
_65_Y_MAS_HOMBRES,1,65,65,100,25,161253.0
_65_Y_MAS_MUJERES,2,65,65,100,25,186745.0
_65_Y_MAS_NOBINARIO,9,65,65,100,25,0.0
_18_HOMBRES,1,18,18,18,26,18395.0
_18_MUJERES,2,18,18,18,26,18864.0
_18_NOBINARIO,9,18,18,18,26,0.0
_19_HOMBRES,1,19,19,19,26,24035.0
_19_MUJERES,2,19,19,19,26,23964.0
_19_NOBINARIO,9,19,19,19,26,0.0
_20_24_HOMBRES,1,2024,20,24,26,130763.0
_20_24_MUJERES,2,2024,20,24,26,129099.0
_20_24_NOBINARIO,9,2024,20,24,26,0.0
_25_29_HOMBRES,1,2529,25,29,26,129755.0
_25_29_MUJERES,2,2529,25,29,26,126392.0
_25_29_NOBINARIO,9,2529,25,29,26,0.0
_30_34_HOMBRES,1,3034,30,34,26,121131.0
_30_34_MUJERES,2,3034,30,34,26,119942.0
_30_34_NOBINARIO,9,3034,30,34,26,1.0
_35_39_HOMBRES,1,3539,35,39,26,111673.0
_35_39_MUJERES,2,3539,35,39,26,110497.0
_35_39_NOBINARIO,9,3539,35,39,26,0.0
_40_44_HOMBRES,1,4044,40,44,26,107044.0
_40_44_MUJERES,2,4044,40,44,26,107760.0
_40_44_NOBINARIO,9,4044,40,44,26,0.0
_45_49_HOMBRES,1,4549,45,49,26,104916.0
_45_49_MUJERES,2,4549,45,49,26,106412.0
_45_49_NOBINARIO,9,4549,45,49,26,0.0
_50_54_HOMBRES,1,5054,50,54,26,98800.0
_50_54_MUJERES,2,5054,50,54,26,101561.0
_50_54_NOBINARIO,9,5054,50,54,26,0.0
_55_59_HOMBRES,1,5559,55,59,26,83063.0
_55_59_MUJERES,2,5559,55,59,26,87507.0
_55_59_NOBINARIO,9,5559,55,59,26,1.0
_60_64_HOMBRES,1,6064,60,64,26,69808.0
_60_64_MUJERES,2,6064,60,64,26,75415.0
_60_64_NOBINARIO,9,6064,60,64,26,0.0
_65_Y_MAS_HOMBRES,1,65,65,100,26,143368.0
_65_Y_MAS_MUJERES,2,65,65,100,26,167091.0
_65_Y_MAS_NOBINARIO,9,65,65,100,26,0.0
_18_HOMBRES,1,18,18,18,27,16196.0
_18_MUJERES,2,18,18,18,27,16093.0
_18_NOBINARIO,9,18,18,18,27,0.0
_19_HOMBRES,1,19,19,19,27,21066.0
_19_MUJERES,2,19,19,19,27,21283.0
_19_NOBINARIO,9,19,19,19,27,0.0
_20_24_HOMBRES,1,2024,20,24,27,105824.0
_20_24_MUJERES,2,2024,20,24,27,107065.0
_20_24_NOBINARIO,9,2024,20,24,27,1.0
_25_29_HOMBRES,1,2529,25,29,27,96933.0
_25_29_MUJERES,2,2529,25,29,27,100905.0
_25_29_NOBINARIO,9,2529,25,29,27,0.0
_30_34_HOMBRES,1,3034,30,34,27,93979.0
_30_34_MUJERES,2,3034,30,34,27,102027.0
_30_34_NOBINARIO,9,3034,30,34,27,0.0
_35_39_HOMBRES,1,3539,35,39,27,91002.0
_35_39_MUJERES,2,3539,35,39,27,100082.0
_35_39_NOBINARIO,9,3539,35,39,27,0.0
_40_44_HOMBRES,1,4044,40,44,27,86563.0
_40_44_MUJERES,2,4044,40,44,27,96394.0
_40_44_NOBINARIO,9,4044,40,44,27,0.0
_45_49_HOMBRES,1,4549,45,49,27,80423.0
_45_49_MUJERES,2,4549,45,49,27,89823.0
_45_49_NOBINARIO,9,4549,45,49,27,0.0
_50_54_HOMBRES,1,5054,50,54,27,71319.0
_50_54_MUJERES,2,5054,50,54,27,79151.0
_50_54_NOBINARIO,9,5054,50,54,27,0.0
_55_59_HOMBRES,1,5559,55,59,27,59569.0
_55_59_MUJERES,2,5559,55,59,27,65145.0
_55_59_NOBINARIO,9,5559,55,59,27,0.0
_60_64_HOMBRES,1,6064,60,64,27,51140.0
_60_64_MUJERES,2,6064,60,64,27,54735.0
_60_64_NOBINARIO,9,6064,60,64,27,0.0
_65_Y_MAS_HOMBRES,1,65,65,100,27,101200.0
_65_Y_MAS_MUJERES,2,65,65,100,27,112668.0
_65_Y_MAS_NOBINARIO,9,65,65,100,27,0.0
_18_HOMBRES,1,18,18,18,28,22489.0
_18_MUJERES,2,18,18,18,28,22570.0
_18_NOBINARIO,9,18,18,18,28,0.0
_19_HOMBRES,1,19,19,19,28,29176.0
_19_MUJERES,2,19,19,19,28,29021.0
_19_NOBINARIO,9,19,19,19,28,0.0
_20_24_HOMBRES,1,2024,20,24,28,157402.0
_20_24_MUJERES,2,2024,20,24,28,155400.0
_20_24_NOBINARIO,9,2024,20,24,28,1.0
_25_29_HOMBRES,1,2529,25,29,28,155901.0
_25_29_MUJERES,2,2529,25,29,28,152120.0
_25_29_NOBINARIO,9,2529,25,29,28,1.0
_30_34_HOMBRES,1,3034,30,34,28,146645.0
_30_34_MUJERES,2,3034,30,34,28,147393.0
_30_34_NOBINARIO,9,3034,30,34,28,0.0
_35_39_HOMBRES,1,3539,35,39,28,138098.0
_35_39_MUJERES,2,3539,35,39,28,140427.0
_35_39_NOBINARIO,9,3539,35,39,28,0.0
_40_44_HOMBRES,1,4044,40,44,28,134849.0
_40_44_MUJERES,2,4044,40,44,28,140108.0
_40_44_NOBINARIO,9,4044,40,44,28,0.0
_45_49_HOMBRES,1,4549,45,49,28,131886.0
_45_49_MUJERES,2,4549,45,49,28,138487.0
_45_49_NOBINARIO,9,4549,45,49,28,0.0
_50_54_HOMBRES,1,5054,50,54,28,124060.0
_50_54_MUJERES,2,5054,50,54,28,132370.0
_50_54_NOBINARIO,9,5054,50,54,28,0.0
_55_59_HOMBRES,1,5559,55,59,28,104657.0
_55_59_MUJERES,2,5559,55,59,28,113847.0
_55_59_NOBINARIO,9,5559,55,59,28,0.0
_60_64_HOMBRES,1,6064,60,64,28,85771.0
_60_64_MUJERES,2,6064,60,64,28,95506.0
_60_64_NOBINARIO,9,6064,60,64,28,0.0
_65_Y_MAS_HOMBRES,1,65,65,100,28,180868.0
_65_Y_MAS_MUJERES,2,65,65,100,28,218835.0
_65_Y_MAS_NOBINARIO,9,65,65,100,28,0.0
_18_HOMBRES,1,18,18,18,29,9067.0
_18_MUJERES,2,18,18,18,29,8923.0
_18_NOBINARIO,9,18,18,18,29,0.0
_19_HOMBRES,1,19,19,19,29,12323.0
_19_MUJERES,2,19,19,19,29,12314.0
_19_NOBINARIO,9,19,19,19,29,0.0
