N_estado,voto,genero,edad,ponderado,partido,encuesta,homo_pon
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,2.0,32.0,57131.49203364986,MORENA-PT-Partido Verde,5,57767.2107780048
VERACRUZ DE IGNACIO DE LA LLAVE,2.0,1.0,35.0,65260.84069720967,PAN-PRI-PRD,5,65987.0170708136
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,2.0,19.0,75903.35222710285,MORENA-PT-Partido Verde,5,76747.95092481801
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,1.0,18.0,59204.87705781648,MORENA-PT-Partido Verde,5,59863.66696095283
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,1.0,68.0,70009.6567755005,MORENA-PT-Partido Verde,5,70788.6746081142
VERACRUZ DE IGNACIO DE LA LLAVE,1.0,1.0,39.0,63968.11487930197,PAN-PRI-PRD,5,64679.90671638318
BAJA CALIFORNIA,99.0,2.0,37.0,61457.138130974396,NS,5,62140.98959876486
BAJA CALIFORNIA,4.0,2.0,23.0,78806.99121490655,MORENA-PT-Partido Verde,5,79683.89954896552
JALISCO,1.0,1.0,26.0,56722.725496843435,PAN-PRI-PRD,5,57353.89577694052
JALISCO,1.0,1.0,32.0,56722.725496843435,PAN-PRI-PRD,5,57353.89577694052
JALISCO,1.0,1.0,30.0,56722.725496843435,PAN-PRI-PRD,5,57353.89577694052
JALISCO,2.0,1.0,35.0,56722.725496843435,PAN-PRI-PRD,5,57353.89577694052
JALISCO,7.0,1.0,28.0,56722.725496843435,MORENA-PT-Partido Verde,5,57353.89577694052
BAJA CALIFORNIA,1.0,2.0,53.0,61701.71954830215,PAN-PRI-PRD,5,62388.29254472738
BAJA CALIFORNIA,7.0,2.0,48.0,61701.71954830215,MORENA-PT-Partido Verde,5,62388.29254472738
BAJA CALIFORNIA,7.0,1.0,21.0,61469.725503229645,MORENA-PT-Partido Verde,5,62153.71703437572
BAJA CALIFORNIA,7.0,2.0,47.0,61701.71954830215,MORENA-PT-Partido Verde,5,62388.29254472738
BAJA CALIFORNIA,7.0,2.0,41.0,61457.138130974396,MORENA-PT-Partido Verde,5,62140.98959876486
BAJA CALIFORNIA,7.0,2.0,42.0,61457.138130974396,MORENA-PT-Partido Verde,5,62140.98959876486
VERACRUZ DE IGNACIO DE LA LLAVE,99.0,1.0,34.0,72630.75957766887,NS,5,73438.94318423503
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,1.0,52.0,74602.72975244666,MORENA-PT-Partido Verde,5,75432.85604524052
VERACRUZ DE IGNACIO DE LA LLAVE,99.0,1.0,33.0,72630.75957766887,NS,5,73438.94318423503
VERACRUZ DE IGNACIO DE LA LLAVE,1.0,1.0,32.0,72630.75957766887,PAN-PRI-PRD,5,73438.94318423503
VERACRUZ DE IGNACIO DE LA LLAVE,99.0,2.0,57.0,62073.24128287134,NS,5,62763.94830979698
VERACRUZ DE IGNACIO DE LA LLAVE,99.0,1.0,37.0,66815.08090925074,NS,5,67558.55176617471
JALISCO,1.0,1.0,23.0,48295.30733467594,PAN-PRI-PRD,5,48832.70327943706
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,1.0,67.0,73125.50777383459,MORENA-PT-Partido Verde,5,73939.19658761384
VERACRUZ DE IGNACIO DE LA LLAVE,1.0,2.0,21.0,79281.50813739556,PAN-PRI-PRD,5,80163.69655939555
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,1.0,65.0,73125.50777383459,MORENA-PT-Partido Verde,5,73939.19658761384
VERACRUZ DE IGNACIO DE LA LLAVE,99.0,2.0,56.0,62073.24128287134,NS,5,62763.94830979698
JALISCO,1.0,1.0,20.0,48295.30733467594,PAN-PRI-PRD,5,48832.70327943706
JALISCO,7.0,1.0,21.0,48295.30733467594,MORENA-PT-Partido Verde,5,48832.70327943706
JALISCO,1.0,1.0,45.0,52180.83241181015,PAN-PRI-PRD,5,52761.46372528422
JALISCO,7.0,2.0,28.0,49656.944428366485,MORENA-PT-Partido Verde,5,50209.49170547787
JALISCO,6.0,1.0,26.0,56722.725496843435,Movimiento Ciudadano,5,57353.89577694052
JALISCO,7.0,1.0,40.0,52180.83241181015,MORENA-PT-Partido Verde,5,52761.46372528422
JALISCO,7.0,2.0,34.0,49656.944428366485,MORENA-PT-Partido Verde,5,50209.49170547787
JALISCO,7.0,1.0,25.0,48295.30733467594,MORENA-PT-Partido Verde,5,48832.70327943706
JALISCO,99.0,1.0,32.0,56722.725496843435,NS,5,57353.89577694052
SINALOA,1.0,1.0,80.0,98764.53844340458,PAN-PRI-PRD,5,99863.52021564775
SINALOA,1.0,1.0,49.0,100759.69924758404,PAN-PRI-PRD,5,101880.88175493968
SINALOA,7.0,1.0,35.0,98096.3232237422,MORENA-PT-Partido Verde,5,99187.86957070095
SINALOA,7.0,1.0,23.0,83521.94005127595,MORENA-PT-Partido Verde,5,84451.31299368417
JALISCO,7.0,1.0,24.0,48295.30733467594,MORENA-PT-Partido Verde,5,48832.70327943706
SINALOA,7.0,2.0,59.0,83837.16177328904,MORENA-PT-Partido Verde,5,84770.04227956754
SINALOA,7.0,2.0,35.0,85876.7562433071,MORENA-PT-Partido Verde,5,86832.33191103367
SINALOA,7.0,1.0,52.0,100759.69924758404,MORENA-PT-Partido Verde,5,101880.88175493968
SINALOA,7.0,1.0,49.0,100759.69924758404,MORENA-PT-Partido Verde,5,101880.88175493968
SINALOA,99.0,2.0,70.0,114234.35824587206,NS,5,115505.47720673317
SINALOA,4.0,2.0,39.0,83504.83696935557,MORENA-PT-Partido Verde,5,84434.01960079212
JALISCO,5.0,1.0,18.0,48295.30733467594,MORENA-PT-Partido Verde,5,48832.70327943706
DURANGO,2.0,2.0,42.0,33022.33984599726,PAN-PRI-PRD,5,33389.789035144895
DURANGO,1.0,2.0,28.0,35440.993221235796,PAN-PRI-PRD,5,35835.355470624025
DURANGO,7.0,1.0,20.0,34469.17001377113,MORENA-PT-Partido Verde,5,34852.71850340632
DURANGO,7.0,1.0,48.0,39845.84788250347,MORENA-PT-Partido Verde,5,40289.22423207795
DURANGO,7.0,1.0,32.0,38792.604604760636,MORENA-PT-Partido Verde,5,39224.26120975654
DURANGO,2.0,2.0,21.0,42344.81665242983,PAN-PRI-PRD,5,42815.999755023535
DURANGO,99.0,2.0,57.0,33153.75909083421,NS,5,33522.67062017878
DURANGO,6.0,2.0,23.0,44191.04780804106,Movimiento Ciudadano,5,44682.77446219024
DURANGO,7.0,2.0,44.0,34462.1116403891,MORENA-PT-Partido Verde,5,34845.58158944879
DURANGO,7.0,1.0,20.0,34469.17001377113,MORENA-PT-Partido Verde,5,34852.71850340632
DURANGO,1.0,1.0,40.0,37242.33436177701,PAN-PRI-PRD,5,37656.74065845435
DURANGO,4.0,1.0,33.0,38792.604604760636,MORENA-PT-Partido Verde,5,39224.26120975654
DURANGO,2.0,2.0,50.0,33153.75909083421,PAN-PRI-PRD,5,33522.67062017878
DURANGO,7.0,1.0,49.0,39845.84788250347,MORENA-PT-Partido Verde,5,40289.22423207795
DURANGO,7.0,1.0,26.0,38792.604604760636,MORENA-PT-Partido Verde,5,39224.26120975654
DURANGO,7.0,1.0,22.0,33029.10333185134,MORENA-PT-Partido Verde,5,33396.62778027511
DURANGO,7.0,2.0,43.0,34462.1116403891,MORENA-PT-Partido Verde,5,34845.58158944879
DURANGO,1.0,1.0,18.0,34469.17001377113,PAN-PRI-PRD,5,34852.71850340632
DURANGO,99.0,1.0,25.0,34469.17001377113,NS,5,34852.71850340632
DURANGO,7.0,1.0,24.0,34469.17001377113,MORENA-PT-Partido Verde,5,34852.71850340632
JALISCO,3.0,2.0,37.0,63014.10482178455,PAN-PRI-PRD,5,63715.28111121807
JALISCO,99.0,1.0,39.0,68097.75285303639,NS,5,68855.49637409877
JALISCO,5.0,2.0,19.0,80803.50234536444,MORENA-PT-Partido Verde,5,81702.6264400095
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,1.0,64.0,70009.6567755005,MORENA-PT-Partido Verde,5,70788.6746081142
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,2.0,52.0,59428.32329585023,MORENA-PT-Partido Verde,5,60089.59955032832
VERACRUZ DE IGNACIO DE LA LLAVE,4.0,1.0,59.0,71423.93486877157,MORENA-PT-Partido Verde,5,72218.68978546307
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,2.0,45.0,59192.75346655669,MORENA-PT-Partido Verde,5,59851.40846696361
VERACRUZ DE IGNACIO DE LA LLAVE,5.0,1.0,52.0,71423.93486877157,MORENA-PT-Partido Verde,5,72218.68978546307
VERACRUZ DE IGNACIO DE LA LLAVE,6.0,1.0,84.0,70009.6567755005,Movimiento Ciudadano,5,70788.6746081142
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,2.0,44.0,59192.75346655669,MORENA-PT-Partido Verde,5,59851.40846696361
VERACRUZ DE IGNACIO DE LA LLAVE,99.0,1.0,27.0,69535.98961805679,NS,5,70309.73681831252
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,1.0,51.0,71423.93486877157,MORENA-PT-Partido Verde,5,72218.68978546307
VERACRUZ DE IGNACIO DE LA LLAVE,1.0,1.0,64.0,70009.6567755005,PAN-PRI-PRD,5,70788.6746081142
JALISCO,2.0,1.0,62.0,74529.32313887129,PAN-PRI-PRD,5,75358.63261490529
JALISCO,7.0,2.0,27.0,64803.9935896944,MORENA-PT-Partido Verde,5,65525.08649253267
JALISCO,2.0,1.0,39.0,68097.75285303639,PAN-PRI-PRD,5,68855.49637409877
JALISCO,7.0,2.0,58.0,63264.882510718046,MORENA-PT-Partido Verde,5,63968.849276504385
JALISCO,1.0,2.0,50.0,63264.882510718046,PAN-PRI-PRD,5,63968.849276504385
JALISCO,6.0,1.0,22.0,48295.30733467594,Movimiento Ciudadano,5,48832.70327943706
JALISCO,99.0,1.0,27.0,56722.725496843435,NS,5,57353.89577694052
JALISCO,6.0,1.0,24.0,48295.30733467594,Movimiento Ciudadano,5,48832.70327943706
JALISCO,99.0,2.0,44.0,63014.10482178455,NS,5,63715.28111121807
JALISCO,7.0,1.0,70.0,74529.32313887129,MORENA-PT-Partido Verde,5,75358.63261490529
MICHOACAN  DE OCAMPO,7.0,2.0,36.0,51523.62700431195,MORENA-PT-Partido Verde,5,52096.94540188682
SINALOA,4.0,2.0,68.0,60085.34795717943,MORENA-PT-Partido Verde,5,60753.93511634149
TABASCO,4.0,2.0,36.0,80784.48124752325,MORENA-PT-Partido Verde,5,81683.39368887508
SINALOA,4.0,1.0,60.0,52997.90432858329,MORENA-PT-Partido Verde,5,53587.62743914665
TABASCO,4.0,2.0,28.0,83079.12997760215,MORENA-PT-Partido Verde,5,84003.57564340683
SINALOA,6.0,1.0,49.0,52997.90432858329,Movimiento Ciudadano,5,53587.62743914665
TABASCO,7.0,2.0,33.0,83079.12997760215,MORENA-PT-Partido Verde,5,84003.57564340683
SINALOA,7.0,2.0,31.0,45169.727037876066,MORENA-PT-Partido Verde,5,45672.34374073517
SINALOA,7.0,1.0,31.0,51597.01340933022,MORENA-PT-Partido Verde,5,52171.14839879846
MICHOACAN  DE OCAMPO,1.0,1.0,34.0,60526.77367814427,PAN-PRI-PRD,5,61200.27270981427
MICHOACAN  DE OCAMPO,3.0,2.0,23.0,66069.16859739817,PAN-PRI-PRD,5,66804.33947087324
MICHOACAN  DE OCAMPO,7.0,2.0,25.0,66069.16859739817,MORENA-PT-Partido Verde,5,66804.33947087324
MICHOACAN  DE OCAMPO,7.0,1.0,36.0,55680.283450106195,MORENA-PT-Partido Verde,5,56299.85417406664
TABASCO,7.0,2.0,65.0,110512.92004705202,MORENA-PT-Partido Verde,5,111742.62948166525
SINALOA,99.0,2.0,70.0,60085.34795717943,NS,5,60753.93511634149
TABASCO,7.0,1.0,19.0,80801.02715852455,MORENA-PT-Partido Verde,5,81700.12371104505
SINALOA,7.0,2.0,70.0,60085.34795717943,MORENA-PT-Partido Verde,5,60753.93511634149
TABASCO,2.0,1.0,60.0,97477.22802404451,PAN-PRI-PRD,5,98561.88551848114
SINALOA,7.0,2.0,58.0,44096.93470722888,MORENA-PT-Partido Verde,5,44587.61413750649
TABASCO,7.0,1.0,56.0,97477.22802404451,MORENA-PT-Partido Verde,5,98561.88551848114
SINALOA,1.0,2.0,35.0,45169.727037876066,PAN-PRI-PRD,5,45672.34374073517
TABASCO,7.0,1.0,42.0,87301.75020200813,MORENA-PT-Partido Verde,5,88273.1821923668
SINALOA,7.0,2.0,62.0,60085.34795717943,MORENA-PT-Partido Verde,5,60753.93511634149
TABASCO,7.0,2.0,25.0,103590.60147588767,MORENA-PT-Partido Verde,5,104743.28425648854
MICHOACAN  DE OCAMPO,7.0,1.0,19.0,51534.179839877805,MORENA-PT-Partido Verde,5,52107.615661926226
MICHOACAN  DE OCAMPO,1.0,1.0,33.0,60526.77367814427,PAN-PRI-PRD,5,61200.27270981427
TABASCO,99.0,1.0,22.0,80801.02715852455,NS,5,81700.12371104505
BAJA CALIFORNIA,7.0,1.0,50.0,48410.556159013984,MORENA-PT-Partido Verde,5,48949.23451099552
BAJA CALIFORNIA,7.0,1.0,18.0,40128.5791795279,MORENA-PT-Partido Verde,5,40575.10156255497
BAJA CALIFORNIA,99.0,2.0,66.0,54884.53078410028,NS,5,55495.246936481315
SINALOA,7.0,2.0,26.0,85876.7562433071,MORENA-PT-Partido Verde,5,86832.33191103367
SINALOA,1.0,2.0,59.0,83837.16177328904,PAN-PRI-PRD,5,84770.04227956754
BAJA CALIFORNIA,7.0,2.0,65.0,54884.53078410028,MORENA-PT-Partido Verde,5,55495.246936481315
SINALOA,7.0,2.0,51.0,83837.16177328904,MORENA-PT-Partido Verde,5,84770.04227956754
JALISCO,7.0,1.0,35.0,45094.83132389145,MORENA-PT-Partido Verde,5,45596.614640336906
JALISCO,99.0,1.0,37.0,41484.005137971966,NS,5,41945.609740239175
BAJA CALIFORNIA,7.0,2.0,69.0,54884.53078410028,MORENA-PT-Partido Verde,5,55495.246936481315
SAN LUIS POTOSI,5.0,2.0,56.0,54986.56655904353,MORENA-PT-Partido Verde,5,55598.41809319769
SAN LUIS POTOSI,5.0,2.0,47.0,54986.56655904353,MORENA-PT-Partido Verde,5,55598.41809319769
SAN LUIS POTOSI,7.0,1.0,27.0,64338.77163835834,MORENA-PT-Partido Verde,5,65054.68788110561
SINALOA,2.0,2.0,59.0,83837.16177328904,PAN-PRI-PRD,5,84770.04227956754
SINALOA,7.0,2.0,67.0,114234.35824587206,MORENA-PT-Partido Verde,5,115505.47720673317
JALISCO,1.0,1.0,37.0,41484.005137971966,PAN-PRI-PRD,5,41945.609740239175
JALISCO,2.0,1.0,21.0,38394.99457962233,PAN-PRI-PRD,5,38822.226862113675
BAJA CALIFORNIA,7.0,2.0,74.0,54884.53078410028,MORENA-PT-Partido Verde,5,55495.246936481315
BAJA CALIFORNIA,1.0,1.0,62.0,47451.97008860838,PAN-PRI-PRD,5,47979.98197431462
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,2.0,45.0,59192.75346655669,MORENA-PT-Partido Verde,5,59851.40846696361
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,2.0,36.0,59192.75346655669,MORENA-PT-Partido Verde,5,59851.40846696361
VERACRUZ DE IGNACIO DE LA LLAVE,5.0,1.0,36.0,63968.11487930197,MORENA-PT-Partido Verde,5,64679.90671638318
JALISCO,7.0,1.0,41.0,41484.005137971966,MORENA-PT-Partido Verde,5,41945.609740239175
JALISCO,7.0,2.0,21.0,49224.13392546719,MORENA-PT-Partido Verde,5,49771.86519411017
JALISCO,6.0,1.0,31.0,45094.83132389145,Movimiento Ciudadano,5,45596.614640336906
VERACRUZ DE IGNACIO DE LA LLAVE,5.0,1.0,57.0,71423.93486877157,MORENA-PT-Partido Verde,5,72218.68978546307
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,2.0,40.0,59192.75346655669,MORENA-PT-Partido Verde,5,59851.40846696361
VERACRUZ DE IGNACIO DE LA LLAVE,99.0,1.0,49.0,71423.93486877157,NS,5,72218.68978546307
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,2.0,43.0,59192.75346655669,MORENA-PT-Partido Verde,5,59851.40846696361
VERACRUZ DE IGNACIO DE LA LLAVE,4.0,1.0,28.0,69535.98961805679,MORENA-PT-Partido Verde,5,70309.73681831252
VERACRUZ DE IGNACIO DE LA LLAVE,99.0,1.0,19.0,59204.87705781648,NS,5,59863.66696095283
BAJA CALIFORNIA,6.0,1.0,28.0,47130.92238144634,Movimiento Ciudadano,5,47655.36187584946
BAJA CALIFORNIA,7.0,1.0,52.0,48410.556159013984,MORENA-PT-Partido Verde,5,48949.23451099552
SAN LUIS POTOSI,1.0,2.0,40.0,54768.60355118165,PAN-PRI-PRD,5,55378.029747492496
SAN LUIS POTOSI,99.0,2.0,45.0,54768.60355118165,NS,5,55378.029747492496
SAN LUIS POTOSI,5.0,1.0,55.0,66085.60919713408,MORENA-PT-Partido Verde,5,66820.96300994871
SAN LUIS POTOSI,7.0,1.0,36.0,59187.047713878426,MORENA-PT-Partido Verde,5,59845.639224714185
NUEVO LEON,5.0,2.0,41.0,63646.607694492355,MORENA-PT-Partido Verde,5,64354.8220275289
NUEVO LEON,7.0,1.0,27.0,74768.10238890554,MORENA-PT-Partido Verde,5,75600.06883116966
NUEVO LEON,7.0,1.0,22.0,63659.643503971914,MORENA-PT-Partido Verde,5,64368.002890255615
MICHOACAN  DE OCAMPO,7.0,2.0,24.0,66069.16859739817,MORENA-PT-Partido Verde,5,66804.33947087324
MICHOACAN  DE OCAMPO,1.0,2.0,23.0,66069.16859739817,PAN-PRI-PRD,5,66804.33947087324
MICHOACAN  DE OCAMPO,6.0,1.0,23.0,51534.179839877805,Movimiento Ciudadano,5,52107.615661926226
JALISCO,7.0,2.0,20.0,49224.13392546719,MORENA-PT-Partido Verde,5,49771.86519411017
JALISCO,99.0,2.0,24.0,49224.13392546719,NS,5,49771.86519411017
JALISCO,7.0,1.0,23.0,38394.99457962233,MORENA-PT-Partido Verde,5,38822.226862113675
JALISCO,7.0,1.0,21.0,60459.849942096254,MORENA-PT-Partido Verde,5,61132.60429387197
JALISCO,99.0,2.0,61.0,82691.95080402805,NS,5,83612.08821445021
JALISCO,7.0,1.0,27.0,71009.95233513162,MORENA-PT-Partido Verde,5,71800.10074764998
VERACRUZ DE IGNACIO DE LA LLAVE,7.0,2.0,43.0,59192.75346655669,MORENA-PT-Partido Verde,5,59851.40846696361
BAJA CALIFORNIA,99.0,1.0,38.0,43357.06263510105,NS,5,43839.509293435665
JALISCO,6.0,2.0,27.0,62164.45394822945,Movimiento Ciudadano,5,62856.175925036965
JALISCO,7.0,1.0,44.0,65324.05468732863,MORENA-PT-Partido Verde,5,66050.93446140389
JALISCO,7.0,1.0,36.0,65324.05468732863,MORENA-PT-Partido Verde,5,66050.93446140389
JALISCO,7.0,2.0,33.0,62164.45394822945,MORENA-PT-Partido Verde,5,62856.175925036965
JALISCO,99.0,1.0,57.0,72937.91658790155,NS,5,73749.51801994214
NUEVO LEON,6.0,1.0,36.0,68781.2827456899,Movimiento Ciudadano,5,69546.63210286156
NUEVO LEON,99.0,1.0,36.0,68781.2827456899,NS,5,69546.63210286156
NUEVO LEON,7.0,1.0,25.0,63659.643503971914,MORENA-PT-Partido Verde,5,64368.002890255615
COAHUILA DE ZARAGOZA,4.0,1.0,34.0,49952.72536285056,MORENA-PT-Partido Verde,5,50508.56388052964
COAHUILA DE ZARAGOZA,99.0,1.0,40.0,45952.91865545383,NS,5,46464.25015944963
COAHUILA DE ZARAGOZA,7.0,2.0,30.0,43730.26305879044,MORENA-PT-Partido Verde,5,44216.862426888016
SINALOA,99.0,2.0,46.0,83837.16177328904,NS,5,84770.04227956754
SINALOA,5.0,2.0,45.0,83504.83696935557,MORENA-PT-Partido Verde,5,84434.01960079212
SINALOA,5.0,2.0,32.0,85876.7562433071,MORENA-PT-Partido Verde,5,86832.33191103367
SINALOA,2.0,2.0,59.0,83837.16177328904,PAN-PRI-PRD,5,84770.04227956754
JALISCO,5.0,2.0,40.0,60447.46936561756,MORENA-PT-Partido Verde,5,61120.085955114475
SAN LUIS POTOSI,7.0,2.0,46.0,54986.56655904353,MORENA-PT-Partido Verde,5,55598.41809319769
SAN LUIS POTOSI,1.0,2.0,51.0,54986.56655904353,PAN-PRI-PRD,5,55598.41809319769
SAN LUIS POTOSI,6.0,2.0,52.0,54986.56655904353,Movimiento Ciudadano,5,55598.41809319769
NUEVO LEON,7.0,1.0,48.0,76798.10274678403,MORENA-PT-Partido Verde,5,77652.65759401735
NUEVO LEON,7.0,2.0,46.0,63899.90255968519,MORENA-PT-Partido Verde,5,64610.93537842762
NUEVO LEON,7.0,2.0,59.0,63899.90255968519,MORENA-PT-Partido Verde,5,64610.93537842762
NUEVO LEON,7.0,2.0,43.0,63646.607694492355,MORENA-PT-Partido Verde,5,64354.8220275289
COAHUILA DE ZARAGOZA,7.0,1.0,43.0,45952.91865545383,MORENA-PT-Partido Verde,5,46464.25015944963
COAHUILA DE ZARAGOZA,7.0,1.0,37.0,45952.91865545383,MORENA-PT-Partido Verde,5,46464.25015944963
COAHUILA DE ZARAGOZA,2.0,2.0,30.0,43730.26305879044,PAN-PRI-PRD,5,44216.862426888016
COAHUILA DE ZARAGOZA,2.0,2.0,45.0,54147.941172406434,PAN-PRI-PRD,5,54750.461077737324
COAHUILA DE ZARAGOZA,2.0,1.0,32.0,63609.65582266621,PAN-PRI-PRD,5,64317.45898146727
COAHUILA DE ZARAGOZA,1.0,1.0,35.0,63609.65582266621,PAN-PRI-PRD,5,64317.45898146727
CHIHUAHUA,7.0,2.0,35.0,62940.32282066564,MORENA-PT-Partido Verde,5,63640.67811629282
CHIHUAHUA,1.0,1.0,65.0,72385.96571172189,PAN-PRI-PRD,5,73191.42542567565
CHIHUAHUA,1.0,1.0,28.0,71896.22106510212,PAN-PRI-PRD,5,72696.23124779525
CHIHUAHUA,1.0,1.0,31.0,71896.22106510212,PAN-PRI-PRD,5,72696.23124779525
CHIHUAHUA,7.0,2.0,39.0,61201.90871028519,MORENA-PT-Partido Verde,5,61882.920166007585
CHIHUAHUA,7.0,1.0,33.0,71896.22106510212,MORENA-PT-Partido Verde,5,72696.23124779525
CHIHUAHUA,99.0,2.0,24.0,78479.70843985812,NS,5,79352.97500319841
CHIHUAHUA,5.0,2.0,29.0,62940.32282066564,MORENA-PT-Partido Verde,5,63640.67811629282
CHIHUAHUA,7.0,1.0,28.0,71896.22106510212,MORENA-PT-Partido Verde,5,72696.23124779525
CHIHUAHUA,7.0,1.0,36.0,66139.35824803273,MORENA-PT-Partido Verde,5,66875.31014218449
CHIHUAHUA,99.0,1.0,46.0,73848.24806363572,NS,5,74669.97901902851
CHIHUAHUA,1.0,2.0,40.0,61201.90871028519,PAN-PRI-PRD,5,61882.920166007585
CHIHUAHUA,99.0,2.0,31.0,62940.32282066564,NS,5,63640.67811629282
CHIHUAHUA,99.0,1.0,40.0,66139.35824803273,NS,5,66875.31014218449
CHIHUAHUA,1.0,1.0,32.0,71896.22106510212,PAN-PRI-PRD,5,72696.23124779525
CHIHUAHUA,7.0,1.0,37.0,66139.35824803273,MORENA-PT-Partido Verde,5,66875.31014218449
CHIHUAHUA,99.0,1.0,32.0,71896.22106510212,NS,5,72696.23124779525
CHIHUAHUA,2.0,2.0,23.0,78479.70843985812,PAN-PRI-PRD,5,79352.97500319841
CHIHUAHUA,7.0,1.0,36.0,66139.35824803273,MORENA-PT-Partido Verde,5,66875.31014218449
CHIHUAHUA,2.0,1.0,41.0,66139.35824803273,PAN-PRI-PRD,5,66875.31014218449
COAHUILA DE ZARAGOZA,6.0,1.0,26.0,49952.72536285056,Movimiento Ciudadano,5,50508.56388052964
COAHUILA DE ZARAGOZA,6.0,1.0,36.0,45952.91865545383,Movimiento Ciudadano,5,46464.25015944963
COAHUILA DE ZARAGOZA,2.0,1.0,40.0,45952.91865545383,PAN-PRI-PRD,5,46464.25015944963
COAHUILA DE ZARAGOZA,4.0,2.0,42.0,42522.43152972987,MORENA-PT-Partido Verde,5,42995.591004771704
COAHUILA DE ZARAGOZA,99.0,1.0,20.0,54159.03150809599,NS,5,54761.67481882079
COAHUILA DE ZARAGOZA,7.0,2.0,37.0,54147.941172406434,MORENA-PT-Partido Verde,5,54750.461077737324
COAHUILA DE ZARAGOZA,1.0,2.0,38.0,54147.941172406434,PAN-PRI-PRD,5,54750.461077737324
OAXACA,1.0,2.0,23.0,47178.02752988784,PAN-PRI-PRD,5,47702.99117699123
OAXACA,7.0,1.0,44.0,39759.63374820667,MORENA-PT-Partido Verde,5,40202.0507680096
OAXACA,7.0,1.0,25.0,36799.02451976202,MORENA-PT-Partido Verde,5,37208.49797876797
OAXACA,3.0,1.0,52.0,44393.82802817267,PAN-PRI-PRD,5,44887.81107686596
OAXACA,3.0,1.0,40.0,39759.63374820667,PAN-PRI-PRD,5,40202.0507680096
TABASCO,3.0,1.0,18.0,80801.02715852455,PAN-PRI-PRD,5,81700.12371104505
OAXACA,7.0,2.0,22.0,47178.02752988784,MORENA-PT-Partido Verde,5,47702.99117699123
OAXACA,2.0,1.0,41.0,39759.63374820667,PAN-PRI-PRD,5,40202.0507680096
TABASCO,4.0,1.0,24.0,80801.02715852455,MORENA-PT-Partido Verde,5,81700.12371104505
JALISCO,7.0,1.0,37.0,58702.5344180911,MORENA-PT-Partido Verde,5,59355.73460842993
JALISCO,99.0,2.0,68.0,74309.94771232657,NS,5,75136.81613412338
TABASCO,7.0,1.0,18.0,80801.02715852455,MORENA-PT-Partido Verde,5,81700.12371104505
JALISCO,7.0,1.0,51.0,65544.62333024298,MORENA-PT-Partido Verde,5,66273.95743582134
JALISCO,7.0,1.0,20.0,54331.38587502563,MORENA-PT-Partido Verde,5,54935.9470229682
TABASCO,1.0,1.0,26.0,94900.61739570319,PAN-PRI-PRD,5,95956.6041935584
SONORA,2.0,1.0,39.0,83826.5151421101,PAN-PRI-PRD,5,84759.27718022396
SONORA,4.0,2.0,46.0,77877.38081745022,MORENA-PT-Partido Verde,5,78743.94510598239
SONORA,5.0,2.0,23.0,99466.95344716065,MORENA-PT-Partido Verde,5,100573.75119564228
SONORA,3.0,2.0,29.0,79771.98545213824,PAN-PRI-PRD,5,80659.63155801035
SONORA,7.0,2.0,70.0,106113.7141499131,MORENA-PT-Partido Verde,5,107294.47233978304
SONORA,7.0,2.0,53.0,77877.38081745022,MORENA-PT-Partido Verde,5,78743.94510598239
SONORA,7.0,1.0,28.0,91122.89298563826,MORENA-PT-Partido Verde,5,92136.84394418666
SONORA,7.0,2.0,46.0,77877.38081745022,MORENA-PT-Partido Verde,5,78743.94510598239
SONORA,1.0,2.0,55.0,77877.38081745022,PAN-PRI-PRD,5,78743.94510598239
SONORA,1.0,2.0,40.0,77568.68017964718,PAN-PRI-PRD,5,78431.80946631155
JALISCO,6.0,1.0,46.0,65544.62333024298,Movimiento Ciudadano,5,66273.95743582134
TABASCO,7.0,2.0,63.0,110512.92004705202,MORENA-PT-Partido Verde,5,111742.62948166525
JALISCO,2.0,2.0,65.0,74309.94771232657,PAN-PRI-PRD,5,75136.81613412338
TABASCO,7.0,2.0,61.0,110512.92004705202,MORENA-PT-Partido Verde,5,111742.62948166525
TABASCO,7.0,2.0,18.0,103590.60147588767,MORENA-PT-Partido Verde,5,104743.28425648854
TABASCO,1.0,2.0,28.0,83079.12997760215,PAN-PRI-PRD,5,84003.57564340683
JALISCO,7.0,2.0,50.0,54536.43897849005,MORENA-PT-Partido Verde,5,55143.28181201128
TABASCO,7.0,2.0,37.0,80784.48124752325,MORENA-PT-Partido Verde,5,81683.39368887508
