estado,voto,genero,edad,ponderado,homo_pon,partido,rango_edad,total
NA,NA,Mujeres,20,34048.477521190325,34696.2686839814,Movimiento Ciudadano,20-24,34696.2686839814
NA,NA,Mujeres,20,26763.945696809125,27273.14460278144,MORENA-PT-Partido Verde,20-24,27273.14460278144
NA,NA,Hombres,47,38259.89148318311,38987.80713159138,Ninguno,45-49,-38987.80713159138
NA,NA,Hombres,31,48212.11097464878,49129.37311682364,MORENA-PT-Partido Verde,30-34,-49129.37311682364
NA,NA,Mujeres,38,29259.65583042956,29816.337005423786,MORENA-PT-Partido Verde,35-39,29816.337005423786
NA,NA,Mujeres,44,82211.74277605867,83775.86676412361,MORENA-PT-Partido Verde,40-44,83775.86676412361
NA,NA,Mujeres,66,87460.82090340964,89124.81151316366,Movimiento Ciudadano,65-100,89124.81151316366
NA,NA,Mujeres,52,64636.897332860586,65866.65014211327,Movimiento Ciudadano,50-54,65866.65014211327
NA,NA,Hombres,30,47218.37805720246,48116.73387965435,MORENA-PT-Partido Verde,30-34,-48116.73387965435
NA,NA,Hombres,21,35680.33932986943,36359.17756834547,MORENA-PT-Partido Verde,20-24,-36359.17756834547
NA,NA,Hombres,71,38885.09515004441,39624.9056448547,MORENA-PT-Partido Verde,65-100,-39624.9056448547
NA,NA,Hombres,42,55496.02729088136,56551.869979491195,MORENA-PT-Partido Verde,40-44,-56551.869979491195
NA,NA,Mujeres,18,35714.78567466415,36394.27927394846,MORENA-PT-Partido Verde,18-18,36394.27927394846
NA,NA,Mujeres,34,65546.5265069853,66793.58551561352,PAN-PRI-PRD,30-34,66793.58551561352
NA,NA,Hombres,47,48471.47051033954,49393.66711148109,NR,45-49,-49393.66711148109
NA,NA,Hombres,29,15788.02675584803,16088.40271844378,MORENA-PT-Partido Verde,25-29,-16088.40271844378
NA,NA,Mujeres,55,24704.799359743232,25174.821864972968,PAN-PRI-PRD,55-59,25174.821864972968
NA,NA,Hombres,39,28094.05207212258,28628.55698935381,MORENA-PT-Partido Verde,35-39,-28628.55698935381
NA,NA,Hombres,24,30033.10491567697,30604.501388351688,MORENA-PT-Partido Verde,20-24,-30604.501388351688
NA,NA,Mujeres,51,19553.347060855245,19925.360329910392,MORENA-PT-Partido Verde,50-54,19925.360329910392
NA,NA,Mujeres,37,69648.28388573587,70973.38110268673,MORENA-PT-Partido Verde,35-39,70973.38110268673
NA,NA,Hombres,45,16559.07449790453,16874.120071295165,MORENA-PT-Partido Verde,45-49,-16874.120071295165
NA,NA,Mujeres,32,20425.61828034779,20814.226992978725,MORENA-PT-Partido Verde,30-34,20814.226992978725
NA,NA,Hombres,65,19852.326435361032,20230.027952783264,MORENA-PT-Partido Verde,65-100,-20230.027952783264
NA,NA,Mujeres,24,32736.09555522533,33358.91792347252,MORENA-PT-Partido Verde,20-24,33358.91792347252
NA,NA,Mujeres,45,103220.10613886049,105183.92588784914,PAN-PRI-PRD,45-49,105183.92588784914
NA,NA,Mujeres,18,80076.23480741121,81599.72957235452,PAN-PRI-PRD,18-18,81599.72957235452
NA,NA,Mujeres,46,54907.84468873231,55952.49687722235,MORENA-PT-Partido Verde,45-49,55952.49687722235
NA,NA,Hombres,70,95691.7144630305,97512.30238632012,MORENA-PT-Partido Verde,65-100,-97512.30238632012
NA,NA,Mujeres,69,139336.36204517292,141987.31358719547,MORENA-PT-Partido Verde,65-100,141987.31358719547
NA,NA,Hombres,27,70089.07916915443,71422.56276076833,MORENA-PT-Partido Verde,25-29,-71422.56276076833
NA,NA,Hombres,20,69484.94259891017,70806.93215731569,MORENA-PT-Partido Verde,20-24,-70806.93215731569
NA,NA,Mujeres,25,156329.67775004197,159303.93654517978,MORENA-PT-Partido Verde,25-29,159303.93654517978
NA,NA,Hombres,49,68273.25125150023,69572.18771020713,MORENA-PT-Partido Verde,45-49,-69572.18771020713
NA,NA,Hombres,35,71669.49480066853,73033.04667592284,MORENA-PT-Partido Verde,35-39,-73033.04667592284
NA,NA,Hombres,43,41176.92954546147,41960.3434603368,MORENA-PT-Partido Verde,40-44,-41960.3434603368
NA,NA,Hombres,58,75050.94576091216,76478.83161550797,Ninguno,55-59,-76478.83161550797
NA,NA,Mujeres,63,47605.825219891616,48511.55243943115,MORENA-PT-Partido Verde,60-64,48511.55243943115
NA,NA,Hombres,51,20557.69839199178,20948.82000197767,MORENA-PT-Partido Verde,50-54,-20948.82000197767
NA,NA,Hombres,33,27935.059466991675,28466.539461757904,MORENA-PT-Partido Verde,30-34,-28466.539461757904
NA,NA,Hombres,18,158458.72129950588,161473.4863286062,PAN-PRI-PRD,18-18,-161473.4863286062
NA,NA,Mujeres,37,42377.31496589264,43183.56687893734,PAN-PRI-PRD,35-39,43183.56687893734
NA,NA,Mujeres,32,64198.19342408,65419.59964823169,PAN-PRI-PRD,30-34,65419.59964823169
NA,NA,Mujeres,18,26499.648447782547,27003.81895205429,MORENA-PT-Partido Verde,18-18,27003.81895205429
NA,NA,Mujeres,45,37522.354746997575,38236.238350077605,MORENA-PT-Partido Verde,45-49,38236.238350077605
NA,NA,Mujeres,67,332564.4418916699,338891.66478678735,PAN-PRI-PRD,65-100,338891.66478678735
NA,NA,Mujeres,44,73300.75860367516,74695.34617722499,NR,40-44,74695.34617722499
NA,NA,Hombres,19,56337.08198784093,57408.926208377554,MORENA-PT-Partido Verde,19-19,-57408.926208377554
NA,NA,Hombres,60,156553.73006317136,159532.2515777908,MORENA-PT-Partido Verde,60-64,-159532.2515777908
NA,NA,Mujeres,25,177196.87697889697,180568.14580904267,PAN-PRI-PRD,25-29,180568.14580904267
NA,NA,Hombres,38,131100.19099217615,133594.44481342557,NR,35-39,-133594.44481342557
NA,NA,Mujeres,21,121750.54275097686,124066.91433058758,PAN-PRI-PRD,20-24,124066.91433058758
NA,NA,Hombres,53,59523.41004437491,60655.87592282536,MORENA-PT-Partido Verde,50-54,-60655.87592282536
NA,NA,Hombres,25,71594.6341890868,72956.76179969982,MORENA-PT-Partido Verde,25-29,-72956.76179969982
NA,NA,Mujeres,30,52465.946567087245,53464.14028991892,MORENA-PT-Partido Verde,30-34,53464.14028991892
NA,NA,Hombres,38,27045.99040475027,27560.555367668967,MORENA-PT-Partido Verde,35-39,-27560.555367668967
NA,NA,Hombres,68,67884.83815354355,69176.38483770877,PAN-PRI-PRD,65-100,-69176.38483770877
NA,NA,Mujeres,50,27559.22761834967,28083.557203818033,MORENA-PT-Partido Verde,50-54,28083.557203818033
NA,NA,Hombres,50,23220.884126734723,23662.67432190961,NR,50-54,-23662.67432190961
NA,NA,Mujeres,81,43756.47199434136,44588.96313451667,MORENA-PT-Partido Verde,65-100,44588.96313451667
NA,NA,Mujeres,23,33963.0328743852,34609.19840539659,PAN-PRI-PRD,20-24,34609.19840539659
NA,NA,Hombres,24,26221.603710637817,26720.484259625337,MORENA-PT-Partido Verde,20-24,-26720.484259625337
NA,NA,Hombres,26,26449.58734478271,26952.80540881384,MORENA-PT-Partido Verde,25-29,-26952.80540881384
NA,NA,Mujeres,41,30220.745654901613,30795.71209667623,Movimiento Ciudadano,40-44,30795.71209667623
NA,NA,Mujeres,20,19845.722110814047,20223.29797730005,MORENA-PT-Partido Verde,20-24,20223.29797730005
NA,NA,Mujeres,53,190209.03625743973,193827.86863236432,MORENA-PT-Partido Verde,50-54,193827.86863236432
NA,NA,Hombres,39,174722.772869044,178046.9704967493,PAN-PRI-PRD,35-39,-178046.9704967493
NA,NA,Hombres,68,130117.96035506176,132593.52669384886,MORENA-PT-Partido Verde,65-100,-132593.52669384886
NA,NA,Mujeres,77,366373.0680485008,373343.5188012184,PAN-PRI-PRD,65-100,373343.5188012184
NA,NA,Hombres,46,105490.20066755424,107497.21022359002,MORENA-PT-Partido Verde,45-49,-107497.21022359002
NA,NA,Hombres,19,59302.694860677875,60430.96151038444,Movimiento Ciudadano,19-19,-60430.96151038444
NA,NA,Mujeres,25,135831.73020124287,138416.004179315,Ninguno,25-29,138416.004179315
NA,NA,Hombres,25,143298.4342865129,146024.76644967138,MORENA-PT-Partido Verde,25-29,-146024.76644967138
NA,NA,Mujeres,44,176998.3824789634,180365.87484119393,MORENA-PT-Partido Verde,40-44,180365.87484119393
NA,NA,Mujeres,32,232963.84030683004,237396.10653390916,PAN-PRI-PRD,30-34,237396.10653390916
NA,NA,Hombres,66,83498.01229687172,85086.60827573364,MORENA-PT-Partido Verde,65-100,-85086.60827573364
NA,NA,Hombres,40,102524.9652473017,104475.55955541226,MORENA-PT-Partido Verde,40-44,-104475.55955541226
NA,NA,Mujeres,41,83017.20264510572,84596.6509537611,MORENA-PT-Partido Verde,40-44,84596.6509537611
NA,NA,Mujeres,62,64373.09982903044,65597.833744512,NR,60-64,65597.833744512
NA,NA,Mujeres,45,93743.09626660869,95526.61064831309,MORENA-PT-Partido Verde,45-49,95526.61064831309
NA,NA,Hombres,49,95567.14409443454,97385.36199739444,MORENA-PT-Partido Verde,45-49,-97385.36199739444
NA,NA,Hombres,33,111527.612499105,113649.4871626386,MORENA-PT-Partido Verde,30-34,-113649.4871626386
NA,NA,Hombres,18,101334.31809661748,103262.2596825399,Movimiento Ciudadano,18-18,-103262.2596825399
NA,NA,Mujeres,29,146396.652830785,149181.9303195348,MORENA-PT-Partido Verde,25-29,149181.9303195348
NA,NA,Mujeres,20,76201.74721304816,77651.52770332502,MORENA-PT-Partido Verde,20-24,77651.52770332502
NA,NA,Hombres,60,125672.95872397147,128063.9564422257,MORENA-PT-Partido Verde,60-64,-128063.9564422257
NA,NA,Mujeres,44,229741.5112202359,234112.47084984375,Ninguno,40-44,234112.47084984375
NA,NA,Hombres,30,172541.9524332192,175824.65874299165,MORENA-PT-Partido Verde,30-34,-175824.65874299165
NA,NA,Mujeres,45,137765.54793349077,140386.6138661112,MORENA-PT-Partido Verde,45-49,140386.6138661112
NA,NA,Hombres,66,135285.85957340783,137859.7480601311,MORENA-PT-Partido Verde,65-100,-137859.7480601311
NA,NA,Mujeres,24,95783.05848860924,97605.38428263058,MORENA-PT-Partido Verde,20-24,97605.38428263058
NA,NA,Hombres,25,148989.82281211452,151824.43679752486,MORENA-PT-Partido Verde,25-29,-151824.43679752486
NA,NA,Mujeres,60,212132.69034315797,216168.63239248664,MORENA-PT-Partido Verde,60-64,216168.63239248664
NA,NA,Mujeres,27,113125.72450448028,115278.00413497863,MORENA-PT-Partido Verde,25-29,115278.00413497863
NA,NA,Hombres,18,60505.80564782512,61656.96214731388,Ninguno,18-18,-61656.96214731388
NA,NA,Hombres,39,42984.52197925859,43802.32634239444,MORENA-PT-Partido Verde,35-39,-43802.32634239444
NA,NA,Mujeres,48,28021.47608729651,28554.60020617715,MORENA-PT-Partido Verde,45-49,28554.60020617715
NA,NA,Hombres,20,45951.31578168818,46825.56504183421,MORENA-PT-Partido Verde,20-24,-46825.56504183421
NA,NA,Hombres,25,30295.56812917743,30871.958110009968,MORENA-PT-Partido Verde,25-29,-30871.958110009968
NA,NA,Hombres,24,45951.31578168818,46825.56504183421,MORENA-PT-Partido Verde,20-24,-46825.56504183421
NA,NA,Mujeres,31,39194.62006001713,39940.31943785366,MORENA-PT-Partido Verde,30-34,39940.31943785366
NA,NA,Mujeres,23,62817.13532118477,64012.26614921045,MORENA-PT-Partido Verde,20-24,64012.26614921045
NA,NA,Hombres,49,31775.127909608414,32379.66733559567,MORENA-PT-Partido Verde,45-49,-32379.66733559567
NA,NA,Mujeres,41,20692.229525785,21085.910665181196,MORENA-PT-Partido Verde,40-44,21085.910665181196
NA,NA,Mujeres,28,50474.28248390788,51434.583693292254,MORENA-PT-Partido Verde,25-29,51434.583693292254
NA,NA,Hombres,62,114291.5717983966,116466.03232005794,PAN-PRI-PRD,60-64,-116466.03232005794
NA,NA,Mujeres,30,30744.944422797736,31329.884036770076,MORENA-PT-Partido Verde,30-34,31329.884036770076
NA,NA,Mujeres,43,16231.346184243535,16540.15654476,MORENA-PT-Partido Verde,40-44,16540.15654476
NA,NA,Hombres,67,23826.28759093004,24279.595922673136,MORENA-PT-Partido Verde,65-100,-24279.595922673136
NA,NA,Mujeres,19,25612.99975192918,26100.301273165875,PAN-PRI-PRD,19-19,26100.301273165875
NA,NA,Hombres,53,22536.2152262988,22964.9792160328,MORENA-PT-Partido Verde,50-54,-22964.9792160328
NA,NA,Hombres,27,40669.22666072647,41442.98124672725,PAN-PRI-PRD,25-29,-41442.98124672725
NA,NA,Hombres,44,19944.82767764934,20324.289082492804,MORENA-PT-Partido Verde,40-44,-20324.289082492804
NA,NA,Mujeres,63,21724.105584842306,22137.41873837884,MORENA-PT-Partido Verde,60-64,22137.41873837884
NA,NA,Mujeres,50,35367.98560404633,36040.88113970616,MORENA-PT-Partido Verde,50-54,36040.88113970616
NA,NA,Mujeres,62,49772.14774669123,50719.09045340616,MORENA-PT-Partido Verde,60-64,50719.09045340616
NA,NA,Hombres,54,29949.296571912964,30519.098544380595,NR,50-54,-30519.098544380595
NA,NA,Hombres,40,95722.16080593396,97543.3279877781,PAN-PRI-PRD,40-44,-97543.3279877781
NA,NA,Mujeres,34,31406.30575418419,32003.82813417352,NR,30-34,32003.82813417352
NA,NA,Mujeres,46,41121.31201369323,41903.6677741899,Movimiento Ciudadano,45-49,41903.6677741899
NA,NA,Mujeres,44,43178.071160098865,43999.55790371224,MORENA-PT-Partido Verde,40-44,43999.55790371224
NA,NA,Mujeres,20,22473.33275702638,22900.900372917706,MORENA-PT-Partido Verde,20-24,22900.900372917706
NA,NA,Hombres,65,31741.77341471196,32345.678252940623,MORENA-PT-Partido Verde,65-100,-32345.678252940623
NA,NA,Hombres,35,23663.35736620672,24113.56586008888,MORENA-PT-Partido Verde,35-39,-24113.56586008888
NA,NA,Hombres,24,29239.273425709893,29795.566814153433,MORENA-PT-Partido Verde,20-24,-29795.566814153433
NA,NA,Mujeres,40,193066.59061877005,196739.7895497708,MORENA-PT-Partido Verde,40-44,196739.7895497708
NA,NA,Mujeres,57,352678.4226645162,359388.32519589906,PAN-PRI-PRD,55-59,359388.32519589906
NA,NA,Hombres,54,213737.16241844968,217803.6304385995,MORENA-PT-Partido Verde,50-54,-217803.6304385995
NA,NA,Hombres,39,319785.2385407141,325869.33000673587,MORENA-PT-Partido Verde,35-39,-325869.33000673587
NA,NA,Hombres,24,341856.8312937719,348360.84704936744,MORENA-PT-Partido Verde,20-24,-348360.84704936744
NA,NA,Hombres,34,381301.8320548029,388556.3108198937,MORENA-PT-Partido Verde,30-34,-388556.3108198937
NA,NA,Hombres,55,361700.8990592021,368582.4592064455,NR,55-59,-368582.4592064455
NA,NA,Mujeres,18,107532.28710414669,109578.14848685976,MORENA-PT-Partido Verde,18-18,109578.14848685976
NA,NA,Mujeres,48,208467.00166080543,212433.20195053576,MORENA-PT-Partido Verde,45-49,212433.20195053576
NA,NA,Mujeres,34,291590.0968132954,297137.76007534546,MORENA-PT-Partido Verde,30-34,297137.76007534546
NA,NA,Mujeres,42,106048.99716011743,108066.6381292452,MORENA-PT-Partido Verde,40-44,108066.6381292452
NA,NA,Hombres,43,118334.04111210676,120585.41185378152,MORENA-PT-Partido Verde,40-44,-120585.41185378152
NA,NA,Mujeres,45,96098.40789610356,97926.73338744586,NR,45-49,97926.73338744586
NA,NA,Hombres,46,95714.41811516104,97535.43798802036,MORENA-PT-Partido Verde,45-49,-97535.43798802036
NA,NA,Mujeres,55,103040.0456606198,105000.43965917664,MORENA-PT-Partido Verde,55-59,105000.43965917664
NA,NA,Hombres,58,142275.39854573456,144982.2668867094,MORENA-PT-Partido Verde,55-59,-144982.2668867094
NA,NA,Mujeres,33,109205.24836207228,111282.93876027958,MORENA-PT-Partido Verde,30-34,111282.93876027958
NA,NA,Mujeres,24,88596.35471898063,90281.949489165,MORENA-PT-Partido Verde,20-24,90281.949489165
NA,NA,Hombres,23,117059.91299668128,119287.04274452824,MORENA-PT-Partido Verde,20-24,-119287.04274452824
NA,NA,Hombres,34,178403.20100825885,181797.42082190144,MORENA-PT-Partido Verde,30-34,-181797.42082190144
NA,NA,Mujeres,57,59380.14456675669,60509.88474006287,MORENA-PT-Partido Verde,55-59,60509.88474006287
NA,NA,Mujeres,33,50181.062201409,51135.78473234481,MORENA-PT-Partido Verde,30-34,51135.78473234481
NA,NA,Hombres,67,79043.14607669384,80546.98575574612,NR,65-100,-80546.98575574612
NA,NA,Mujeres,37,49007.727960904405,49940.1271573673,MORENA-PT-Partido Verde,35-39,49940.1271573673
NA,NA,Mujeres,53,92555.68479044612,94316.60801046416,MORENA-PT-Partido Verde,50-54,94316.60801046416
NA,NA,Mujeres,21,55962.9388293869,57027.66476889277,Ninguno,20-24,57027.66476889277
NA,NA,Hombres,28,119330.9115373296,121601.24829155234,PAN-PRI-PRD,25-29,-121601.24829155234
NA,NA,Hombres,40,84522.02366671129,86130.10202964066,MORENA-PT-Partido Verde,40-44,-86130.10202964066
NA,NA,Hombres,20,58323.63582827223,59433.27533705454,MORENA-PT-Partido Verde,20-24,-59433.27533705454
NA,NA,Hombres,35,85020.0716515508,86637.62565353111,PAN-PRI-PRD,35-39,-86637.62565353111
NA,NA,Mujeres,48,88631.33645643997,90317.59677357489,Ninguno,45-49,90317.59677357489
NA,NA,Mujeres,45,90319.1491429316,92037.52103222346,Movimiento Ciudadano,45-49,92037.52103222346
NA,NA,Mujeres,70,96516.2082448921,98352.48261951673,MORENA-PT-Partido Verde,65-100,98352.48261951673
NA,NA,Hombres,57,256959.07927578772,261847.86822825088,PAN-PRI-PRD,55-59,-261847.86822825088
NA,NA,Mujeres,18,63786.66041960072,65000.23700017048,Movimiento Ciudadano,18-18,65000.23700017048
NA,NA,Hombres,48,69344.65545616973,70663.97597390335,Movimiento Ciudadano,45-49,-70663.97597390335
NA,NA,Mujeres,25,98122.10130978154,99988.92869034232,MORENA-PT-Partido Verde,25-29,99988.92869034232
NA,NA,Hombres,39,42783.004286696334,43596.97466400105,MORENA-PT-Partido Verde,35-39,-43596.97466400105
NA,NA,Mujeres,35,46852.856304876594,47744.25787332939,MORENA-PT-Partido Verde,35-39,47744.25787332939
NA,NA,Hombres,31,65985.2418976374,67240.64770981559,Ninguno,30-34,-67240.64770981559
NA,NA,Hombres,24,60194.10355149924,61339.32974578426,MORENA-PT-Partido Verde,20-24,-61339.32974578426
NA,NA,Hombres,53,13528.05829430984,13785.437103900444,Ninguno,50-54,-13785.437103900444
NA,NA,Hombres,85,24287.049535468177,24749.124118672484,PAN-PRI-PRD,65-100,-24749.124118672484
NA,NA,Hombres,18,23169.01729560322,23609.820695558607,PAN-PRI-PRD,18-18,-23609.820695558607
NA,NA,Mujeres,41,10689.221995238977,10892.590370265973,MORENA-PT-Partido Verde,40-44,10892.590370265973
NA,NA,Mujeres,23,9811.669948305294,9998.34240908652,MORENA-PT-Partido Verde,20-24,9998.34240908652
NA,NA,Mujeres,50,20610.65345635133,21002.782565797246,PAN-PRI-PRD,50-54,21002.782565797246
NA,NA,Hombres,33,24575.36440260298,25042.924336008775,PAN-PRI-PRD,30-34,-25042.924336008775
NA,NA,Mujeres,68,26800.80488066029,27310.7050530417,MORENA-PT-Partido Verde,65-100,27310.7050530417
NA,NA,Hombres,44,13201.024349947527,13452.181157424857,MORENA-PT-Partido Verde,40-44,-13452.181157424857
NA,NA,Mujeres,29,18849.9042560843,19208.534135759528,MORENA-PT-Partido Verde,25-29,19208.534135759528
NA,NA,Mujeres,49,45900.072661507904,46773.3469928811,MORENA-PT-Partido Verde,45-49,46773.3469928811
NA,NA,Mujeres,61,56633.321469008326,57710.801809922166,NR,60-64,57710.801809922166
NA,NA,Mujeres,22,123649.17036250953,126001.664385111,MORENA-PT-Partido Verde,20-24,126001.664385111
NA,NA,Hombres,66,63296.40544227412,64500.65465008165,Movimiento Ciudadano,65-100,-64500.65465008165
NA,NA,Mujeres,45,82644.23622226762,84216.58863793977,PAN-PRI-PRD,45-49,84216.58863793977
NA,NA,Hombres,42,94086.21968954272,95876.26218461093,PAN-PRI-PRD,40-44,-95876.26218461093
NA,NA,Hombres,19,28459.823377667395,29001.287296786064,MORENA-PT-Partido Verde,19-19,-29001.287296786064
NA,NA,Mujeres,34,64202.03928909268,65423.51868295855,MORENA-PT-Partido Verde,30-34,65423.51868295855
NA,NA,Hombres,25,49625.10804637159,50569.253241262755,MORENA-PT-Partido Verde,25-29,-50569.253241262755
NA,NA,Hombres,47,64977.75303604278,66213.99081403368,NR,45-49,-66213.99081403368
NA,NA,Mujeres,32,24518.273312370027,24984.747056130367,PAN-PRI-PRD,30-34,24984.747056130367
NA,NA,Hombres,61,42750.010853063526,43563.35351200039,MORENA-PT-Partido Verde,60-64,-43563.35351200039
NA,NA,Mujeres,35,55670.777600456655,56729.94501059529,Movimiento Ciudadano,35-39,56729.94501059529
NA,NA,Mujeres,65,50186.050496646385,51140.86793266481,NR,65-100,51140.86793266481
NA,NA,Hombres,72,16126.28397578264,16433.095469532094,MORENA-PT-Partido Verde,65-100,-16433.095469532094
NA,NA,Hombres,23,52453.88589685539,53451.85015874895,PAN-PRI-PRD,20-24,-53451.85015874895
NA,NA,Mujeres,24,14717.128961577177,14997.13049988481,MORENA-PT-Partido Verde,20-24,14997.13049988481
NA,NA,Hombres,42,19801.030691687218,20177.756279145473,MORENA-PT-Partido Verde,40-44,-20177.756279145473
NA,NA,Mujeres,52,18064.767082751463,18408.459292389984,MORENA-PT-Partido Verde,50-54,18408.459292389984
NA,NA,Hombres,25,23493.298650148652,23940.271682669892,MORENA-PT-Partido Verde,25-29,-23940.271682669892
NA,NA,Hombres,46,18457.240621991783,18808.399858318677,MORENA-PT-Partido Verde,45-49,-18808.399858318677
NA,NA,Hombres,75,19702.230675162467,20077.076537527333,MORENA-PT-Partido Verde,65-100,-20077.076537527333
NA,NA,Hombres,47,22550.068751583716,22979.09631231725,MORENA-PT-Partido Verde,45-49,-22979.09631231725
NA,NA,Hombres,34,59448.68983964086,60579.734124768125,PAN-PRI-PRD,30-34,-60579.734124768125
NA,NA,Mujeres,31,17503.762767324242,17836.781558816674,MORENA-PT-Partido Verde,30-34,17836.781558816674
NA,NA,Mujeres,62,21907.2500323019,22324.047610494566,PAN-PRI-PRD,60-64,22324.047610494566
NA,NA,Hombres,24,28368.61564893531,28908.344290445333,MORENA-PT-Partido Verde,20-24,-28908.344290445333
NA,NA,Mujeres,24,17980.600497458094,18322.691391145807,MORENA-PT-Partido Verde,20-24,18322.691391145807
NA,NA,Mujeres,39,53463.92349170157,54481.10427884566,MORENA-PT-Partido Verde,35-39,54481.10427884566
NA,NA,Mujeres,53,22070.56558671185,22490.470333876383,MORENA-PT-Partido Verde,50-54,22490.470333876383
NA,NA,Hombres,33,32853.12493405056,33478.17385111606,Ninguno,30-34,-33478.17385111606
NA,NA,Hombres,22,35578.83082589271,36255.73780879989,MORENA-PT-Partido Verde,20-24,-36255.73780879989
NA,NA,Mujeres,18,89166.13535301793,90862.57051567592,Movimiento Ciudadano,18-18,90862.57051567592
NA,NA,Mujeres,38,63537.18326749302,64746.01340692298,PAN-PRI-PRD,35-39,64746.01340692298
NA,NA,Hombres,64,55625.95518306858,56684.26982186493,Ninguno,60-64,-56684.26982186493
NA,NA,Mujeres,73,74636.92207135064,76056.93089569987,NR,65-100,76056.93089569987
NA,NA,Mujeres,28,48198.41017508912,49115.41165195604,MORENA-PT-Partido Verde,25-29,49115.41165195604
NA,NA,Hombres,44,76945.71355400392,78409.6484164046,MORENA-PT-Partido Verde,40-44,-78409.6484164046
NA,NA,Hombres,54,43563.640634757496,44392.46305140267,MORENA-PT-Partido Verde,50-54,-44392.46305140267
NA,NA,Mujeres,49,48845.12755735789,49774.4331909906,MORENA-PT-Partido Verde,45-49,49774.4331909906
NA,NA,Hombres,22,44184.34476588199,45024.97642276706,MORENA-PT-Partido Verde,20-24,-45024.97642276706
NA,NA,Hombres,48,70017.58035349831,71349.70364050231,PAN-PRI-PRD,45-49,-71349.70364050231
NA,NA,Mujeres,35,74295.46072408844,75708.97305698505,MORENA-PT-Partido Verde,35-39,75708.97305698505
NA,NA,Mujeres,57,24110.275798415645,24568.98716326151,NR,55-59,24568.98716326151
NA,NA,Hombres,60,44967.67916321764,45823.21419132654,MORENA-PT-Partido Verde,60-64,-45823.21419132654
NA,NA,Hombres,54,24070.138291698637,24528.08601822524,MORENA-PT-Partido Verde,50-54,-24528.08601822524
NA,NA,Hombres,28,26368.67215098628,26870.35075859254,Ninguno,25-29,-26870.35075859254
NA,NA,Hombres,60,44967.67916321764,45823.21419132654,MORENA-PT-Partido Verde,60-64,-45823.21419132654
NA,NA,Mujeres,49,19536.42753182461,19908.118897459033,MORENA-PT-Partido Verde,45-49,19908.118897459033
NA,NA,Mujeres,34,27326.2854552856,27846.183186948445,MORENA-PT-Partido Verde,30-34,27846.183186948445
NA,NA,Hombres,49,22153.454078814524,22574.935825498276,MORENA-PT-Partido Verde,45-49,-22574.935825498276
NA,NA,Mujeres,42,14426.514911027378,14700.987355894287,MORENA-PT-Partido Verde,40-44,14700.987355894287
NA,NA,Hombres,23,39995.12983507388,40756.05935521815,NR,20-24,-40756.05935521815
NA,NA,Mujeres,67,153698.50278850002,156622.70202115717,MORENA-PT-Partido Verde,65-100,156622.70202115717
NA,NA,Mujeres,62,54224.81147818835,55256.4685811446,PAN-PRI-PRD,60-64,55256.4685811446
NA,NA,Hombres,52,51714.405100028904,52698.30032976266,MORENA-PT-Partido Verde,50-54,-52698.30032976266
NA,NA,Mujeres,54,57475.56989649203,58569.07448071775,MORENA-PT-Partido Verde,50-54,58569.07448071775
NA,NA,Hombres,43,62999.73414156587,64198.33901339,MORENA-PT-Partido Verde,40-44,-64198.33901339
NA,NA,Hombres,60,169801.7518825601,173032.32435757038,NR,60-64,-173032.32435757038
NA,NA,Hombres,81,92381.37466098748,94138.9815341475,PAN-PRI-PRD,65-100,-94138.9815341475
NA,NA,Hombres,25,62201.97923275241,63385.406375126506,MORENA-PT-Partido Verde,25-29,-63385.406375126506
NA,NA,Hombres,29,62201.97923275241,63385.406375126506,MORENA-PT-Partido Verde,25-29,-63385.406375126506
NA,NA,Mujeres,25,89958.0915273444,91669.59409531376,MORENA-PT-Partido Verde,25-29,91669.59409531376
NA,NA,Mujeres,45,57603.43471619947,58699.37199951391,MORENA-PT-Partido Verde,45-49,58699.37199951391
NA,NA,Mujeres,33,45582.82552535358,46450.0640540659,MORENA-PT-Partido Verde,30-34,46450.0640540659
NA,NA,Mujeres,22,44546.44136147812,45393.962106856445,Movimiento Ciudadano,20-24,45393.962106856445
NA,NA,Hombres,50,46664.28358076723,47552.09744859096,Ninguno,50-54,-47552.09744859096
NA,NA,Hombres,59,105078.08007312604,107077.24880635532,MORENA-PT-Partido Verde,55-59,-107077.24880635532
NA,NA,Mujeres,67,61644.57143236136,62817.393582281984,MORENA-PT-Partido Verde,65-100,62817.393582281984
NA,NA,Mujeres,26,41355.96238101231,42142.78249484755,MORENA-PT-Partido Verde,25-29,42142.78249484755
NA,NA,Mujeres,38,65512.48775179636,66758.89915423455,PAN-PRI-PRD,35-39,66758.89915423455
NA,NA,Mujeres,54,91975.1741229471,93725.05280565572,Movimiento Ciudadano,50-54,93725.05280565572
NA,NA,Hombres,18,22540.645334049,22969.493609039193,Movimiento Ciudadano,18-18,-22969.493609039193
NA,NA,Hombres,43,82422.32617132853,83990.45662524503,NR,40-44,-83990.45662524503
NA,NA,Hombres,43,82802.48656042213,84377.8497765185,MORENA-PT-Partido Verde,40-44,-84377.8497765185
NA,NA,Hombres,25,65452.17412109492,66697.43802326852,MORENA-PT-Partido Verde,25-29,-66697.43802326852
NA,NA,Mujeres,53,21636.670048763943,22048.319692748537,MORENA-PT-Partido Verde,50-54,22048.319692748537
NA,NA,Hombres,57,22457.75427208864,22885.025498666637,MORENA-PT-Partido Verde,55-59,-22885.025498666637
