estado,columnas,total,digitos,min,max,genero,rango_edad,N_estado
25,LISTA_18_HOMBRES,-17460,18,18,18,Hombres,18-18,SINALOA
25,LISTA_18_MUJERES,18020,18,18,18,Mujeres,18-18,SINALOA
25,LISTA_18_NOBINARIO,0,18,18,18,No binario,18-18,SINALOA
25,LISTA_19_HOMBRES,-24930,19,19,19,Hombres,19-19,SINALOA
25,LISTA_19_MUJERES,25085,19,19,19,Mujeres,19-19,SINALOA
25,LISTA_19_NOBINARIO,0,19,19,19,No binario,19-19,SINALOA
25,LISTA_20_24_HOMBRES,-133442,2024,20,24,Hombres,20-24,SINALOA
25,LISTA_20_24_MUJERES,134022,2024,20,24,Mujeres,20-24,SINALOA
25,LISTA_20_24_NOBINARIO,0,2024,20,24,No binario,20-24,SINALOA
25,LISTA_25_29_HOMBRES,-131897,2529,25,29,Hombres,25-29,SINALOA
25,LISTA_25_29_MUJERES,131571,2529,25,29,Mujeres,25-29,SINALOA
25,LISTA_25_29_NOBINARIO,0,2529,25,29,No binario,25-29,SINALOA
25,LISTA_30_34_HOMBRES,-120619,3034,30,34,Hombres,30-34,SINALOA
25,LISTA_30_34_MUJERES,124308,3034,30,34,Mujeres,30-34,SINALOA
25,LISTA_30_34_NOBINARIO,0,3034,30,34,No binario,30-34,SINALOA
25,LISTA_35_39_HOMBRES,-110265,3539,35,39,Hombres,35-39,SINALOA
25,LISTA_35_39_MUJERES,113759,3539,35,39,Mujeres,35-39,SINALOA
25,LISTA_35_39_NOBINARIO,0,3539,35,39,No binario,35-39,SINALOA
25,LISTA_40_44_HOMBRES,-103317,4044,40,44,Hombres,40-44,SINALOA
25,LISTA_40_44_MUJERES,107600,4044,40,44,Mujeres,40-44,SINALOA
25,LISTA_40_44_NOBINARIO,0,4044,40,44,No binario,40-44,SINALOA
25,LISTA_45_49_HOMBRES,-102758,4549,45,49,Hombres,45-49,SINALOA
25,LISTA_45_49_MUJERES,107781,4549,45,49,Mujeres,45-49,SINALOA
25,LISTA_45_49_NOBINARIO,0,4549,45,49,No binario,45-49,SINALOA
25,LISTA_50_54_HOMBRES,-97626,5054,50,54,Hombres,50-54,SINALOA
25,LISTA_50_54_MUJERES,103622,5054,50,54,Mujeres,50-54,SINALOA
25,LISTA_50_54_NOBINARIO,0,5054,50,54,No binario,50-54,SINALOA
25,LISTA_55_59_HOMBRES,-82486,5559,55,59,Hombres,55-59,SINALOA
25,LISTA_55_59_MUJERES,90083,5559,55,59,Mujeres,55-59,SINALOA
25,LISTA_55_59_NOBINARIO,0,5559,55,59,No binario,55-59,SINALOA
25,LISTA_60_64_HOMBRES,-69303,6064,60,64,Hombres,60-64,SINALOA
25,LISTA_60_64_MUJERES,77801,6064,60,64,Mujeres,60-64,SINALOA
25,LISTA_60_64_NOBINARIO,0,6064,60,64,No binario,60-64,SINALOA
25,LISTA_65_Y_MAS_HOMBRES,-160683,65,65,100,Hombres,65-100,SINALOA
25,LISTA_65_Y_MAS_MUJERES,186149,65,65,100,Mujeres,65-100,SINALOA
25,LISTA_65_Y_MAS_NOBINARIO,0,65,65,100,No binario,65-100,SINALOA
26,LISTA_18_HOMBRES,-18293,18,18,18,Hombres,18-18,SONORA
26,LISTA_18_MUJERES,18778,18,18,18,Mujeres,18-18,SONORA
26,LISTA_18_NOBINARIO,0,18,18,18,No binario,18-18,SONORA
26,LISTA_19_HOMBRES,-23952,19,19,19,Hombres,19-19,SONORA
26,LISTA_19_MUJERES,23886,19,19,19,Mujeres,19-19,SONORA
26,LISTA_19_NOBINARIO,0,19,19,19,No binario,19-19,SONORA
26,LISTA_20_24_HOMBRES,-130177,2024,20,24,Hombres,20-24,SONORA
26,LISTA_20_24_MUJERES,128606,2024,20,24,Mujeres,20-24,SONORA
26,LISTA_20_24_NOBINARIO,0,2024,20,24,No binario,20-24,SONORA
26,LISTA_25_29_HOMBRES,-129095,2529,25,29,Hombres,25-29,SONORA
26,LISTA_25_29_MUJERES,125896,2529,25,29,Mujeres,25-29,SONORA
26,LISTA_25_29_NOBINARIO,0,2529,25,29,No binario,25-29,SONORA
26,LISTA_30_34_HOMBRES,-120454,3034,30,34,Hombres,30-34,SONORA
26,LISTA_30_34_MUJERES,119361,3034,30,34,Mujeres,30-34,SONORA
26,LISTA_30_34_NOBINARIO,1,3034,30,34,No binario,30-34,SONORA
26,LISTA_35_39_HOMBRES,-110932,3539,35,39,Hombres,35-39,SONORA
26,LISTA_35_39_MUJERES,109763,3539,35,39,Mujeres,35-39,SONORA
26,LISTA_35_39_NOBINARIO,0,3539,35,39,No binario,35-39,SONORA
26,LISTA_40_44_HOMBRES,-106068,4044,40,44,Hombres,40-44,SONORA
26,LISTA_40_44_MUJERES,106702,4044,40,44,Mujeres,40-44,SONORA
26,LISTA_40_44_NOBINARIO,0,4044,40,44,No binario,40-44,SONORA
26,LISTA_45_49_HOMBRES,-103909,4549,45,49,Hombres,45-49,SONORA
26,LISTA_45_49_MUJERES,105297,4549,45,49,Mujeres,45-49,SONORA
26,LISTA_45_49_NOBINARIO,0,4549,45,49,No binario,45-49,SONORA
26,LISTA_50_54_HOMBRES,-97907,5054,50,54,Hombres,50-54,SONORA
26,LISTA_50_54_MUJERES,100526,5054,50,54,Mujeres,50-54,SONORA
26,LISTA_50_54_NOBINARIO,0,5054,50,54,No binario,50-54,SONORA
26,LISTA_55_59_HOMBRES,-82385,5559,55,59,Hombres,55-59,SONORA
26,LISTA_55_59_MUJERES,86786,5559,55,59,Mujeres,55-59,SONORA
26,LISTA_55_59_NOBINARIO,1,5559,55,59,No binario,55-59,SONORA
26,LISTA_60_64_HOMBRES,-69394,6064,60,64,Hombres,60-64,SONORA
26,LISTA_60_64_MUJERES,74968,6064,60,64,Mujeres,60-64,SONORA
26,LISTA_60_64_NOBINARIO,0,6064,60,64,No binario,60-64,SONORA
26,LISTA_65_Y_MAS_HOMBRES,-142919,65,65,100,Hombres,65-100,SONORA
26,LISTA_65_Y_MAS_MUJERES,166528,65,65,100,Mujeres,65-100,SONORA
26,LISTA_65_Y_MAS_NOBINARIO,0,65,65,100,No binario,65-100,SONORA
27,LISTA_18_HOMBRES,-16161,18,18,18,Hombres,18-18,TABASCO
27,LISTA_18_MUJERES,16070,18,18,18,Mujeres,18-18,TABASCO
27,LISTA_18_NOBINARIO,0,18,18,18,No binario,18-18,TABASCO
27,LISTA_19_HOMBRES,-21021,19,19,19,Hombres,19-19,TABASCO
27,LISTA_19_MUJERES,21260,19,19,19,Mujeres,19-19,TABASCO
27,LISTA_19_NOBINARIO,0,19,19,19,No binario,19-19,TABASCO
27,LISTA_20_24_HOMBRES,-105597,2024,20,24,Hombres,20-24,TABASCO
27,LISTA_20_24_MUJERES,106923,2024,20,24,Mujeres,20-24,TABASCO
27,LISTA_20_24_NOBINARIO,1,2024,20,24,No binario,20-24,TABASCO
27,LISTA_25_29_HOMBRES,-96631,2529,25,29,Hombres,25-29,TABASCO
27,LISTA_25_29_MUJERES,100735,2529,25,29,Mujeres,25-29,TABASCO
27,LISTA_25_29_NOBINARIO,0,2529,25,29,No binario,25-29,TABASCO
27,LISTA_30_34_HOMBRES,-93633,3034,30,34,Hombres,30-34,TABASCO
27,LISTA_30_34_MUJERES,101816,3034,30,34,Mujeres,30-34,TABASCO
27,LISTA_30_34_NOBINARIO,0,3034,30,34,No binario,30-34,TABASCO
27,LISTA_35_39_HOMBRES,-90484,3539,35,39,Hombres,35-39,TABASCO
27,LISTA_35_39_MUJERES,99823,3539,35,39,Mujeres,35-39,TABASCO
27,LISTA_35_39_NOBINARIO,0,3539,35,39,No binario,35-39,TABASCO
27,LISTA_40_44_HOMBRES,-86051,4044,40,44,Hombres,40-44,TABASCO
27,LISTA_40_44_MUJERES,96082,4044,40,44,Mujeres,40-44,TABASCO
27,LISTA_40_44_NOBINARIO,0,4044,40,44,No binario,40-44,TABASCO
27,LISTA_45_49_HOMBRES,-80011,4549,45,49,Hombres,45-49,TABASCO
27,LISTA_45_49_MUJERES,89549,4549,45,49,Mujeres,45-49,TABASCO
27,LISTA_45_49_NOBINARIO,0,4549,45,49,No binario,45-49,TABASCO
27,LISTA_50_54_HOMBRES,-71020,5054,50,54,Hombres,50-54,TABASCO
27,LISTA_50_54_MUJERES,78969,5054,50,54,Mujeres,50-54,TABASCO
27,LISTA_50_54_NOBINARIO,0,5054,50,54,No binario,50-54,TABASCO
27,LISTA_55_59_HOMBRES,-59407,5559,55,59,Hombres,55-59,TABASCO
27,LISTA_55_59_MUJERES,65020,5559,55,59,Mujeres,55-59,TABASCO
27,LISTA_55_59_NOBINARIO,0,5559,55,59,No binario,55-59,TABASCO
27,LISTA_60_64_HOMBRES,-51035,6064,60,64,Hombres,60-64,TABASCO
27,LISTA_60_64_MUJERES,54658,6064,60,64,Mujeres,60-64,TABASCO
27,LISTA_60_64_NOBINARIO,0,6064,60,64,No binario,60-64,TABASCO
27,LISTA_65_Y_MAS_HOMBRES,-101077,65,65,100,Hombres,65-100,TABASCO
27,LISTA_65_Y_MAS_MUJERES,112554,65,65,100,Mujeres,65-100,TABASCO
27,LISTA_65_Y_MAS_NOBINARIO,0,65,65,100,No binario,65-100,TABASCO
28,LISTA_18_HOMBRES,-22419,18,18,18,Hombres,18-18,TAMAULIPAS
28,LISTA_18_MUJERES,22512,18,18,18,Mujeres,18-18,TAMAULIPAS
28,LISTA_18_NOBINARIO,0,18,18,18,No binario,18-18,TAMAULIPAS
28,LISTA_19_HOMBRES,-29066,19,19,19,Hombres,19-19,TAMAULIPAS
28,LISTA_19_MUJERES,28939,19,19,19,Mujeres,19-19,TAMAULIPAS
28,LISTA_19_NOBINARIO,0,19,19,19,No binario,19-19,TAMAULIPAS
28,LISTA_20_24_HOMBRES,-156701,2024,20,24,Hombres,20-24,TAMAULIPAS
28,LISTA_20_24_MUJERES,154649,2024,20,24,Mujeres,20-24,TAMAULIPAS
28,LISTA_20_24_NOBINARIO,1,2024,20,24,No binario,20-24,TAMAULIPAS
28,LISTA_25_29_HOMBRES,-154990,2529,25,29,Hombres,25-29,TAMAULIPAS
28,LISTA_25_29_MUJERES,151209,2529,25,29,Mujeres,25-29,TAMAULIPAS
28,LISTA_25_29_NOBINARIO,1,2529,25,29,No binario,25-29,TAMAULIPAS
28,LISTA_30_34_HOMBRES,-145474,3034,30,34,Hombres,30-34,TAMAULIPAS
28,LISTA_30_34_MUJERES,146081,3034,30,34,Mujeres,30-34,TAMAULIPAS
28,LISTA_30_34_NOBINARIO,0,3034,30,34,No binario,30-34,TAMAULIPAS
28,LISTA_35_39_HOMBRES,-136411,3539,35,39,Hombres,35-39,TAMAULIPAS
28,LISTA_35_39_MUJERES,138476,3539,35,39,Mujeres,35-39,TAMAULIPAS
28,LISTA_35_39_NOBINARIO,0,3539,35,39,No binario,35-39,TAMAULIPAS
28,LISTA_40_44_HOMBRES,-132707,4044,40,44,Hombres,40-44,TAMAULIPAS
28,LISTA_40_44_MUJERES,137703,4044,40,44,Mujeres,40-44,TAMAULIPAS
28,LISTA_40_44_NOBINARIO,0,4044,40,44,No binario,40-44,TAMAULIPAS
28,LISTA_45_49_HOMBRES,-129560,4549,45,49,Hombres,45-49,TAMAULIPAS
28,LISTA_45_49_MUJERES,136144,4549,45,49,Mujeres,45-49,TAMAULIPAS
28,LISTA_45_49_NOBINARIO,0,4549,45,49,No binario,45-49,TAMAULIPAS
28,LISTA_50_54_HOMBRES,-122136,5054,50,54,Hombres,50-54,TAMAULIPAS
28,LISTA_50_54_MUJERES,130406,5054,50,54,Mujeres,50-54,TAMAULIPAS
28,LISTA_50_54_NOBINARIO,0,5054,50,54,No binario,50-54,TAMAULIPAS
28,LISTA_55_59_HOMBRES,-103406,5559,55,59,Hombres,55-59,TAMAULIPAS
28,LISTA_55_59_MUJERES,112494,5559,55,59,Mujeres,55-59,TAMAULIPAS
28,LISTA_55_59_NOBINARIO,0,5559,55,59,No binario,55-59,TAMAULIPAS
28,LISTA_60_64_HOMBRES,-84968,6064,60,64,Hombres,60-64,TAMAULIPAS
28,LISTA_60_64_MUJERES,94728,6064,60,64,Mujeres,60-64,TAMAULIPAS
28,LISTA_60_64_NOBINARIO,0,6064,60,64,No binario,60-64,TAMAULIPAS
28,LISTA_65_Y_MAS_HOMBRES,-180061,65,65,100,Hombres,65-100,TAMAULIPAS
28,LISTA_65_Y_MAS_MUJERES,218015,65,65,100,Mujeres,65-100,TAMAULIPAS
28,LISTA_65_Y_MAS_NOBINARIO,0,65,65,100,No binario,65-100,TAMAULIPAS
29,LISTA_18_HOMBRES,-9052,18,18,18,Hombres,18-18,TLAXCALA
29,LISTA_18_MUJERES,8906,18,18,18,Mujeres,18-18,TLAXCALA
29,LISTA_18_NOBINARIO,0,18,18,18,No binario,18-18,TLAXCALA
29,LISTA_19_HOMBRES,-12301,19,19,19,Hombres,19-19,TLAXCALA
29,LISTA_19_MUJERES,12296,19,19,19,Mujeres,19-19,TLAXCALA
29,LISTA_19_NOBINARIO,0,19,19,19,No binario,19-19,TLAXCALA
29,LISTA_20_24_HOMBRES,-65747,2024,20,24,Hombres,20-24,TLAXCALA
29,LISTA_20_24_MUJERES,65429,2024,20,24,Mujeres,20-24,TLAXCALA
29,LISTA_20_24_NOBINARIO,1,2024,20,24,No binario,20-24,TLAXCALA
29,LISTA_25_29_HOMBRES,-61608,2529,25,29,Hombres,25-29,TLAXCALA
29,LISTA_25_29_MUJERES,62124,2529,25,29,Mujeres,25-29,TLAXCALA
29,LISTA_25_29_NOBINARIO,0,2529,25,29,No binario,25-29,TLAXCALA
29,LISTA_30_34_HOMBRES,-56895,3034,30,34,Hombres,30-34,TLAXCALA
29,LISTA_30_34_MUJERES,60162,3034,30,34,Mujeres,30-34,TLAXCALA
29,LISTA_30_34_NOBINARIO,0,3034,30,34,No binario,30-34,TLAXCALA
29,LISTA_35_39_HOMBRES,-50435,3539,35,39,Hombres,35-39,TLAXCALA
29,LISTA_35_39_MUJERES,55946,3539,35,39,Mujeres,35-39,TLAXCALA
29,LISTA_35_39_NOBINARIO,0,3539,35,39,No binario,35-39,TLAXCALA
29,LISTA_40_44_HOMBRES,-47674,4044,40,44,Hombres,40-44,TLAXCALA
29,LISTA_40_44_MUJERES,54946,4044,40,44,Mujeres,40-44,TLAXCALA
29,LISTA_40_44_NOBINARIO,0,4044,40,44,No binario,40-44,TLAXCALA
29,LISTA_45_49_HOMBRES,-44507,4549,45,49,Hombres,45-49,TLAXCALA
29,LISTA_45_49_MUJERES,51326,4549,45,49,Mujeres,45-49,TLAXCALA
29,LISTA_45_49_NOBINARIO,0,4549,45,49,No binario,45-49,TLAXCALA
29,LISTA_50_54_HOMBRES,-38458,5054,50,54,Hombres,50-54,TLAXCALA
29,LISTA_50_54_MUJERES,45034,5054,50,54,Mujeres,50-54,TLAXCALA
29,LISTA_50_54_NOBINARIO,0,5054,50,54,No binario,50-54,TLAXCALA
29,LISTA_55_59_HOMBRES,-31567,5559,55,59,Hombres,55-59,TLAXCALA
29,LISTA_55_59_MUJERES,37339,5559,55,59,Mujeres,55-59,TLAXCALA
29,LISTA_55_59_NOBINARIO,0,5559,55,59,No binario,55-59,TLAXCALA
29,LISTA_60_64_HOMBRES,-25537,6064,60,64,Hombres,60-64,TLAXCALA
29,LISTA_60_64_MUJERES,30338,6064,60,64,Mujeres,60-64,TLAXCALA
29,LISTA_60_64_NOBINARIO,0,6064,60,64,No binario,60-64,TLAXCALA
29,LISTA_65_Y_MAS_HOMBRES,-53477,65,65,100,Hombres,65-100,TLAXCALA
29,LISTA_65_Y_MAS_MUJERES,66147,65,65,100,Mujeres,65-100,TLAXCALA
29,LISTA_65_Y_MAS_NOBINARIO,0,65,65,100,No binario,65-100,TLAXCALA
3,LISTA_18_HOMBRES,-4591,18,18,18,Hombres,18-18,BAJA CALIFORNIA SUR
3,LISTA_18_MUJERES,4459,18,18,18,Mujeres,18-18,BAJA CALIFORNIA SUR
3,LISTA_18_NOBINARIO,0,18,18,18,No binario,18-18,BAJA CALIFORNIA SUR
3,LISTA_19_HOMBRES,-6963,19,19,19,Hombres,19-19,BAJA CALIFORNIA SUR
3,LISTA_19_MUJERES,6391,19,19,19,Mujeres,19-19,BAJA CALIFORNIA SUR
3,LISTA_19_NOBINARIO,0,19,19,19,No binario,19-19,BAJA CALIFORNIA SUR
3,LISTA_20_24_HOMBRES,-36300,2024,20,24,Hombres,20-24,BAJA CALIFORNIA SUR
3,LISTA_20_24_MUJERES,33919,2024,20,24,Mujeres,20-24,BAJA CALIFORNIA SUR
3,LISTA_20_24_NOBINARIO,0,2024,20,24,No binario,20-24,BAJA CALIFORNIA SUR
3,LISTA_25_29_HOMBRES,-36856,2529,25,29,Hombres,25-29,BAJA CALIFORNIA SUR
3,LISTA_25_29_MUJERES,34069,2529,25,29,Mujeres,25-29,BAJA CALIFORNIA SUR
3,LISTA_25_29_NOBINARIO,0,2529,25,29,No binario,25-29,BAJA CALIFORNIA SUR
3,LISTA_30_34_HOMBRES,-38036,3034,30,34,Hombres,30-34,BAJA CALIFORNIA SUR
3,LISTA_30_34_MUJERES,35473,3034,30,34,Mujeres,30-34,BAJA CALIFORNIA SUR
3,LISTA_30_34_NOBINARIO,0,3034,30,34,No binario,30-34,BAJA CALIFORNIA SUR
3,LISTA_35_39_HOMBRES,-35500,3539,35,39,Hombres,35-39,BAJA CALIFORNIA SUR
3,LISTA_35_39_MUJERES,33170,3539,35,39,Mujeres,35-39,BAJA CALIFORNIA SUR
3,LISTA_35_39_NOBINARIO,0,3539,35,39,No binario,35-39,BAJA CALIFORNIA SUR
3,LISTA_40_44_HOMBRES,-33522,4044,40,44,Hombres,40-44,BAJA CALIFORNIA SUR
3,LISTA_40_44_MUJERES,31123,4044,40,44,Mujeres,40-44,BAJA CALIFORNIA SUR
3,LISTA_40_44_NOBINARIO,0,4044,40,44,No binario,40-44,BAJA CALIFORNIA SUR
3,LISTA_45_49_HOMBRES,-30168,4549,45,49,Hombres,45-49,BAJA CALIFORNIA SUR
3,LISTA_45_49_MUJERES,28785,4549,45,49,Mujeres,45-49,BAJA CALIFORNIA SUR
3,LISTA_45_49_NOBINARIO,0,4549,45,49,No binario,45-49,BAJA CALIFORNIA SUR
3,LISTA_50_54_HOMBRES,-26547,5054,50,54,Hombres,50-54,BAJA CALIFORNIA SUR
3,LISTA_50_54_MUJERES,25134,5054,50,54,Mujeres,50-54,BAJA CALIFORNIA SUR
3,LISTA_50_54_NOBINARIO,0,5054,50,54,No binario,50-54,BAJA CALIFORNIA SUR
3,LISTA_55_59_HOMBRES,-20566,5559,55,59,Hombres,55-59,BAJA CALIFORNIA SUR
3,LISTA_55_59_MUJERES,20193,5559,55,59,Mujeres,55-59,BAJA CALIFORNIA SUR
3,LISTA_55_59_NOBINARIO,0,5559,55,59,No binario,55-59,BAJA CALIFORNIA SUR
3,LISTA_60_64_HOMBRES,-16080,6064,60,64,Hombres,60-64,BAJA CALIFORNIA SUR
3,LISTA_60_64_MUJERES,16465,6064,60,64,Mujeres,60-64,BAJA CALIFORNIA SUR
3,LISTA_60_64_NOBINARIO,0,6064,60,64,No binario,60-64,BAJA CALIFORNIA SUR
3,LISTA_65_Y_MAS_HOMBRES,-28752,65,65,100,Hombres,65-100,BAJA CALIFORNIA SUR
3,LISTA_65_Y_MAS_MUJERES,31448,65,65,100,Mujeres,65-100,BAJA CALIFORNIA SUR
3,LISTA_65_Y_MAS_NOBINARIO,0,65,65,100,No binario,65-100,BAJA CALIFORNIA SUR
30,LISTA_18_HOMBRES,-42359,18,18,18,Hombres,18-18,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_18_MUJERES,43164,18,18,18,Mujeres,18-18,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_18_NOBINARIO,0,18,18,18,No binario,18-18,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_19_HOMBRES,-60962,19,19,19,Hombres,19-19,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_19_MUJERES,61432,19,19,19,Mujeres,19-19,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_19_NOBINARIO,1,19,19,19,No binario,19-19,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_20_24_HOMBRES,-334370,2024,20,24,Hombres,20-24,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_20_24_MUJERES,338572,2024,20,24,Mujeres,20-24,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_20_24_NOBINARIO,1,2024,20,24,No binario,20-24,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_25_29_HOMBRES,-311998,2529,25,29,Hombres,25-29,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_25_29_MUJERES,323322,2529,25,29,Mujeres,25-29,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_25_29_NOBINARIO,0,2529,25,29,No binario,25-29,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_30_34_HOMBRES,-293588,3034,30,34,Hombres,30-34,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_30_34_MUJERES,324420,3034,30,34,Mujeres,30-34,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_30_34_NOBINARIO,1,3034,30,34,No binario,30-34,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_35_39_HOMBRES,-274034,3539,35,39,Hombres,35-39,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_35_39_MUJERES,308586,3539,35,39,Mujeres,35-39,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_35_39_NOBINARIO,0,3539,35,39,No binario,35-39,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_40_44_HOMBRES,-262547,4044,40,44,Hombres,40-44,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_40_44_MUJERES,298585,4044,40,44,Mujeres,40-44,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_40_44_NOBINARIO,0,4044,40,44,No binario,40-44,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_45_49_HOMBRES,-249133,4549,45,49,Hombres,45-49,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_45_49_MUJERES,288235,4549,45,49,Mujeres,45-49,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_45_49_NOBINARIO,1,4549,45,49,No binario,45-49,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_50_54_HOMBRES,-239018,5054,50,54,Hombres,50-54,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_50_54_MUJERES,276583,5054,50,54,Mujeres,50-54,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_50_54_NOBINARIO,0,5054,50,54,No binario,50-54,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_55_59_HOMBRES,-212922,5559,55,59,Hombres,55-59,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_55_59_MUJERES,246590,5559,55,59,Mujeres,55-59,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_55_59_NOBINARIO,0,5559,55,59,No binario,55-59,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_60_64_HOMBRES,-182161,6064,60,64,Hombres,60-64,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_60_64_MUJERES,209655,6064,60,64,Mujeres,60-64,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_60_64_NOBINARIO,0,6064,60,64,No binario,60-64,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_65_Y_MAS_HOMBRES,-421972,65,65,100,Hombres,65-100,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_65_Y_MAS_MUJERES,507063,65,65,100,Mujeres,65-100,VERACRUZ DE IGNACIO DE LA LLAVE
30,LISTA_65_Y_MAS_NOBINARIO,0,65,65,100,No binario,65-100,VERACRUZ DE IGNACIO DE LA LLAVE
31,LISTA_18_HOMBRES,-13959,18,18,18,Hombres,18-18,YUCATAN
31,LISTA_18_MUJERES,14524,18,18,18,Mujeres,18-18,YUCATAN
31,LISTA_18_NOBINARIO,0,18,18,18,No binario,18-18,YUCATAN
31,LISTA_19_HOMBRES,-18724,19,19,19,Hombres,19-19,YUCATAN
31,LISTA_19_MUJERES,18867,19,19,19,Mujeres,19-19,YUCATAN
31,LISTA_19_NOBINARIO,0,19,19,19,No binario,19-19,YUCATAN
31,LISTA_20_24_HOMBRES,-100164,2024,20,24,Hombres,20-24,YUCATAN
31,LISTA_20_24_MUJERES,99518,2024,20,24,Mujeres,20-24,YUCATAN
31,LISTA_20_24_NOBINARIO,0,2024,20,24,No binario,20-24,YUCATAN
31,LISTA_25_29_HOMBRES,-99003,2529,25,29,Hombres,25-29,YUCATAN
31,LISTA_25_29_MUJERES,97070,2529,25,29,Mujeres,25-29,YUCATAN
31,LISTA_25_29_NOBINARIO,0,2529,25,29,No binario,25-29,YUCATAN
31,LISTA_30_34_HOMBRES,-97686,3034,30,34,Hombres,30-34,YUCATAN
31,LISTA_30_34_MUJERES,99478,3034,30,34,Mujeres,30-34,YUCATAN
31,LISTA_30_34_NOBINARIO,0,3034,30,34,No binario,30-34,YUCATAN
31,LISTA_35_39_HOMBRES,-91174,3539,35,39,Hombres,35-39,YUCATAN
31,LISTA_35_39_MUJERES,94301,3539,35,39,Mujeres,35-39,YUCATAN
31,LISTA_35_39_NOBINARIO,0,3539,35,39,No binario,35-39,YUCATAN
31,LISTA_40_44_HOMBRES,-84038,4044,40,44,Hombres,40-44,YUCATAN
31,LISTA_40_44_MUJERES,88212,4044,40,44,Mujeres,40-44,YUCATAN
31,LISTA_40_44_NOBINARIO,0,4044,40,44,No binario,40-44,YUCATAN
31,LISTA_45_49_HOMBRES,-78594,4549,45,49,Hombres,45-49,YUCATAN
31,LISTA_45_49_MUJERES,84297,4549,45,49,Mujeres,45-49,YUCATAN
31,LISTA_45_49_NOBINARIO,0,4549,45,49,No binario,45-49,YUCATAN
31,LISTA_50_54_HOMBRES,-68005,5054,50,54,Hombres,50-54,YUCATAN
31,LISTA_50_54_MUJERES,73949,5054,50,54,Mujeres,50-54,YUCATAN
31,LISTA_50_54_NOBINARIO,0,5054,50,54,No binario,50-54,YUCATAN
31,LISTA_55_59_HOMBRES,-55254,5559,55,59,Hombres,55-59,YUCATAN
31,LISTA_55_59_MUJERES,61436,5559,55,59,Mujeres,55-59,YUCATAN
31,LISTA_55_59_NOBINARIO,0,5559,55,59,No binario,55-59,YUCATAN
31,LISTA_60_64_HOMBRES,-45986,6064,60,64,Hombres,60-64,YUCATAN
31,LISTA_60_64_MUJERES,51857,6064,60,64,Mujeres,60-64,YUCATAN
31,LISTA_60_64_NOBINARIO,0,6064,60,64,No binario,60-64,YUCATAN
31,LISTA_65_Y_MAS_HOMBRES,-108243,65,65,100,Hombres,65-100,YUCATAN
31,LISTA_65_Y_MAS_MUJERES,125517,65,65,100,Mujeres,65-100,YUCATAN
31,LISTA_65_Y_MAS_NOBINARIO,0,65,65,100,No binario,65-100,YUCATAN
32,LISTA_18_HOMBRES,-9068,18,18,18,Hombres,18-18,ZACATECAS
32,LISTA_18_MUJERES,9429,18,18,18,Mujeres,18-18,ZACATECAS
32,LISTA_18_NOBINARIO,0,18,18,18,No binario,18-18,ZACATECAS
32,LISTA_19_HOMBRES,-12958,19,19,19,Hombres,19-19,ZACATECAS
32,LISTA_19_MUJERES,13467,19,19,19,Mujeres,19-19,ZACATECAS
32,LISTA_19_NOBINARIO,0,19,19,19,No binario,19-19,ZACATECAS
32,LISTA_20_24_HOMBRES,-69717,2024,20,24,Hombres,20-24,ZACATECAS
32,LISTA_20_24_MUJERES,71809,2024,20,24,Mujeres,20-24,ZACATECAS
