estado,columnas,total,digitos,min,max,genero,rango_edad,N_estado
17,LISTA_40_44_MUJERES,74777,4044,40,44,Mujeres,40-44,MORELOS
17,LISTA_40_44_NOBINARIO,0,4044,40,44,No binario,40-44,MORELOS
17,LISTA_45_49_HOMBRES,-64236,4549,45,49,Hombres,45-49,MORELOS
17,LISTA_45_49_MUJERES,73736,4549,45,49,Mujeres,45-49,MORELOS
17,LISTA_45_49_NOBINARIO,0,4549,45,49,No binario,45-49,MORELOS
17,LISTA_50_54_HOMBRES,-60883,5054,50,54,Hombres,50-54,MORELOS
17,LISTA_50_54_MUJERES,70646,5054,50,54,Mujeres,50-54,MORELOS
17,LISTA_50_54_NOBINARIO,0,5054,50,54,No binario,50-54,MORELOS
17,LISTA_55_59_HOMBRES,-51533,5559,55,59,Hombres,55-59,MORELOS
17,LISTA_55_59_MUJERES,60607,5559,55,59,Mujeres,55-59,MORELOS
17,LISTA_55_59_NOBINARIO,0,5559,55,59,No binario,55-59,MORELOS
17,LISTA_60_64_HOMBRES,-44804,6064,60,64,Hombres,60-64,MORELOS
17,LISTA_60_64_MUJERES,53222,6064,60,64,Mujeres,60-64,MORELOS
17,LISTA_60_64_NOBINARIO,0,6064,60,64,No binario,60-64,MORELOS
17,LISTA_65_Y_MAS_HOMBRES,-100279,65,65,100,Hombres,65-100,MORELOS
17,LISTA_65_Y_MAS_MUJERES,123304,65,65,100,Mujeres,65-100,MORELOS
17,LISTA_65_Y_MAS_NOBINARIO,0,65,65,100,No binario,65-100,MORELOS
18,LISTA_18_HOMBRES,-6966,18,18,18,Hombres,18-18,NAYARIT
18,LISTA_18_MUJERES,7070,18,18,18,Mujeres,18-18,NAYARIT
18,LISTA_18_NOBINARIO,0,18,18,18,No binario,18-18,NAYARIT
18,LISTA_19_HOMBRES,-9911,19,19,19,Hombres,19-19,NAYARIT
18,LISTA_19_MUJERES,9804,19,19,19,Mujeres,19-19,NAYARIT
18,LISTA_19_NOBINARIO,0,19,19,19,No binario,19-19,NAYARIT
18,LISTA_20_24_HOMBRES,-52111,2024,20,24,Hombres,20-24,NAYARIT
18,LISTA_20_24_MUJERES,52642,2024,20,24,Mujeres,20-24,NAYARIT
18,LISTA_20_24_NOBINARIO,0,2024,20,24,No binario,20-24,NAYARIT
18,LISTA_25_29_HOMBRES,-51928,2529,25,29,Hombres,25-29,NAYARIT
18,LISTA_25_29_MUJERES,50990,2529,25,29,Mujeres,25-29,NAYARIT
18,LISTA_25_29_NOBINARIO,3,2529,25,29,No binario,25-29,NAYARIT
18,LISTA_30_34_HOMBRES,-48870,3034,30,34,Hombres,30-34,NAYARIT
18,LISTA_30_34_MUJERES,50260,3034,30,34,Mujeres,30-34,NAYARIT
18,LISTA_30_34_NOBINARIO,0,3034,30,34,No binario,30-34,NAYARIT
18,LISTA_35_39_HOMBRES,-46725,3539,35,39,Hombres,35-39,NAYARIT
18,LISTA_35_39_MUJERES,48294,3539,35,39,Mujeres,35-39,NAYARIT
18,LISTA_35_39_NOBINARIO,0,3539,35,39,No binario,35-39,NAYARIT
18,LISTA_40_44_HOMBRES,-43264,4044,40,44,Hombres,40-44,NAYARIT
18,LISTA_40_44_MUJERES,44519,4044,40,44,Mujeres,40-44,NAYARIT
18,LISTA_40_44_NOBINARIO,0,4044,40,44,No binario,40-44,NAYARIT
18,LISTA_45_49_HOMBRES,-42478,4549,45,49,Hombres,45-49,NAYARIT
18,LISTA_45_49_MUJERES,43674,4549,45,49,Mujeres,45-49,NAYARIT
18,LISTA_45_49_NOBINARIO,0,4549,45,49,No binario,45-49,NAYARIT
18,LISTA_50_54_HOMBRES,-40113,5054,50,54,Hombres,50-54,NAYARIT
18,LISTA_50_54_MUJERES,40953,5054,50,54,Mujeres,50-54,NAYARIT
18,LISTA_50_54_NOBINARIO,0,5054,50,54,No binario,50-54,NAYARIT
18,LISTA_55_59_HOMBRES,-33349,5559,55,59,Hombres,55-59,NAYARIT
18,LISTA_55_59_MUJERES,35209,5559,55,59,Mujeres,55-59,NAYARIT
18,LISTA_55_59_NOBINARIO,0,5559,55,59,No binario,55-59,NAYARIT
18,LISTA_60_64_HOMBRES,-28401,6064,60,64,Hombres,60-64,NAYARIT
18,LISTA_60_64_MUJERES,30491,6064,60,64,Mujeres,60-64,NAYARIT
18,LISTA_60_64_NOBINARIO,0,6064,60,64,No binario,60-64,NAYARIT
18,LISTA_65_Y_MAS_HOMBRES,-68149,65,65,100,Hombres,65-100,NAYARIT
18,LISTA_65_Y_MAS_MUJERES,75172,65,65,100,Mujeres,65-100,NAYARIT
18,LISTA_65_Y_MAS_NOBINARIO,0,65,65,100,No binario,65-100,NAYARIT
19,LISTA_18_HOMBRES,-35709,18,18,18,Hombres,18-18,NUEVO LEON
19,LISTA_18_MUJERES,34958,18,18,18,Mujeres,18-18,NUEVO LEON
19,LISTA_18_NOBINARIO,0,18,18,18,No binario,18-18,NUEVO LEON
19,LISTA_19_HOMBRES,-47229,19,19,19,Hombres,19-19,NUEVO LEON
19,LISTA_19_MUJERES,45829,19,19,19,Mujeres,19-19,NUEVO LEON
19,LISTA_19_NOBINARIO,2,19,19,19,No binario,19-19,NUEVO LEON
19,LISTA_20_24_HOMBRES,-261156,2024,20,24,Hombres,20-24,NUEVO LEON
19,LISTA_20_24_MUJERES,251499,2024,20,24,Mujeres,20-24,NUEVO LEON
19,LISTA_20_24_NOBINARIO,2,2024,20,24,No binario,20-24,NUEVO LEON
19,LISTA_25_29_HOMBRES,-263965,2529,25,29,Hombres,25-29,NUEVO LEON
19,LISTA_25_29_MUJERES,248636,2529,25,29,Mujeres,25-29,NUEVO LEON
19,LISTA_25_29_NOBINARIO,0,2529,25,29,No binario,25-29,NUEVO LEON
19,LISTA_30_34_HOMBRES,-259805,3034,30,34,Hombres,30-34,NUEVO LEON
19,LISTA_30_34_MUJERES,244144,3034,30,34,Mujeres,30-34,NUEVO LEON
19,LISTA_30_34_NOBINARIO,3,3034,30,34,No binario,30-34,NUEVO LEON
19,LISTA_35_39_HOMBRES,-228893,3539,35,39,Hombres,35-39,NUEVO LEON
19,LISTA_35_39_MUJERES,217699,3539,35,39,Mujeres,35-39,NUEVO LEON
19,LISTA_35_39_NOBINARIO,1,3539,35,39,No binario,35-39,NUEVO LEON
19,LISTA_40_44_HOMBRES,-219249,4044,40,44,Hombres,40-44,NUEVO LEON
19,LISTA_40_44_MUJERES,212103,4044,40,44,Mujeres,40-44,NUEVO LEON
19,LISTA_40_44_NOBINARIO,1,4044,40,44,No binario,40-44,NUEVO LEON
19,LISTA_45_49_HOMBRES,-207238,4549,45,49,Hombres,45-49,NUEVO LEON
19,LISTA_45_49_MUJERES,206263,4549,45,49,Mujeres,45-49,NUEVO LEON
19,LISTA_45_49_NOBINARIO,0,4549,45,49,No binario,45-49,NUEVO LEON
19,LISTA_50_54_HOMBRES,-194069,5054,50,54,Hombres,50-54,NUEVO LEON
19,LISTA_50_54_MUJERES,197457,5054,50,54,Mujeres,50-54,NUEVO LEON
19,LISTA_50_54_NOBINARIO,0,5054,50,54,No binario,50-54,NUEVO LEON
19,LISTA_55_59_HOMBRES,-155793,5559,55,59,Hombres,55-59,NUEVO LEON
19,LISTA_55_59_MUJERES,163860,5559,55,59,Mujeres,55-59,NUEVO LEON
19,LISTA_55_59_NOBINARIO,0,5559,55,59,No binario,55-59,NUEVO LEON
19,LISTA_60_64_HOMBRES,-123112,6064,60,64,Hombres,60-64,NUEVO LEON
19,LISTA_60_64_MUJERES,133394,6064,60,64,Mujeres,60-64,NUEVO LEON
19,LISTA_60_64_NOBINARIO,0,6064,60,64,No binario,60-64,NUEVO LEON
19,LISTA_65_Y_MAS_HOMBRES,-241006,65,65,100,Hombres,65-100,NUEVO LEON
19,LISTA_65_Y_MAS_MUJERES,295315,65,65,100,Mujeres,65-100,NUEVO LEON
19,LISTA_65_Y_MAS_NOBINARIO,0,65,65,100,No binario,65-100,NUEVO LEON
2,LISTA_18_HOMBRES,-23806,18,18,18,Hombres,18-18,BAJA CALIFORNIA
2,LISTA_18_MUJERES,23762,18,18,18,Mujeres,18-18,BAJA CALIFORNIA
2,LISTA_18_NOBINARIO,0,18,18,18,No binario,18-18,BAJA CALIFORNIA
2,LISTA_19_HOMBRES,-32681,19,19,19,Hombres,19-19,BAJA CALIFORNIA
2,LISTA_19_MUJERES,31498,19,19,19,Mujeres,19-19,BAJA CALIFORNIA
2,LISTA_19_NOBINARIO,0,19,19,19,No binario,19-19,BAJA CALIFORNIA
2,LISTA_20_24_HOMBRES,-180807,2024,20,24,Hombres,20-24,BAJA CALIFORNIA
2,LISTA_20_24_MUJERES,173902,2024,20,24,Mujeres,20-24,BAJA CALIFORNIA
2,LISTA_20_24_NOBINARIO,2,2024,20,24,No binario,20-24,BAJA CALIFORNIA
2,LISTA_25_29_HOMBRES,-194407,2529,25,29,Hombres,25-29,BAJA CALIFORNIA
2,LISTA_25_29_MUJERES,183486,2529,25,29,Mujeres,25-29,BAJA CALIFORNIA
2,LISTA_25_29_NOBINARIO,1,2529,25,29,No binario,25-29,BAJA CALIFORNIA
2,LISTA_30_34_HOMBRES,-184563,3034,30,34,Hombres,30-34,BAJA CALIFORNIA
2,LISTA_30_34_MUJERES,176465,3034,30,34,Mujeres,30-34,BAJA CALIFORNIA
2,LISTA_30_34_NOBINARIO,1,3034,30,34,No binario,30-34,BAJA CALIFORNIA
2,LISTA_35_39_HOMBRES,-164701,3539,35,39,Hombres,35-39,BAJA CALIFORNIA
2,LISTA_35_39_MUJERES,159675,3539,35,39,Mujeres,35-39,BAJA CALIFORNIA
2,LISTA_35_39_NOBINARIO,0,3539,35,39,No binario,35-39,BAJA CALIFORNIA
2,LISTA_40_44_HOMBRES,-153962,4044,40,44,Hombres,40-44,BAJA CALIFORNIA
2,LISTA_40_44_MUJERES,150390,4044,40,44,Mujeres,40-44,BAJA CALIFORNIA
2,LISTA_40_44_NOBINARIO,0,4044,40,44,No binario,40-44,BAJA CALIFORNIA
2,LISTA_45_49_HOMBRES,-148972,4549,45,49,Hombres,45-49,BAJA CALIFORNIA
2,LISTA_45_49_MUJERES,148039,4549,45,49,Mujeres,45-49,BAJA CALIFORNIA
2,LISTA_45_49_NOBINARIO,0,4549,45,49,No binario,45-49,BAJA CALIFORNIA
2,LISTA_50_54_HOMBRES,-143814,5054,50,54,Hombres,50-54,BAJA CALIFORNIA
2,LISTA_50_54_MUJERES,141634,5054,50,54,Mujeres,50-54,BAJA CALIFORNIA
2,LISTA_50_54_NOBINARIO,0,5054,50,54,No binario,50-54,BAJA CALIFORNIA
2,LISTA_55_59_HOMBRES,-116162,5559,55,59,Hombres,55-59,BAJA CALIFORNIA
2,LISTA_55_59_MUJERES,118207,5559,55,59,Mujeres,55-59,BAJA CALIFORNIA
2,LISTA_55_59_NOBINARIO,0,5559,55,59,No binario,55-59,BAJA CALIFORNIA
2,LISTA_60_64_HOMBRES,-90788,6064,60,64,Hombres,60-64,BAJA CALIFORNIA
2,LISTA_60_64_MUJERES,97358,6064,60,64,Mujeres,60-64,BAJA CALIFORNIA
2,LISTA_60_64_NOBINARIO,0,6064,60,64,No binario,60-64,BAJA CALIFORNIA
2,LISTA_65_Y_MAS_HOMBRES,-167308,65,65,100,Hombres,65-100,BAJA CALIFORNIA
2,LISTA_65_Y_MAS_MUJERES,204837,65,65,100,Mujeres,65-100,BAJA CALIFORNIA
2,LISTA_65_Y_MAS_NOBINARIO,0,65,65,100,No binario,65-100,BAJA CALIFORNIA
20,LISTA_18_HOMBRES,-19764,18,18,18,Hombres,18-18,OAXACA
20,LISTA_18_MUJERES,21051,18,18,18,Mujeres,18-18,OAXACA
20,LISTA_18_NOBINARIO,0,18,18,18,No binario,18-18,OAXACA
20,LISTA_19_HOMBRES,-31655,19,19,19,Hombres,19-19,OAXACA
20,LISTA_19_MUJERES,33572,19,19,19,Mujeres,19-19,OAXACA
20,LISTA_19_NOBINARIO,0,19,19,19,No binario,19-19,OAXACA
20,LISTA_20_24_HOMBRES,-173367,2024,20,24,Hombres,20-24,OAXACA
20,LISTA_20_24_MUJERES,182276,2024,20,24,Mujeres,20-24,OAXACA
20,LISTA_20_24_NOBINARIO,0,2024,20,24,No binario,20-24,OAXACA
20,LISTA_25_29_HOMBRES,-174028,2529,25,29,Hombres,25-29,OAXACA
20,LISTA_25_29_MUJERES,186158,2529,25,29,Mujeres,25-29,OAXACA
20,LISTA_25_29_NOBINARIO,0,2529,25,29,No binario,25-29,OAXACA
20,LISTA_30_34_HOMBRES,-161304,3034,30,34,Hombres,30-34,OAXACA
20,LISTA_30_34_MUJERES,185416,3034,30,34,Mujeres,30-34,OAXACA
20,LISTA_30_34_NOBINARIO,0,3034,30,34,No binario,30-34,OAXACA
20,LISTA_35_39_HOMBRES,-146354,3539,35,39,Hombres,35-39,OAXACA
20,LISTA_35_39_MUJERES,167434,3539,35,39,Mujeres,35-39,OAXACA
20,LISTA_35_39_NOBINARIO,0,3539,35,39,No binario,35-39,OAXACA
20,LISTA_40_44_HOMBRES,-139117,4044,40,44,Hombres,40-44,OAXACA
20,LISTA_40_44_MUJERES,158354,4044,40,44,Mujeres,40-44,OAXACA
20,LISTA_40_44_NOBINARIO,0,4044,40,44,No binario,40-44,OAXACA
20,LISTA_45_49_HOMBRES,-127780,4549,45,49,Hombres,45-49,OAXACA
20,LISTA_45_49_MUJERES,146719,4549,45,49,Mujeres,45-49,OAXACA
20,LISTA_45_49_NOBINARIO,0,4549,45,49,No binario,45-49,OAXACA
20,LISTA_50_54_HOMBRES,-113311,5054,50,54,Hombres,50-54,OAXACA
20,LISTA_50_54_MUJERES,131149,5054,50,54,Mujeres,50-54,OAXACA
20,LISTA_50_54_NOBINARIO,0,5054,50,54,No binario,50-54,OAXACA
20,LISTA_55_59_HOMBRES,-96018,5559,55,59,Hombres,55-59,OAXACA
20,LISTA_55_59_MUJERES,113421,5559,55,59,Mujeres,55-59,OAXACA
20,LISTA_55_59_NOBINARIO,0,5559,55,59,No binario,55-59,OAXACA
20,LISTA_60_64_HOMBRES,-83228,6064,60,64,Hombres,60-64,OAXACA
20,LISTA_60_64_MUJERES,98669,6064,60,64,Mujeres,60-64,OAXACA
20,LISTA_60_64_NOBINARIO,0,6064,60,64,No binario,60-64,OAXACA
20,LISTA_65_Y_MAS_HOMBRES,-210601,65,65,100,Hombres,65-100,OAXACA
20,LISTA_65_Y_MAS_MUJERES,254932,65,65,100,Mujeres,65-100,OAXACA
20,LISTA_65_Y_MAS_NOBINARIO,0,65,65,100,No binario,65-100,OAXACA
21,LISTA_18_HOMBRES,-36346,18,18,18,Hombres,18-18,PUEBLA
21,LISTA_18_MUJERES,37768,18,18,18,Mujeres,18-18,PUEBLA
21,LISTA_18_NOBINARIO,0,18,18,18,No binario,18-18,PUEBLA
21,LISTA_19_HOMBRES,-55348,19,19,19,Hombres,19-19,PUEBLA
21,LISTA_19_MUJERES,57542,19,19,19,Mujeres,19-19,PUEBLA
21,LISTA_19_NOBINARIO,0,19,19,19,No binario,19-19,PUEBLA
21,LISTA_20_24_HOMBRES,-309713,2024,20,24,Hombres,20-24,PUEBLA
21,LISTA_20_24_MUJERES,319898,2024,20,24,Mujeres,20-24,PUEBLA
21,LISTA_20_24_NOBINARIO,1,2024,20,24,No binario,20-24,PUEBLA
21,LISTA_25_29_HOMBRES,-300178,2529,25,29,Hombres,25-29,PUEBLA
21,LISTA_25_29_MUJERES,310645,2529,25,29,Mujeres,25-29,PUEBLA
21,LISTA_25_29_NOBINARIO,0,2529,25,29,No binario,25-29,PUEBLA
21,LISTA_30_34_HOMBRES,-272227,3034,30,34,Hombres,30-34,PUEBLA
21,LISTA_30_34_MUJERES,301214,3034,30,34,Mujeres,30-34,PUEBLA
21,LISTA_30_34_NOBINARIO,0,3034,30,34,No binario,30-34,PUEBLA
21,LISTA_35_39_HOMBRES,-237296,3539,35,39,Hombres,35-39,PUEBLA
21,LISTA_35_39_MUJERES,269829,3539,35,39,Mujeres,35-39,PUEBLA
21,LISTA_35_39_NOBINARIO,0,3539,35,39,No binario,35-39,PUEBLA
21,LISTA_40_44_HOMBRES,-221495,4044,40,44,Hombres,40-44,PUEBLA
21,LISTA_40_44_MUJERES,256208,4044,40,44,Mujeres,40-44,PUEBLA
21,LISTA_40_44_NOBINARIO,0,4044,40,44,No binario,40-44,PUEBLA
21,LISTA_45_49_HOMBRES,-202105,4549,45,49,Hombres,45-49,PUEBLA
21,LISTA_45_49_MUJERES,236393,4549,45,49,Mujeres,45-49,PUEBLA
21,LISTA_45_49_NOBINARIO,0,4549,45,49,No binario,45-49,PUEBLA
21,LISTA_50_54_HOMBRES,-177586,5054,50,54,Hombres,50-54,PUEBLA
21,LISTA_50_54_MUJERES,209130,5054,50,54,Mujeres,50-54,PUEBLA
21,LISTA_50_54_NOBINARIO,0,5054,50,54,No binario,50-54,PUEBLA
21,LISTA_55_59_HOMBRES,-143936,5559,55,59,Hombres,55-59,PUEBLA
21,LISTA_55_59_MUJERES,175371,5559,55,59,Mujeres,55-59,PUEBLA
21,LISTA_55_59_NOBINARIO,0,5559,55,59,No binario,55-59,PUEBLA
21,LISTA_60_64_HOMBRES,-119109,6064,60,64,Hombres,60-64,PUEBLA
21,LISTA_60_64_MUJERES,146062,6064,60,64,Mujeres,60-64,PUEBLA
21,LISTA_60_64_NOBINARIO,0,6064,60,64,No binario,60-64,PUEBLA
21,LISTA_65_Y_MAS_HOMBRES,-273257,65,65,100,Hombres,65-100,PUEBLA
21,LISTA_65_Y_MAS_MUJERES,352410,65,65,100,Mujeres,65-100,PUEBLA
21,LISTA_65_Y_MAS_NOBINARIO,0,65,65,100,No binario,65-100,PUEBLA
22,LISTA_18_HOMBRES,-15331,18,18,18,Hombres,18-18,QUERETARO
22,LISTA_18_MUJERES,15658,18,18,18,Mujeres,18-18,QUERETARO
22,LISTA_18_NOBINARIO,0,18,18,18,No binario,18-18,QUERETARO
22,LISTA_19_HOMBRES,-20604,19,19,19,Hombres,19-19,QUERETARO
22,LISTA_19_MUJERES,20848,19,19,19,Mujeres,19-19,QUERETARO
22,LISTA_19_NOBINARIO,0,19,19,19,No binario,19-19,QUERETARO
22,LISTA_20_24_HOMBRES,-111061,2024,20,24,Hombres,20-24,QUERETARO
22,LISTA_20_24_MUJERES,110637,2024,20,24,Mujeres,20-24,QUERETARO
22,LISTA_20_24_NOBINARIO,1,2024,20,24,No binario,20-24,QUERETARO
22,LISTA_25_29_HOMBRES,-114560,2529,25,29,Hombres,25-29,QUERETARO
22,LISTA_25_29_MUJERES,111698,2529,25,29,Mujeres,25-29,QUERETARO
22,LISTA_25_29_NOBINARIO,0,2529,25,29,No binario,25-29,QUERETARO
22,LISTA_30_34_HOMBRES,-116416,3034,30,34,Hombres,30-34,QUERETARO
22,LISTA_30_34_MUJERES,117822,3034,30,34,Mujeres,30-34,QUERETARO
22,LISTA_30_34_NOBINARIO,1,3034,30,34,No binario,30-34,QUERETARO
22,LISTA_35_39_HOMBRES,-101573,3539,35,39,Hombres,35-39,QUERETARO
22,LISTA_35_39_MUJERES,105288,3539,35,39,Mujeres,35-39,QUERETARO
22,LISTA_35_39_NOBINARIO,0,3539,35,39,No binario,35-39,QUERETARO
22,LISTA_40_44_HOMBRES,-92298,4044,40,44,Hombres,40-44,QUERETARO
22,LISTA_40_44_MUJERES,98981,4044,40,44,Mujeres,40-44,QUERETARO
22,LISTA_40_44_NOBINARIO,0,4044,40,44,No binario,40-44,QUERETARO
22,LISTA_45_49_HOMBRES,-82960,4549,45,49,Hombres,45-49,QUERETARO
22,LISTA_45_49_MUJERES,90736,4549,45,49,Mujeres,45-49,QUERETARO
22,LISTA_45_49_NOBINARIO,0,4549,45,49,No binario,45-49,QUERETARO
22,LISTA_50_54_HOMBRES,-73830,5054,50,54,Hombres,50-54,QUERETARO
22,LISTA_50_54_MUJERES,81402,5054,50,54,Mujeres,50-54,QUERETARO
22,LISTA_50_54_NOBINARIO,0,5054,50,54,No binario,50-54,QUERETARO
22,LISTA_55_59_HOMBRES,-57734,5559,55,59,Hombres,55-59,QUERETARO
22,LISTA_55_59_MUJERES,65694,5559,55,59,Mujeres,55-59,QUERETARO
22,LISTA_55_59_NOBINARIO,0,5559,55,59,No binario,55-59,QUERETARO
22,LISTA_60_64_HOMBRES,-46303,6064,60,64,Hombres,60-64,QUERETARO
22,LISTA_60_64_MUJERES,53181,6064,60,64,Mujeres,60-64,QUERETARO
22,LISTA_60_64_NOBINARIO,0,6064,60,64,No binario,60-64,QUERETARO
22,LISTA_65_Y_MAS_HOMBRES,-90208,65,65,100,Hombres,65-100,QUERETARO
22,LISTA_65_Y_MAS_MUJERES,113284,65,65,100,Mujeres,65-100,QUERETARO
22,LISTA_65_Y_MAS_NOBINARIO,0,65,65,100,No binario,65-100,QUERETARO
23,LISTA_18_HOMBRES,-11547,18,18,18,Hombres,18-18,QUINTANA ROO
23,LISTA_18_MUJERES,11676,18,18,18,Mujeres,18-18,QUINTANA ROO
23,LISTA_18_NOBINARIO,0,18,18,18,No binario,18-18,QUINTANA ROO
23,LISTA_19_HOMBRES,-15472,19,19,19,Hombres,19-19,QUINTANA ROO
23,LISTA_19_MUJERES,15200,19,19,19,Mujeres,19-19,QUINTANA ROO
23,LISTA_19_NOBINARIO,0,19,19,19,No binario,19-19,QUINTANA ROO
23,LISTA_20_24_HOMBRES,-84919,2024,20,24,Hombres,20-24,QUINTANA ROO
23,LISTA_20_24_MUJERES,83276,2024,20,24,Mujeres,20-24,QUINTANA ROO
23,LISTA_20_24_NOBINARIO,0,2024,20,24,No binario,20-24,QUINTANA ROO
23,LISTA_25_29_HOMBRES,-97825,2529,25,29,Hombres,25-29,QUINTANA ROO
23,LISTA_25_29_MUJERES,93575,2529,25,29,Mujeres,25-29,QUINTANA ROO
23,LISTA_25_29_NOBINARIO,0,2529,25,29,No binario,25-29,QUINTANA ROO
23,LISTA_30_34_HOMBRES,-105960,3034,30,34,Hombres,30-34,QUINTANA ROO
23,LISTA_30_34_MUJERES,99670,3034,30,34,Mujeres,30-34,QUINTANA ROO
23,LISTA_30_34_NOBINARIO,0,3034,30,34,No binario,30-34,QUINTANA ROO
23,LISTA_35_39_HOMBRES,-93001,3539,35,39,Hombres,35-39,QUINTANA ROO
23,LISTA_35_39_MUJERES,88440,3539,35,39,Mujeres,35-39,QUINTANA ROO
23,LISTA_35_39_NOBINARIO,1,3539,35,39,No binario,35-39,QUINTANA ROO
23,LISTA_40_44_HOMBRES,-80174,4044,40,44,Hombres,40-44,QUINTANA ROO
23,LISTA_40_44_MUJERES,77065,4044,40,44,Mujeres,40-44,QUINTANA ROO
23,LISTA_40_44_NOBINARIO,0,4044,40,44,No binario,40-44,QUINTANA ROO
23,LISTA_45_49_HOMBRES,-68284,4549,45,49,Hombres,45-49,QUINTANA ROO
23,LISTA_45_49_MUJERES,67064,4549,45,49,Mujeres,45-49,QUINTANA ROO
23,LISTA_45_49_NOBINARIO,0,4549,45,49,No binario,45-49,QUINTANA ROO
23,LISTA_50_54_HOMBRES,-57890,5054,50,54,Hombres,50-54,QUINTANA ROO
23,LISTA_50_54_MUJERES,56720,5054,50,54,Mujeres,50-54,QUINTANA ROO
23,LISTA_50_54_NOBINARIO,0,5054,50,54,No binario,50-54,QUINTANA ROO
23,LISTA_55_59_HOMBRES,-43881,5559,55,59,Hombres,55-59,QUINTANA ROO
23,LISTA_55_59_MUJERES,43889,5559,55,59,Mujeres,55-59,QUINTANA ROO
23,LISTA_55_59_NOBINARIO,0,5559,55,59,No binario,55-59,QUINTANA ROO
23,LISTA_60_64_HOMBRES,-31130,6064,60,64,Hombres,60-64,QUINTANA ROO
23,LISTA_60_64_MUJERES,32278,6064,60,64,Mujeres,60-64,QUINTANA ROO
23,LISTA_60_64_NOBINARIO,0,6064,60,64,No binario,60-64,QUINTANA ROO
23,LISTA_65_Y_MAS_HOMBRES,-49496,65,65,100,Hombres,65-100,QUINTANA ROO
23,LISTA_65_Y_MAS_MUJERES,54079,65,65,100,Mujeres,65-100,QUINTANA ROO
23,LISTA_65_Y_MAS_NOBINARIO,0,65,65,100,No binario,65-100,QUINTANA ROO
24,LISTA_18_HOMBRES,-16737,18,18,18,Hombres,18-18,SAN LUIS POTOSI
24,LISTA_18_MUJERES,16711,18,18,18,Mujeres,18-18,SAN LUIS POTOSI
24,LISTA_18_NOBINARIO,0,18,18,18,No binario,18-18,SAN LUIS POTOSI
24,LISTA_19_HOMBRES,-23472,19,19,19,Hombres,19-19,SAN LUIS POTOSI
24,LISTA_19_MUJERES,24144,19,19,19,Mujeres,19-19,SAN LUIS POTOSI
24,LISTA_19_NOBINARIO,0,19,19,19,No binario,19-19,SAN LUIS POTOSI
24,LISTA_20_24_HOMBRES,-128240,2024,20,24,Hombres,20-24,SAN LUIS POTOSI
24,LISTA_20_24_MUJERES,130252,2024,20,24,Mujeres,20-24,SAN LUIS POTOSI
24,LISTA_20_24_NOBINARIO,0,2024,20,24,No binario,20-24,SAN LUIS POTOSI
24,LISTA_25_29_HOMBRES,-123655,2529,25,29,Hombres,25-29,SAN LUIS POTOSI
24,LISTA_25_29_MUJERES,125690,2529,25,29,Mujeres,25-29,SAN LUIS POTOSI
24,LISTA_25_29_NOBINARIO,0,2529,25,29,No binario,25-29,SAN LUIS POTOSI
24,LISTA_30_34_HOMBRES,-115600,3034,30,34,Hombres,30-34,SAN LUIS POTOSI
24,LISTA_30_34_MUJERES,123382,3034,30,34,Mujeres,30-34,SAN LUIS POTOSI
24,LISTA_30_34_NOBINARIO,0,3034,30,34,No binario,30-34,SAN LUIS POTOSI
24,LISTA_35_39_HOMBRES,-103048,3539,35,39,Hombres,35-39,SAN LUIS POTOSI
24,LISTA_35_39_MUJERES,111568,3539,35,39,Mujeres,35-39,SAN LUIS POTOSI
24,LISTA_35_39_NOBINARIO,0,3539,35,39,No binario,35-39,SAN LUIS POTOSI
24,LISTA_40_44_HOMBRES,-96087,4044,40,44,Hombres,40-44,SAN LUIS POTOSI
24,LISTA_40_44_MUJERES,105289,4044,40,44,Mujeres,40-44,SAN LUIS POTOSI
24,LISTA_40_44_NOBINARIO,0,4044,40,44,No binario,40-44,SAN LUIS POTOSI
24,LISTA_45_49_HOMBRES,-90887,4549,45,49,Hombres,45-49,SAN LUIS POTOSI
24,LISTA_45_49_MUJERES,99290,4549,45,49,Mujeres,45-49,SAN LUIS POTOSI
24,LISTA_45_49_NOBINARIO,0,4549,45,49,No binario,45-49,SAN LUIS POTOSI
24,LISTA_50_54_HOMBRES,-83739,5054,50,54,Hombres,50-54,SAN LUIS POTOSI
24,LISTA_50_54_MUJERES,92258,5054,50,54,Mujeres,50-54,SAN LUIS POTOSI
24,LISTA_50_54_NOBINARIO,0,5054,50,54,No binario,50-54,SAN LUIS POTOSI
24,LISTA_55_59_HOMBRES,-72367,5559,55,59,Hombres,55-59,SAN LUIS POTOSI
24,LISTA_55_59_MUJERES,80994,5559,55,59,Mujeres,55-59,SAN LUIS POTOSI
24,LISTA_55_59_NOBINARIO,0,5559,55,59,No binario,55-59,SAN LUIS POTOSI
24,LISTA_60_64_HOMBRES,-61347,6064,60,64,Hombres,60-64,SAN LUIS POTOSI
24,LISTA_60_64_MUJERES,68917,6064,60,64,Mujeres,60-64,SAN LUIS POTOSI
24,LISTA_60_64_NOBINARIO,0,6064,60,64,No binario,60-64,SAN LUIS POTOSI
24,LISTA_65_Y_MAS_HOMBRES,-147130,65,65,100,Hombres,65-100,SAN LUIS POTOSI
24,LISTA_65_Y_MAS_MUJERES,167446,65,65,100,Mujeres,65-100,SAN LUIS POTOSI
24,LISTA_65_Y_MAS_NOBINARIO,0,65,65,100,No binario,65-100,SAN LUIS POTOSI
