estado,voto,genero,edad,ponderado,partido,encuesta,inverso,homo_pon
9,1,2,40,0.6244347805271155,MORENA-PT-Partido Verde,2,1.6014482715966778,101836.66731751837
30,1,1,45,0.7925070382889164,MORENA-PT-Partido Verde,2,1.2618184466337066,80239.48549822842
14,1,1,45,2.220398939785173,MORENA-PT-Partido Verde,2,0.4503695178744552,28639.158426269078
28,1,2,19,0.7003449965462845,MORENA-PT-Partido Verde,2,1.4278677008209508,90798.61685257989
21,1,2,23,0.8560429966237764,MORENA-PT-Partido Verde,2,1.1681656224558676,74284.06897413691
2,1,1,18,1.6122644507266037,MORENA-PT-Partido Verde,2,0.6202456424250545,39441.64183324207
2,1,1,70,1.9738547969863707,MORENA-PT-Partido Verde,2,0.5066228790115532,32216.329743766128
1,3,1,54,0.9686941482381854,Movimiento Ciudadano,2,1.0323175811671332,65645.44353001674
5,3,1,21,2.354082301825943,Movimiento Ciudadano,2,0.4247939841459028,27012.80110585073
30,1,2,49,0.7009395019692667,MORENA-PT-Partido Verde,2,1.4266566475288276,90721.60554138043
14,1,1,49,0.6617955517242865,MORENA-PT-Partido Verde,2,1.5110406792468354,96087.61624393649
5,1,2,54,1.6066632898079851,MORENA-PT-Partido Verde,2,0.6224079471682654,39579.143563818674
16,2,2,26,0.6325764682109873,PAN-PRI-PRD,2,1.5808365474424564,100525.96042004167
7,2,1,31,0.7060986874661334,PAN-PRI-PRD,2,1.4162326283150937,90058.7384381414
30,2,1,70,1.249948108193703,PAN-PRI-PRD,2,0.8000332121347803,50874.39757632958
11,2,1,53,0.7925070382889164,PAN-PRI-PRD,2,1.2618184466337066,80239.48549822842
24,2,1,68,1.249948108193703,PAN-PRI-PRD,2,0.8000332121347803,50874.39757632958
2,2,2,41,0.6244347805271155,PAN-PRI-PRD,2,1.6014482715966778,101836.66731751837
24,2,1,37,1.0264407229216197,PAN-PRI-PRD,2,0.9742403800519918,61952.29357719403
24,2,2,19,0.8560429966237764,PAN-PRI-PRD,2,1.1681656224558676,74284.06897413691
30,2,2,60,1.504572178398563,PAN-PRI-PRD,2,0.6646407625750334,42264.74337290471
1,97,1,38,0.8397506052671342,Ninguno,2,1.1908297460314288,75725.28868353557
5,1,2,47,0.4788700801741992,MORENA-PT-Partido Verde,2,2.0882490708883474,132792.50393529516
28,1,2,28,0.7575168826792147,MORENA-PT-Partido Verde,2,1.3201025915926279,83945.79508395727
28,1,1,18,0.8402214392558371,MORENA-PT-Partido Verde,2,1.1901624420410823,75682.85458455789
1,2,2,21,0.7003449965462845,PAN-PRI-PRD,2,1.4278677008209508,90798.61685257989
2,3,1,38,2.3527631472458292,Movimiento Ciudadano,2,0.425032158961947,27027.946727432827
5,3,2,22,0.45497100005745206,Movimiento Ciudadano,2,2.1979422861538946,139767.93465517033
8,3,1,66,0.5453152567825396,Movimiento Ciudadano,2,1.8338016176187406,116612.09954260637
28,3,2,21,0.7003449965462845,Movimiento Ciudadano,2,1.4278677008209508,90798.61685257989
21,3,1,53,3.506341639135652,Movimiento Ciudadano,2,0.2851975371819473,18135.81320663982
15,2,2,54,1.6066632898079851,PAN-PRI-PRD,2,0.6224079471682654,39579.143563818674
3,98,1,19,0.8402214392558371,NS,2,1.1901624420410823,75682.85458455789
16,1,2,32,1.4535662668291627,MORENA-PT-Partido Verde,2,0.6879631309698864,43747.82110535951
31,1,2,35,1.7495041149930257,MORENA-PT-Partido Verde,2,0.5715905389590846,36347.64643367584
20,3,2,43,0.6244347805271155,Movimiento Ciudadano,2,1.6014482715966778,101836.66731751837
19,3,2,20,0.5848341793751031,Movimiento Ciudadano,2,1.709886383638697,108732.28557533
14,3,1,33,0.549308568659551,Movimiento Ciudadano,2,1.820470418730674,115764.36384599587
11,2,2,65,1.9829470753643388,PAN-PRI-PRD,2,0.5042998940434474,32068.610300324646
16,2,2,21,0.45497100005745206,PAN-PRI-PRD,2,2.1979422861538946,139767.93465517033
15,2,2,25,0.9259251161066312,PAN-PRI-PRD,2,1.0800009445740515,68677.64563231081
19,2,2,20,1.3438616160233574,PAN-PRI-PRD,2,0.7441242372552586,47319.125903899774
1,2,2,23,0.45497100005745206,PAN-PRI-PRD,2,2.1979422861538946,139767.93465517033
30,2,2,26,0.6325764682109873,PAN-PRI-PRD,2,1.5808365474424564,100525.96042004167
32,2,2,45,0.5734518885405548,PAN-PRI-PRD,2,1.7438254542068343,110890.48318921059
2,3,2,43,0.4056568090985166,Movimiento Ciudadano,2,2.465137962856536,156759.0031271584
15,1,1,27,0.8455605029158749,MORENA-PT-Partido Verde,2,1.1826474824114275,75204.97561882225
16,2,1,25,0.7060986874661334,PAN-PRI-PRD,2,1.4162326283150937,90058.7384381414
3,2,2,19,1.962184829516067,PAN-PRI-PRD,2,0.5096359858447329,32407.934282985327
13,3,2,18,0.7003449965462845,Movimiento Ciudadano,2,1.4278677008209508,90798.61685257989
19,3,1,32,3.74106961394778,Movimiento Ciudadano,2,0.26730323228194236,16997.9079696738
14,3,2,55,0.9584160012281226,Movimiento Ciudadano,2,1.0433882559541903,66349.43169202333
7,3,1,30,0.549308568659551,Movimiento Ciudadano,2,1.820470418730674,115764.36384599587
5,3,2,27,0.7575168826792147,Movimiento Ciudadano,2,1.3201025915926279,83945.79508395727
15,3,2,22,0.45497100005745206,Movimiento Ciudadano,2,2.1979422861538946,139767.93465517033
11,1,1,25,1.0335422546207569,MORENA-PT-Partido Verde,2,0.9675463151401926,61526.6155996312
30,1,2,33,0.9259251161066312,MORENA-PT-Partido Verde,2,1.0800009445740515,68677.64563231081
30,2,2,34,0.6325764682109873,PAN-PRI-PRD,2,1.5808365474424564,100525.96042004167
16,2,2,26,2.1223656092718657,PAN-PRI-PRD,2,0.47117235392024504,29962.018197158704
7,1,1,62,1.7539970232232502,MORENA-PT-Partido Verde,2,0.5701263951761674,36254.541007811975
30,2,2,34,0.49211205244926565,PAN-PRI-PRD,2,2.0320575263762617,129219.26355905154
21,2,1,73,0.4461327446568079,PAN-PRI-PRD,2,2.241485324663313,142536.85201911145
14,1,1,21,0.8402214392558371,MORENA-PT-Partido Verde,2,1.1901624420410823,75682.85458455789
28,2,2,60,0.654773694532727,PAN-PRI-PRD,2,1.5272452273966814,97118.06924590656
21,2,2,35,0.6244347805271155,PAN-PRI-PRD,2,1.6014482715966778,101836.66731751837
13,2,1,27,0.549308568659551,PAN-PRI-PRD,2,1.820470418730674,115764.36384599587
2,2,1,24,0.5458401079084114,PAN-PRI-PRD,2,1.832038330477162,116499.97148376924
7,2,1,50,0.7925070382889164,PAN-PRI-PRD,2,1.2618184466337066,80239.48549822842
28,2,2,83,0.5910224195602302,PAN-PRI-PRD,2,1.69198319201509,107593.8152284375
22,2,2,47,1.100371938753226,PAN-PRI-PRD,2,0.9087836255921319,57789.87519263566
9,2,1,58,0.4066985779063897,PAN-PRI-PRD,2,2.458823448923323,156357.46093182586
11,2,2,53,0.5734518885405548,PAN-PRI-PRD,2,1.7438254542068343,110890.48318921059
7,2,1,65,0.3725502129670507,PAN-PRI-PRD,2,2.684201928206769,170689.35889093575
25,2,1,85,0.28982496054923895,PAN-PRI-PRD,2,3.4503584443000657,219409.52527180267
26,2,2,30,0.6325764682109873,PAN-PRI-PRD,2,1.5808365474424564,100525.96042004167
9,2,2,78,0.865100948191457,PAN-PRI-PRD,2,1.1559344630133133,73506.28517858725
30,1,1,55,0.7652168364789205,MORENA-PT-Partido Verde,2,1.3068191293351752,83101.09497672977
17,1,2,54,1.100371938753226,MORENA-PT-Partido Verde,2,0.9087836255921319,57789.87519263566
9,1,2,21,0.45497100005745206,MORENA-PT-Partido Verde,2,2.1979422861538946,139767.93465517033
15,1,2,55,0.9584160012281226,MORENA-PT-Partido Verde,2,1.0433882559541903,66349.43169202333
2,2,2,55,0.654773694532727,PAN-PRI-PRD,2,1.5272452273966814,97118.06924590656
8,2,1,45,1.5207073577121544,PAN-PRI-PRD,2,0.6575887168090391,41816.30126502229
9,2,1,49,0.6617955517242865,PAN-PRI-PRD,2,1.5110406792468354,96087.61624393649
30,2,2,25,1.4535662668291627,PAN-PRI-PRD,2,0.6879631309698864,43747.82110535951
8,2,1,40,1.6113609878218107,PAN-PRI-PRD,2,0.6205934036865134,39463.75609601111
4,2,1,27,0.7060986874661334,PAN-PRI-PRD,2,1.4162326283150937,90058.7384381414
26,2,1,26,0.549308568659551,PAN-PRI-PRD,2,1.820470418730674,115764.36384599587
15,2,2,44,0.5214441514450278,PAN-PRI-PRD,2,1.9177509177709573,121950.46550969199
15,2,2,50,2.537161359692173,PAN-PRI-PRD,2,0.39414126980135283,25063.58405747702
2,1,1,33,0.7060986874661334,MORENA-PT-Partido Verde,2,1.4162326283150937,90058.7384381414
15,1,1,21,0.5458401079084114,MORENA-PT-Partido Verde,2,1.832038330477162,116499.97148376924
22,3,2,58,2.1968398145797545,Movimiento Ciudadano,2,0.4551993246677821,28946.28756452687
22,3,1,68,0.4461327446568079,Movimiento Ciudadano,2,2.241485324663313,142536.85201911145
30,3,1,55,0.5227832741710348,Movimiento Ciudadano,2,1.9128385497521447,121638.08627363072
14,1,2,25,0.9259251161066312,MORENA-PT-Partido Verde,2,1.0800009445740515,68677.64563231081
10,1,2,45,0.4788700801741992,MORENA-PT-Partido Verde,2,2.0882490708883474,132792.50393529516
32,2,1,68,1.249948108193703,PAN-PRI-PRD,2,0.8000332121347803,50874.39757632958
22,2,1,25,0.549308568659551,PAN-PRI-PRD,2,1.820470418730674,115764.36384599587
23,2,1,50,1.5207073577121544,PAN-PRI-PRD,2,0.6575887168090391,41816.30126502229
30,2,2,49,0.5734518885405548,PAN-PRI-PRD,2,1.7438254542068343,110890.48318921059
19,2,1,37,1.0264407229216197,PAN-PRI-PRD,2,0.9742403800519918,61952.29357719403
7,2,2,29,0.9259251161066312,PAN-PRI-PRD,2,1.0800009445740515,68677.64563231081
30,2,1,64,0.6260383938828235,PAN-PRI-PRD,2,1.5973461208948976,101575.81008989963
9,2,2,23,0.45497100005745206,PAN-PRI-PRD,2,2.1979422861538946,139767.93465517033
21,2,1,20,0.5458401079084114,PAN-PRI-PRD,2,1.832038330477162,116499.97148376924
5,2,1,23,0.7016402178123943,PAN-PRI-PRD,2,1.4252318704276181,90631.00345686052
13,2,2,51,2.537161359692173,PAN-PRI-PRD,2,0.39414126980135283,25063.58405747702
2,2,2,30,0.6325764682109873,PAN-PRI-PRD,2,1.5808365474424564,100525.96042004167
22,2,1,45,2.220398939785173,PAN-PRI-PRD,2,0.4503695178744552,28639.158426269078
31,2,2,18,1.3438616160233574,PAN-PRI-PRD,2,0.7441242372552586,47319.125903899774
20,2,2,35,0.5214441514450278,PAN-PRI-PRD,2,1.9177509177709573,121950.46550969199
15,1,2,41,0.7632567139832708,MORENA-PT-Partido Verde,2,1.3101751765552345,83314.50721758243
21,1,2,31,0.6325764682109873,MORENA-PT-Partido Verde,2,1.5808365474424564,100525.96042004167
15,1,2,35,0.6244347805271155,MORENA-PT-Partido Verde,2,1.6014482715966778,101836.66731751837
15,1,1,32,0.7060986874661334,MORENA-PT-Partido Verde,2,1.4162326283150937,90058.7384381414
15,1,2,40,0.7632567139832708,MORENA-PT-Partido Verde,2,1.3101751765552345,83314.50721758243
31,1,1,28,0.7060986874661334,MORENA-PT-Partido Verde,2,1.4162326283150937,90058.7384381414
14,1,2,67,0.5910224195602302,MORENA-PT-Partido Verde,2,1.69198319201509,107593.8152284375
15,2,1,40,0.7012470404344406,PAN-PRI-PRD,2,1.4260309738782986,90681.81873057404
15,2,2,38,0.7632567139832708,PAN-PRI-PRD,2,1.3101751765552345,83314.50721758243
12,2,1,48,2.220398939785173,PAN-PRI-PRD,2,0.4503695178744552,28639.158426269078
8,2,1,44,0.5455342360713059,PAN-PRI-PRD,2,1.83306552344277,116565.29105116635
25,2,1,50,0.5148430010080732,PAN-PRI-PRD,2,1.942339699756973,123514.07493452611
10,1,1,66,0.3725502129670507,MORENA-PT-Partido Verde,2,2.684201928206769,170689.35889093575
11,2,2,71,0.5910224195602302,PAN-PRI-PRD,2,1.69198319201509,107593.8152284375
13,2,1,61,0.5227832741710348,PAN-PRI-PRD,2,1.9128385497521447,121638.08627363072
28,1,1,23,1.0270162309078112,MORENA-PT-Partido Verde,2,0.9736944460128631,61917.577436744104
7,1,1,46,0.9686941482381854,MORENA-PT-Partido Verde,2,1.0323175811671332,65645.44353001674
15,1,2,19,0.45497100005745206,MORENA-PT-Partido Verde,2,2.1979422861538946,139767.93465517033
24,2,2,25,0.49211205244926565,PAN-PRI-PRD,2,2.0320575263762617,129219.26355905154
21,2,2,52,0.5734518885405548,PAN-PRI-PRD,2,1.7438254542068343,110890.48318921059
15,2,2,31,0.9259251161066312,PAN-PRI-PRD,2,1.0800009445740515,68677.64563231081
5,2,1,34,0.549308568659551,PAN-PRI-PRD,2,1.820470418730674,115764.36384599587
15,3,2,29,0.9259251161066312,Movimiento Ciudadano,2,1.0800009445740515,68677.64563231081
9,2,2,80,1.3580812679329148,PAN-PRI-PRD,2,0.73633296004595,46823.67580462692
8,2,2,45,0.4788700801741992,PAN-PRI-PRD,2,2.0882490708883474,132792.50393529516
24,3,2,38,0.7632567139832708,Movimiento Ciudadano,2,1.3101751765552345,83314.50721758243
15,1,2,72,0.7077554783613371,MORENA-PT-Partido Verde,2,1.4129173571574398,89847.91916165443
25,2,1,54,0.9686941482381854,PAN-PRI-PRD,2,1.0323175811671332,65645.44353001674
