estado,voto,genero,edad,ponderado,partido,encuesta,homo_pon
30.0,2.0,2.0,27.0,23895.67939552026,MORENA-PT-Partido Verde,3,25622.697317956343
19.0,9.0,2.0,27.0,90741.16922154989,NS,3,97299.32657520944
19.0,2.0,2.0,26.0,464876.31888355914,MORENA-PT-Partido Verde,3,498474.43179507274
15.0,1.0,2.0,25.0,129035.97187852657,PAN-PRI-PRD,3,138361.81829555504
15.0,2.0,2.0,29.0,27109.00480493523,MORENA-PT-Partido Verde,3,29068.260132335796
21.0,2.0,2.0,19.0,51511.53880451826,MORENA-PT-Partido Verde,3,55234.4440735077
21.0,1.0,2.0,18.0,43587.935135386775,PAN-PRI-PRD,3,46738.17597745744
21.0,2.0,2.0,21.0,31089.875377891607,MORENA-PT-Partido Verde,3,33336.84107805868
21.0,2.0,2.0,18.0,45424.35531624304,MORENA-PT-Partido Verde,3,48707.320175612695
2.0,2.0,2.0,27.0,27668.334353452,MORENA-PT-Partido Verde,3,29668.014233712012
2.0,9.0,2.0,18.0,59878.081861870465,NS,3,64205.66421786456
23.0,1.0,2.0,25.0,43799.53094994519,PAN-PRI-PRD,3,46965.0645048953
23.0,2.0,2.0,24.0,26045.703215045025,MORENA-PT-Partido Verde,3,27928.11030254832
18.0,2.0,2.0,29.0,218041.72116016576,MORENA-PT-Partido Verde,3,233800.3005271542
15.0,2.0,2.0,29.0,26045.703215045025,MORENA-PT-Partido Verde,3,27928.11030254832
15.0,8.0,2.0,22.0,62669.874069192636,Ninguno,3,67199.22826426936
17.0,2.0,2.0,29.0,27109.00480493523,MORENA-PT-Partido Verde,3,29068.260132335796
27.0,2.0,2.0,18.0,142720.78986682548,MORENA-PT-Partido Verde,3,153035.68227580423
7.0,2.0,2.0,25.0,50470.20666739445,MORENA-PT-Partido Verde,3,54117.85149978971
7.0,2.0,2.0,27.0,87070.35682389016,MORENA-PT-Partido Verde,3,93363.21271046327
5.0,2.0,2.0,19.0,50470.20666739445,MORENA-PT-Partido Verde,3,54117.85149978971
5.0,2.0,2.0,23.0,44007.80184617309,MORENA-PT-Partido Verde,3,47188.38781141687
14.0,2.0,2.0,21.0,29266.58528630481,MORENA-PT-Partido Verde,3,31381.775923128804
10.0,2.0,2.0,28.0,29266.58528630481,MORENA-PT-Partido Verde,3,31381.775923128804
10.0,2.0,2.0,28.0,29266.58528630481,MORENA-PT-Partido Verde,3,31381.775923128804
10.0,2.0,2.0,25.0,22494.298561920386,MORENA-PT-Partido Verde,3,24120.03416566922
2.0,2.0,2.0,25.0,53614.46920560239,MORENA-PT-Partido Verde,3,57489.360046217334
16.0,3.0,2.0,28.0,73123.60345201407,Movimiento Ciudadano,3,78408.48243052982
31.0,2.0,2.0,27.0,26045.703215045025,MORENA-PT-Partido Verde,3,27928.11030254832
30.0,1.0,2.0,26.0,55370.7914013062,PAN-PRI-PRD,3,59372.617319151956
30.0,2.0,2.0,29.0,19850.213248541906,MORENA-PT-Partido Verde,3,21284.852267461654
8.0,1.0,2.0,26.0,84554.91068346548,PAN-PRI-PRD,3,90665.96715368674
21.0,1.0,2.0,18.0,132080.3491504639,PAN-PRI-PRD,3,141626.22254493326
21.0,1.0,2.0,22.0,119657.17438984761,PAN-PRI-PRD,3,128305.18482298337
21.0,2.0,2.0,24.0,29870.43135341816,MORENA-PT-Partido Verde,3,32029.26389566933
21.0,2.0,2.0,23.0,45424.35531624304,MORENA-PT-Partido Verde,3,48707.320175612695
7.0,2.0,2.0,20.0,50470.20666739445,MORENA-PT-Partido Verde,3,54117.85149978971
7.0,2.0,2.0,26.0,25519.175985976188,MORENA-PT-Partido Verde,3,27363.529250183587
2.0,2.0,2.0,27.0,31089.875377891607,MORENA-PT-Partido Verde,3,33336.84107805868
2.0,2.0,2.0,29.0,27109.00480493523,MORENA-PT-Partido Verde,3,29068.260132335796
24.0,2.0,2.0,22.0,26045.703215045025,MORENA-PT-Partido Verde,3,27928.11030254832
26.0,1.0,2.0,29.0,26813.00724862582,PAN-PRI-PRD,3,28750.869876690143
26.0,9.0,2.0,28.0,38506.62393997159,NS,3,41289.62201155203
26.0,2.0,2.0,29.0,51511.53880451826,MORENA-PT-Partido Verde,3,55234.4440735077
2.0,9.0,2.0,21.0,40905.56270250167,NS,3,43861.93982596597
20.0,2.0,2.0,18.0,53614.46920560239,MORENA-PT-Partido Verde,3,57489.360046217334
26.0,2.0,2.0,26.0,50470.20666739445,MORENA-PT-Partido Verde,3,54117.85149978971
26.0,9.0,2.0,20.0,58305.31463723571,NS,3,62519.22802655989
26.0,2.0,2.0,29.0,73843.5919730779,MORENA-PT-Partido Verde,3,79180.50684725681
26.0,2.0,2.0,28.0,29266.58528630481,MORENA-PT-Partido Verde,3,31381.775923128804
12.0,2.0,2.0,27.0,31089.875377891607,MORENA-PT-Partido Verde,3,33336.84107805868
12.0,2.0,2.0,21.0,101455.65201170286,MORENA-PT-Partido Verde,3,108788.17963966799
12.0,2.0,2.0,23.0,20859.216357080608,MORENA-PT-Partido Verde,3,22366.779289290167
25.0,2.0,2.0,28.0,20795.04194736802,MORENA-PT-Partido Verde,3,22297.966787732566
25.0,2.0,2.0,29.0,22546.346081473155,MORENA-PT-Partido Verde,3,24175.843327550636
32.0,2.0,2.0,21.0,51511.53880451826,MORENA-PT-Partido Verde,3,55234.4440735077
32.0,2.0,2.0,26.0,50470.20666739445,MORENA-PT-Partido Verde,3,54117.85149978971
5.0,2.0,2.0,25.0,27109.00480493523,MORENA-PT-Partido Verde,3,29068.260132335796
8.0,1.0,2.0,19.0,31972.461377560077,PAN-PRI-PRD,3,34283.214418287316
8.0,2.0,2.0,28.0,29870.43135341816,MORENA-PT-Partido Verde,3,32029.26389566933
10.0,2.0,2.0,18.0,68528.6086709814,MORENA-PT-Partido Verde,3,73481.39253686221
2.0,2.0,2.0,28.0,27109.00480493523,MORENA-PT-Partido Verde,3,29068.260132335796
14.0,3.0,2.0,18.0,51582.90058967408,Movimiento Ciudadano,3,55310.96340534387
19.0,3.0,2.0,25.0,25776.127132832928,Movimiento Ciudadano,3,27639.051086262723
19.0,1.0,2.0,20.0,93303.71718998204,PAN-PRI-PRD,3,100047.07816122168
2.0,8.0,2.0,18.0,72775.90685098151,Ninguno,3,78035.65667323374
2.0,2.0,2.0,23.0,25755.76940225913,MORENA-PT-Partido Verde,3,27617.22203675385
21.0,3.0,2.0,26.0,30811.631445479117,Movimiento Ciudadano,3,33038.48755804536
20.0,2.0,2.0,25.0,26045.703215045025,MORENA-PT-Partido Verde,3,27928.11030254832
24.0,2.0,2.0,22.0,51511.53880451826,MORENA-PT-Partido Verde,3,55234.4440735077
32.0,2.0,2.0,18.0,50470.20666739445,MORENA-PT-Partido Verde,3,54117.85149978971
7.0,2.0,2.0,28.0,25519.175985976188,MORENA-PT-Partido Verde,3,27363.529250183587
32.0,2.0,2.0,26.0,25519.175985976188,MORENA-PT-Partido Verde,3,27363.529250183587
32.0,2.0,2.0,28.0,25519.175985976188,MORENA-PT-Partido Verde,3,27363.529250183587
32.0,1.0,2.0,21.0,26711.378271284193,PAN-PRI-PRD,3,28641.895844939194
20.0,2.0,2.0,20.0,31089.875377891607,MORENA-PT-Partido Verde,3,33336.84107805868
20.0,2.0,2.0,26.0,29266.58528630481,MORENA-PT-Partido Verde,3,31381.775923128804
20.0,2.0,2.0,29.0,50470.20666739445,MORENA-PT-Partido Verde,3,54117.85149978971
32.0,1.0,2.0,23.0,29813.343303834194,PAN-PRI-PRD,3,31968.049908372668
32.0,1.0,2.0,23.0,29813.343303834194,PAN-PRI-PRD,3,31968.049908372668
8.0,1.0,2.0,25.0,16074.53432886138,PAN-PRI-PRD,3,17236.29283847555
8.0,1.0,2.0,18.0,31791.193810709025,PAN-PRI-PRD,3,34088.84605896552
8.0,1.0,2.0,22.0,14422.500671481028,PAN-PRI-PRD,3,15464.86137333509
11.0,2.0,2.0,25.0,29266.58528630481,MORENA-PT-Partido Verde,3,31381.775923128804
28.0,2.0,2.0,27.0,27109.00480493523,MORENA-PT-Partido Verde,3,29068.260132335796
28.0,2.0,2.0,29.0,26045.703215045025,MORENA-PT-Partido Verde,3,27928.11030254832
14.0,1.0,2.0,18.0,38748.6475964955,PAN-PRI-PRD,3,41549.137499362754
14.0,8.0,2.0,27.0,133457.43612816278,Ninguno,3,143102.83604589498
8.0,2.0,2.0,26.0,27668.334353452,MORENA-PT-Partido Verde,3,29668.014233712012
15.0,2.0,2.0,29.0,19635.911276572773,MORENA-PT-Partido Verde,3,21055.06199987731
15.0,2.0,2.0,23.0,55861.68269525901,MORENA-PT-Partido Verde,3,59898.98691228144
9.0,2.0,2.0,28.0,31089.875377891607,MORENA-PT-Partido Verde,3,33336.84107805868
16.0,2.0,2.0,26.0,27109.00480493523,MORENA-PT-Partido Verde,3,29068.260132335796
25.0,2.0,2.0,19.0,50470.20666739445,MORENA-PT-Partido Verde,3,54117.85149978971
21.0,9.0,2.0,25.0,23108.26732396247,NS,3,24778.37643299282
20.0,2.0,2.0,23.0,46926.812032478774,MORENA-PT-Partido Verde,3,50318.364291004356
16.0,2.0,2.0,23.0,41208.08306646073,MORENA-PT-Partido Verde,3,44186.32431363591
14.0,2.0,2.0,24.0,46749.46057655424,MORENA-PT-Partido Verde,3,50128.19507259305
14.0,2.0,2.0,26.0,73843.5919730779,MORENA-PT-Partido Verde,3,79180.50684725681
14.0,2.0,2.0,20.0,53614.46920560239,MORENA-PT-Partido Verde,3,57489.360046217334
15.0,2.0,2.0,25.0,33824.39816936483,MORENA-PT-Partido Verde,3,36268.996662976126
15.0,2.0,2.0,24.0,51511.53880451826,MORENA-PT-Partido Verde,3,55234.4440735077
15.0,1.0,2.0,18.0,61285.77202445657,PAN-PRI-PRD,3,65715.09269472011
9.0,2.0,2.0,23.0,29266.58528630481,MORENA-PT-Partido Verde,3,31381.775923128804
9.0,2.0,2.0,22.0,54720.67568830136,MORENA-PT-Partido Verde,3,58675.51564398077
9.0,2.0,2.0,27.0,46564.39901852913,MORENA-PT-Partido Verde,3,49929.758518102135
9.0,1.0,2.0,26.0,83995.97608661723,PAN-PRI-PRD,3,90066.63654841165
25.0,2.0,2.0,28.0,26045.703215045025,MORENA-PT-Partido Verde,3,27928.11030254832
9.0,1.0,2.0,18.0,26813.00724862582,PAN-PRI-PRD,3,28750.869876690143
9.0,2.0,2.0,26.0,20835.982122044814,MORENA-PT-Partido Verde,3,22341.86584105199
9.0,3.0,2.0,19.0,54919.679000503354,Movimiento Ciudadano,3,58888.90156824867
15.0,2.0,2.0,21.0,15848.526482832222,MORENA-PT-Partido Verde,3,16993.950675508047
15.0,2.0,2.0,18.0,51511.53880451826,MORENA-PT-Partido Verde,3,55234.4440735077
30.0,2.0,2.0,23.0,145451.11193372676,MORENA-PT-Partido Verde,3,155963.33353621842
15.0,2.0,2.0,26.0,158067.35748304435,MORENA-PT-Partido Verde,3,169491.39589630268
9.0,1.0,2.0,19.0,47268.931551719295,PAN-PRI-PRD,3,50685.20989279579
30.0,1.0,2.0,27.0,27942.122777248107,PAN-PRI-PRD,3,29961.590231111906
15.0,2.0,2.0,18.0,50470.20666739445,MORENA-PT-Partido Verde,3,54117.85149978971
15.0,2.0,2.0,24.0,25001.364525379777,MORENA-PT-Partido Verde,3,26808.29388302688
15.0,2.0,2.0,22.0,26045.703215045025,MORENA-PT-Partido Verde,3,27928.11030254832
15.0,2.0,2.0,18.0,75380.75012656103,MORENA-PT-Partido Verde,3,80828.76038483612
15.0,1.0,2.0,23.0,138237.16559477997,PAN-PRI-PRD,3,148228.01199748597
15.0,9.0,2.0,19.0,141846.97188479637,NS,3,152098.71064616658
15.0,2.0,2.0,28.0,850209.5155014357,MORENA-PT-Partido Verde,3,911656.9029890645
15.0,2.0,2.0,21.0,46749.46057655424,MORENA-PT-Partido Verde,3,50128.19507259305
15.0,2.0,2.0,28.0,38435.844650951345,MORENA-PT-Partido Verde,3,41213.72727472835
16.0,2.0,2.0,18.0,26053.556600903714,MORENA-PT-Partido Verde,3,27936.531277965998
17.0,3.0,2.0,20.0,199626.48370752364,Movimiento Ciudadano,3,214054.13439070198
13.0,2.0,2.0,24.0,71767.49976603664,MORENA-PT-Partido Verde,3,76954.36875154907
1.0,1.0,2.0,29.0,187276.9617761458,PAN-PRI-PRD,3,200812.07262582576
6.0,2.0,2.0,24.0,59941.47886455736,MORENA-PT-Partido Verde,3,64273.643126680035
6.0,1.0,2.0,19.0,41257.20115141109,PAN-PRI-PRD,3,44238.99232121542
29.0,2.0,2.0,18.0,73504.33961340698,MORENA-PT-Partido Verde,3,78816.73562391674
15.0,1.0,2.0,23.0,285767.5670319458,PAN-PRI-PRD,3,306420.9120047465
9.0,1.0,2.0,25.0,16383.561785709087,PAN-PRI-PRD,3,17567.654707652244
12.0,2.0,2.0,22.0,49595.73684342659,MORENA-PT-Partido Verde,3,53180.180917491234
19.0,2.0,2.0,21.0,57914.62791949351,MORENA-PT-Partido Verde,3,62100.30511798041
20.0,2.0,2.0,24.0,41761.92507804867,MORENA-PT-Partido Verde,3,44780.19427606712
21.0,1.0,2.0,18.0,38260.794311329366,PAN-PRI-PRD,3,41026.025481726385
2.0,2.0,2.0,25.0,34986.26781390359,MORENA-PT-Partido Verde,3,37514.83837905302
15.0,2.0,2.0,24.0,37165.890575583966,MORENA-PT-Partido Verde,3,39851.98951694174
15.0,2.0,2.0,27.0,42623.582629374374,MORENA-PT-Partido Verde,3,45704.126601401586
7.0,1.0,2.0,18.0,117981.40054043972,PAN-PRI-PRD,3,126508.29738546719
7.0,2.0,2.0,25.0,40123.88924265424,MORENA-PT-Partido Verde,3,43023.7723007143
5.0,2.0,2.0,25.0,62796.889543841164,MORENA-PT-Partido Verde,3,67335.42355747477
8.0,2.0,2.0,25.0,69193.62004709253,MORENA-PT-Partido Verde,3,74194.46643281881
2.0,2.0,2.0,28.0,37165.890575583966,MORENA-PT-Partido Verde,3,39851.98951694174
2.0,2.0,2.0,24.0,72018.41174493507,MORENA-PT-Partido Verde,3,77223.4149494977
2.0,2.0,2.0,19.0,72018.41174493507,MORENA-PT-Partido Verde,3,77223.4149494977
12.0,2.0,2.0,24.0,36414.5630641296,MORENA-PT-Partido Verde,3,39046.36113977756
5.0,2.0,2.0,18.0,72018.41174493507,MORENA-PT-Partido Verde,3,77223.4149494977
14.0,1.0,2.0,24.0,141657.0885264225,PAN-PRI-PRD,3,151895.1038042434
28.0,9.0,2.0,26.0,209135.06641253634,NS,3,224249.9330763409
19.0,2.0,2.0,26.0,34279.002492809275,MORENA-PT-Partido Verde,3,36756.45670904768
30.0,2.0,2.0,20.0,52734.53751788037,MORENA-PT-Partido Verde,3,56545.83285363178
21.0,2.0,2.0,29.0,41761.92507804867,MORENA-PT-Partido Verde,3,44780.19427606712
28.0,2.0,2.0,23.0,34279.002492809275,MORENA-PT-Partido Verde,3,36756.45670904768
25.0,1.0,2.0,28.0,45643.288793743915,PAN-PRI-PRD,3,48942.07668259127
14.0,2.0,2.0,19.0,67794.83558226792,MORENA-PT-Partido Verde,3,72694.58729726345
9.0,2.0,2.0,26.0,86846.03269062519,MORENA-PT-Partido Verde,3,93122.67594761905
25.0,2.0,2.0,28.0,41761.92507804867,MORENA-PT-Partido Verde,3,44780.19427606712
9.0,2.0,2.0,26.0,52056.319820506964,MORENA-PT-Partido Verde,3,55818.598172924685
9.0,2.0,2.0,27.0,39163.757636602546,MORENA-PT-Partido Verde,3,41994.24888269097
15.0,2.0,2.0,23.0,51506.92735170537,MORENA-PT-Partido Verde,3,55229.49933610707
14.0,2.0,2.0,45.0,69411.75306308205,MORENA-PT-Partido Verde,3,74428.36462634748
16.0,2.0,2.0,42.0,21310.949836259326,MORENA-PT-Partido Verde,3,22851.161005909347
6.0,1.0,2.0,47.0,69225.44431416328,PAN-PRI-PRD,3,74228.59074244913
32.0,1.0,2.0,32.0,46611.08024446932,PAN-PRI-PRD,3,49979.81354700082
19.0,2.0,2.0,49.0,41760.276143027666,MORENA-PT-Partido Verde,3,44778.426167186815
19.0,3.0,2.0,46.0,50230.59207284421,Movimiento Ciudadano,3,53860.91918464169
19.0,2.0,2.0,44.0,58270.36279889055,MORENA-PT-Partido Verde,3,62481.750105978484
6.0,2.0,2.0,48.0,84294.88813475419,MORENA-PT-Partido Verde,3,90387.15193562176
29.0,3.0,2.0,48.0,58823.46365066391,Movimiento Ciudadano,3,63074.825342581695
4.0,2.0,2.0,43.0,36810.284160653406,MORENA-PT-Partido Verde,3,39470.68227795202
12.0,9.0,2.0,31.0,22060.69001229138,NS,3,23655.08732579385
30.0,3.0,2.0,30.0,99122.66991057561,Movimiento Ciudadano,3,106286.58538758742
30.0,1.0,2.0,48.0,119298.88292825918,PAN-PRI-PRD,3,127920.9984803423
21.0,1.0,2.0,33.0,201820.9388089395,PAN-PRI-PRD,3,216407.18984942077
21.0,1.0,2.0,48.0,228928.60570390895,PAN-PRI-PRD,3,245474.0153767167
17.0,8.0,2.0,48.0,218371.05080977772,Ninguno,3,234153.43189413336
31.0,1.0,2.0,41.0,195810.26627820803,PAN-PRI-PRD,3,209962.1066030679
7.0,8.0,2.0,41.0,88887.86087962816,Ninguno,3,95312.0736540472
24.0,1.0,2.0,30.0,200134.26448581275,PAN-PRI-PRD,3,214598.61412574633
24.0,9.0,2.0,47.0,68505.13076093397,NS,3,73456.21780243237
8.0,1.0,2.0,37.0,127048.2308060887,PAN-PRI-PRD,3,136230.41675628372
32.0,3.0,2.0,48.0,78869.40031210853,Movimiento Ciudadano,3,84569.54658609697
20.0,3.0,2.0,39.0,91726.35706155798,Movimiento Ciudadano,3,98355.7171221378
14.0,2.0,2.0,31.0,37726.7776858149,MORENA-PT-Partido Verde,3,40453.41375004744
12.0,8.0,2.0,49.0,134563.2438111322,Ninguno,3,144288.56402138446
21.0,9.0,2.0,41.0,232392.35399706758,NS,3,249188.0999454036
32.0,2.0,2.0,49.0,42850.957225620194,MORENA-PT-Partido Verde,3,45947.934294037914
8.0,2.0,2.0,39.0,42621.89967251865,MORENA-PT-Partido Verde,3,45702.322011818695
20.0,2.0,2.0,32.0,188408.57202254547,MORENA-PT-Partido Verde,3,202025.46799933555
20.0,2.0,2.0,48.0,37724.22855651757,MORENA-PT-Partido Verde,3,40450.680386943226
20.0,2.0,2.0,45.0,41760.276143027666,MORENA-PT-Partido Verde,3,44778.426167186815
20.0,2.0,2.0,39.0,44361.915417601325,MORENA-PT-Partido Verde,3,47568.09431428312
20.0,2.0,2.0,37.0,73837.14208510531,MORENA-PT-Partido Verde,3,79173.59080505015
20.0,2.0,2.0,48.0,55084.24432760615,MORENA-PT-Partido Verde,3,59065.36056301473
20.0,2.0,2.0,40.0,40729.41683637001,MORENA-PT-Partido Verde,3,43673.063329215394
20.0,1.0,2.0,43.0,141369.2741000943,PAN-PRI-PRD,3,151586.4880998106
20.0,2.0,2.0,38.0,112945.19263756232,MORENA-PT-Partido Verde,3,121108.10647271504
20.0,2.0,2.0,46.0,98592.77696130317,MORENA-PT-Partido Verde,3,105718.39536355018
21.0,1.0,2.0,42.0,23462.253405164625,PAN-PRI-PRD,3,25157.94623150262
21.0,2.0,2.0,44.0,82590.8238018464,MORENA-PT-Partido Verde,3,88559.92936999732
21.0,2.0,2.0,46.0,55351.16841941251,MORENA-PT-Partido Verde,3,59351.576120983205
14.0,1.0,2.0,43.0,37170.578886024465,PAN-PRI-PRD,3,39857.016666718955
20.0,2.0,2.0,42.0,20880.138071513833,MORENA-PT-Partido Verde,3,22389.213083593408
8.0,1.0,2.0,44.0,239630.50788953478,PAN-PRI-PRD,3,256949.37859572913
8.0,3.0,2.0,49.0,48272.87850509461,Movimiento Ciudadano,3,51761.7153347981
25.0,3.0,2.0,44.0,39966.916632497276,Movimiento Ciudadano,3,42855.45477306889
21.0,2.0,2.0,36.0,113752.93244359177,MORENA-PT-Partido Verde,3,121974.2242431701
21.0,9.0,2.0,48.0,140651.5277893469,NS,3,150816.86794518094
20.0,3.0,2.0,42.0,65685.02667002103,Movimiento Ciudadano,3,70432.29568117479
12.0,2.0,2.0,44.0,42621.89967251865,MORENA-PT-Partido Verde,3,45702.322011818695
16.0,2.0,2.0,31.0,187151.099023448,MORENA-PT-Partido Verde,3,200677.11336550926
14.0,2.0,2.0,37.0,112945.19263756232,MORENA-PT-Partido Verde,3,121108.10647271504
25.0,2.0,2.0,49.0,116099.9524394918,MORENA-PT-Partido Verde,3,124490.8709540149
25.0,9.0,2.0,43.0,62407.90838492194,NS,3,66918.32947396261
15.0,3.0,2.0,30.0,54280.797655501694,Movimiento Ciudadano,3,58203.84620513833
30.0,1.0,2.0,43.0,163499.34109858415,PAN-PRI-PRD,3,175315.9665106526
30.0,2.0,2.0,39.0,41760.276143027666,MORENA-PT-Partido Verde,3,44778.426167186815
30.0,3.0,2.0,39.0,45441.87773713075,Movimiento Ciudadano,3,48726.108998447664
29.0,2.0,2.0,46.0,24837.191513873975,MORENA-PT-Partido Verde,3,26632.255557773024
1.0,2.0,2.0,38.0,21870.48443322385,MORENA-PT-Partido Verde,3,23451.134975246852
1.0,2.0,2.0,43.0,77695.37394994966,MORENA-PT-Partido Verde,3,83310.66954715672
1.0,3.0,2.0,48.0,42983.29123949953,Movimiento Ciudadano,3,46089.8325144809
1.0,3.0,2.0,43.0,82226.02720042059,Movimiento Ciudadano,3,88168.76774005409
7.0,9.0,2.0,40.0,25703.761669480813,NS,3,27561.455537165566
7.0,1.0,2.0,42.0,49723.829551841896,PAN-PRI-PRD,3,53317.53129962676
3.0,2.0,2.0,44.0,256493.82406940707,MORENA-PT-Partido Verde,3,275031.4610970062
1.0,2.0,2.0,48.0,39404.27730376307,MORENA-PT-Partido Verde,3,42252.151682969794
1.0,1.0,2.0,34.0,91090.8020943378,PAN-PRI-PRD,3,97674.22854487394
19.0,2.0,2.0,32.0,13434.5123337255,MORENA-PT-Partido Verde,3,14405.467927642707
19.0,2.0,2.0,35.0,40566.701426224754,MORENA-PT-Partido Verde,3,43498.58795087982
19.0,2.0,2.0,48.0,39099.96038382659,MORENA-PT-Partido Verde,3,41925.84079641986
19.0,2.0,2.0,47.0,25599.60416776847,MORENA-PT-Partido Verde,3,27449.77023642161
14.0,2.0,2.0,36.0,22681.557677984707,MORENA-PT-Partido Verde,3,24320.827102815994
14.0,3.0,2.0,32.0,38222.71516269963,Movimiento Ciudadano,3,40985.19423004629
14.0,2.0,2.0,31.0,41690.150290309255,MORENA-PT-Partido Verde,3,44703.232092616825
16.0,2.0,2.0,43.0,12541.047529698719,MORENA-PT-Partido Verde,3,13447.429536731035
16.0,2.0,2.0,35.0,8578.241120103532,MORENA-PT-Partido Verde,3,9198.218309794749
16.0,2.0,2.0,47.0,15467.458045079655,MORENA-PT-Partido Verde,3,16585.341191075855
11.0,1.0,2.0,30.0,21964.461011310195,PAN-PRI-PRD,3,23551.90354413446
17.0,1.0,2.0,31.0,175601.14803861055,PAN-PRI-PRD,3,188292.41012174202
17.0,1.0,2.0,45.0,172051.280901805,PAN-PRI-PRD,3,184485.98262245188
19.0,2.0,2.0,31.0,43254.05608188236,MORENA-PT-Partido Verde,3,46380.16640647394
19.0,1.0,2.0,32.0,19903.498757149948,PAN-PRI-PRD,3,21341.988891865527
13.0,9.0,2.0,42.0,36280.15184225825,NS,3,38902.235584812515
13.0,2.0,2.0,32.0,25957.25588262358,MORENA-PT-Partido Verde,3,27833.27059576684
13.0,2.0,2.0,36.0,21870.48443322385,MORENA-PT-Partido Verde,3,23451.134975246852
12.0,2.0,2.0,49.0,22321.72962912464,MORENA-PT-Partido Verde,3,23934.99311877866
12.0,2.0,2.0,38.0,33931.001722962086,MORENA-PT-Partido Verde,3,36383.30479967439
12.0,2.0,2.0,33.0,21870.48443322385,MORENA-PT-Partido Verde,3,23451.134975246852
12.0,2.0,2.0,41.0,19299.59625214962,MORENA-PT-Partido Verde,3,20694.440402489665
17.0,2.0,2.0,37.0,23233.002033934834,MORENA-PT-Partido Verde,3,24912.126123293074
17.0,1.0,2.0,49.0,102548.7802292219,PAN-PRI-PRD,3,109960.3117637899
17.0,2.0,2.0,46.0,27194.44361251493,MORENA-PT-Partido Verde,3,29159.873878469007
32.0,2.0,2.0,45.0,21870.48443322385,MORENA-PT-Partido Verde,3,23451.134975246852
32.0,3.0,2.0,30.0,32741.870248285457,Movimiento Ciudadano,3,35108.23095295186
19.0,1.0,2.0,40.0,234392.99845176045,PAN-PRI-PRD,3,251333.3374360377
19.0,3.0,2.0,33.0,48271.67295331826,Movimiento Ciudadano,3,51760.42265390147
6.0,2.0,2.0,43.0,14208.16785994165,MORENA-PT-Partido Verde,3,15235.038037305163
1.0,3.0,2.0,32.0,109162.40431023246,Movimiento Ciudadano,3,117051.92381622853
1.0,2.0,2.0,37.0,16809.6551655099,MORENA-PT-Partido Verde,3,18024.543232105243
11.0,2.0,2.0,39.0,37313.13616200146,MORENA-PT-Partido Verde,3,40009.87701742803
3.0,1.0,2.0,45.0,37537.14306252271,PAN-PRI-PRD,3,40250.07362009359
3.0,9.0,2.0,31.0,27276.581599476274,NS,3,29247.948243017578
30.0,2.0,2.0,49.0,24987.026735026553,MORENA-PT-Partido Verde,3,26792.919854260083
30.0,2.0,2.0,33.0,21870.48443322385,MORENA-PT-Partido Verde,3,23451.134975246852
27.0,2.0,2.0,31.0,22321.72962912464,MORENA-PT-Partido Verde,3,23934.99311877866
29.0,3.0,2.0,49.0,20530.523598444168,Movimiento Ciudadano,3,22014.3308434542
29.0,2.0,2.0,42.0,33138.46250166017,MORENA-PT-Partido Verde,3,35533.4862092963
4.0,2.0,2.0,32.0,19110.391592154225,MORENA-PT-Partido Verde,3,20491.561310668672
31.0,2.0,2.0,35.0,21870.48443322385,MORENA-PT-Partido Verde,3,23451.134975246852
31.0,2.0,2.0,35.0,21870.48443322385,MORENA-PT-Partido Verde,3,23451.134975246852
31.0,1.0,2.0,30.0,35335.74790797536,PAN-PRI-PRD,3,37889.57652819016
31.0,1.0,2.0,32.0,38311.63233030831,PAN-PRI-PRD,3,41080.537728521354
2.0,2.0,2.0,43.0,23233.002033934834,MORENA-PT-Partido Verde,3,24912.126123293074
9.0,2.0,2.0,32.0,42885.774681868446,MORENA-PT-Partido Verde,3,45985.26812029428
9.0,2.0,2.0,45.0,105501.49427123778,MORENA-PT-Partido Verde,3,113126.42798558837
12.0,1.0,2.0,45.0,62749.049773688,PAN-PRI-PRD,3,67284.12625263126
30.0,2.0,2.0,30.0,127260.45886249961,MORENA-PT-Partido Verde,3,136457.98321973463
20.0,2.0,2.0,40.0,21870.48443322385,MORENA-PT-Partido Verde,3,23451.134975246852
20.0,2.0,2.0,30.0,60803.29052014346,MORENA-PT-Partido Verde,3,65197.7406938875
28.0,9.0,2.0,41.0,73661.31963520662,NS,3,78985.06109886819
21.0,2.0,2.0,30.0,26644.69400801605,MORENA-PT-Partido Verde,3,28570.392094603856
21.0,2.0,2.0,35.0,30828.52698075045,MORENA-PT-Partido Verde,3,33056.6041882159
2.0,1.0,2.0,38.0,76826.88329923226,PAN-PRI-PRD,3,82379.41027226963
2.0,3.0,2.0,45.0,81867.72097090464,Movimiento Ciudadano,3,87784.56556215968
23.0,2.0,2.0,39.0,27194.44361251493,MORENA-PT-Partido Verde,3,29159.873878469007
23.0,1.0,2.0,45.0,176123.4261661437,PAN-PRI-PRD,3,188852.43497628038
15.0,2.0,2.0,39.0,23712.359525360134,MORENA-PT-Partido Verde,3,25426.12832873729
18.0,2.0,2.0,30.0,129230.45768576795,MORENA-PT-Partido Verde,3,138570.36022018926
2.0,3.0,2.0,32.0,252448.19280558423,Movimiento Ciudadano,3,270693.4389961394
2.0,3.0,2.0,36.0,77066.52435455586,Movimiento Ciudadano,3,82636.37096059656
