estado,voto,genero,edad,ponderado,homo_pon,partido
30,4,1,35,23663.35736620672,24113.56586008888,MORENA-PT-Partido Verde
30,7,1,24,29239.273425709893,29795.566814153433,MORENA-PT-Partido Verde
29,4,2,40,193066.59061877005,196739.78954977082,MORENA-PT-Partido Verde
29,2,2,57,352678.4226645162,359388.32519589906,PAN-PRI-PRD
29,7,1,54,213737.16241844968,217803.6304385995,MORENA-PT-Partido Verde
29,7,1,39,319785.2385407141,325869.33000673587,MORENA-PT-Partido Verde
29,7,1,24,341856.8312937719,348360.84704936744,MORENA-PT-Partido Verde
29,7,1,34,381301.8320548029,388556.3108198937,MORENA-PT-Partido Verde
29,99,1,55,361700.8990592021,368582.4592064455,
29,7,2,18,107532.28710414667,109578.14848685976,MORENA-PT-Partido Verde
29,7,2,48,208467.00166080546,212433.20195053576,MORENA-PT-Partido Verde
29,7,2,34,291590.0968132954,297137.76007534546,MORENA-PT-Partido Verde
13,7,2,42,106048.99716011743,108066.6381292452,MORENA-PT-Partido Verde
13,7,1,43,118334.04111210677,120585.41185378151,MORENA-PT-Partido Verde
13,99,2,45,96098.40789610356,97926.73338744586,
13,7,1,46,95714.41811516105,97535.43798802035,MORENA-PT-Partido Verde
13,7,2,55,103040.04566061981,105000.43965917663,MORENA-PT-Partido Verde
13,7,1,58,142275.39854573456,144982.2668867094,MORENA-PT-Partido Verde
13,7,2,33,109205.24836207228,111282.93876027958,MORENA-PT-Partido Verde
13,7,2,24,88596.35471898063,90281.949489165,MORENA-PT-Partido Verde
13,7,1,23,117059.91299668129,119287.04274452825,MORENA-PT-Partido Verde
13,4,1,34,178403.20100825885,181797.42082190144,MORENA-PT-Partido Verde
31,7,2,57,59380.14456675669,60509.88474006287,MORENA-PT-Partido Verde
31,7,2,33,50181.062201409,51135.78473234481,MORENA-PT-Partido Verde
31,99,1,67,79043.14607669384,80546.98575574612,
31,7,2,37,49007.727960904405,49940.1271573673,MORENA-PT-Partido Verde
31,7,2,53,92555.68479044612,94316.60801046416,MORENA-PT-Partido Verde
31,95,2,21,55962.9388293869,57027.66476889277,Ninguno
31,2,1,28,119330.91153732961,121601.24829155234,PAN-PRI-PRD
31,7,1,40,84522.02366671129,86130.10202964066,MORENA-PT-Partido Verde
31,7,1,20,58323.63582827223,59433.27533705454,MORENA-PT-Partido Verde
31,1,1,35,85020.0716515508,86637.62565353111,PAN-PRI-PRD
28,95,2,48,88631.33645643997,90317.59677357489,Ninguno
28,6,2,45,90319.1491429316,92037.52103222346,Movimiento Ciudadano
28,7,2,70,96516.2082448921,98352.48261951671,MORENA-PT-Partido Verde
28,1,1,57,256959.07927578772,261847.86822825088,PAN-PRI-PRD
28,6,2,18,63786.66041960072,65000.23700017048,Movimiento Ciudadano
28,6,1,48,69344.65545616973,70663.97597390335,Movimiento Ciudadano
28,7,2,25,98122.10130978154,99988.92869034233,MORENA-PT-Partido Verde
28,7,1,39,42783.004286696334,43596.97466400105,MORENA-PT-Partido Verde
28,7,2,35,46852.856304876594,47744.25787332939,MORENA-PT-Partido Verde
28,95,1,31,65985.2418976374,67240.64770981559,Ninguno
28,5,1,24,60194.10355149924,61339.32974578426,MORENA-PT-Partido Verde
2,95,1,53,13528.05829430984,13785.437103900444,Ninguno
2,1,1,85,24287.049535468177,24749.124118672484,PAN-PRI-PRD
2,1,1,18,23169.01729560322,23609.820695558607,PAN-PRI-PRD
2,7,2,41,10689.221995238975,10892.590370265973,MORENA-PT-Partido Verde
2,7,2,23,9811.669948305294,9998.342409086521,MORENA-PT-Partido Verde
2,2,2,50,20610.65345635133,21002.782565797246,PAN-PRI-PRD
2,2,1,33,24575.36440260298,25042.924336008775,PAN-PRI-PRD
2,7,2,68,26800.80488066029,27310.7050530417,MORENA-PT-Partido Verde
2,7,1,44,13201.024349947527,13452.181157424855,MORENA-PT-Partido Verde
2,7,2,29,18849.9042560843,19208.534135759528,MORENA-PT-Partido Verde
17,7,2,49,45900.072661507904,46773.3469928811,MORENA-PT-Partido Verde
17,99,2,61,56633.321469008326,57710.801809922166,
17,5,2,22,123649.17036250953,126001.66438511101,MORENA-PT-Partido Verde
17,6,1,66,63296.40544227412,64500.65465008165,Movimiento Ciudadano
17,3,2,45,82644.23622226762,84216.58863793977,PAN-PRI-PRD
17,1,1,42,94086.21968954272,95876.26218461091,PAN-PRI-PRD
17,5,1,19,28459.823377667395,29001.287296786064,MORENA-PT-Partido Verde
17,7,2,34,64202.03928909268,65423.51868295855,MORENA-PT-Partido Verde
17,7,1,25,49625.10804637159,50569.253241262755,MORENA-PT-Partido Verde
17,99,1,47,64977.75303604278,66213.99081403368,
2,2,2,32,24518.273312370027,24984.747056130367,PAN-PRI-PRD
2,7,1,61,42750.010853063526,43563.35351200039,MORENA-PT-Partido Verde
2,6,2,35,55670.777600456655,56729.94501059529,Movimiento Ciudadano
2,99,2,65,50186.050496646385,51140.86793266481,
2,7,1,72,16126.283975782639,16433.095469532094,MORENA-PT-Partido Verde
2,1,1,23,52453.88589685539,53451.85015874895,PAN-PRI-PRD
2,7,2,24,14717.128961577175,14997.13049988481,MORENA-PT-Partido Verde
2,7,1,42,19801.030691687214,20177.756279145473,MORENA-PT-Partido Verde
2,7,2,52,18064.767082751463,18408.459292389984,MORENA-PT-Partido Verde
2,5,1,25,23493.298650148652,23940.271682669892,MORENA-PT-Partido Verde
2,7,1,46,18457.240621991783,18808.399858318677,MORENA-PT-Partido Verde
26,7,1,75,19702.230675162467,20077.076537527333,MORENA-PT-Partido Verde
26,7,1,47,22550.068751583716,22979.09631231725,MORENA-PT-Partido Verde
26,1,1,34,59448.68983964086,60579.734124768125,PAN-PRI-PRD
26,7,2,31,17503.762767324242,17836.781558816674,MORENA-PT-Partido Verde
26,3,2,62,21907.2500323019,22324.047610494566,PAN-PRI-PRD
26,7,1,24,28368.61564893531,28908.344290445333,MORENA-PT-Partido Verde
26,7,2,24,17980.600497458094,18322.691391145807,MORENA-PT-Partido Verde
26,7,2,39,53463.92349170157,54481.10427884566,MORENA-PT-Partido Verde
26,7,2,53,22070.56558671185,22490.470333876383,MORENA-PT-Partido Verde
26,95,1,33,32853.12493405056,33478.17385111606,Ninguno
26,4,1,22,35578.83082589271,36255.73780879989,MORENA-PT-Partido Verde
20,6,2,18,89166.13535301793,90862.57051567592,Movimiento Ciudadano
20,2,2,38,63537.18326749302,64746.01340692298,PAN-PRI-PRD
20,95,1,64,55625.95518306858,56684.26982186493,Ninguno
20,99,2,73,74636.92207135064,76056.93089569987,
20,5,2,28,48198.41017508912,49115.41165195604,MORENA-PT-Partido Verde
20,5,1,44,76945.71355400392,78409.6484164046,MORENA-PT-Partido Verde
20,5,1,54,43563.640634757496,44392.46305140267,MORENA-PT-Partido Verde
20,7,2,49,48845.12755735789,49774.4331909906,MORENA-PT-Partido Verde
20,7,1,22,44184.34476588199,45024.97642276706,MORENA-PT-Partido Verde
20,3,1,48,70017.58035349831,71349.70364050231,PAN-PRI-PRD
21,7,2,35,74295.46072408844,75708.97305698505,MORENA-PT-Partido Verde
21,99,2,57,24110.275798415645,24568.987163261514,
21,7,1,60,44967.67916321764,45823.21419132654,MORENA-PT-Partido Verde
21,5,1,54,24070.138291698637,24528.08601822524,MORENA-PT-Partido Verde
21,95,1,28,26368.67215098628,26870.35075859254,Ninguno
21,7,1,60,44967.67916321764,45823.21419132654,MORENA-PT-Partido Verde
21,7,2,49,19536.42753182461,19908.118897459033,MORENA-PT-Partido Verde
21,7,2,34,27326.2854552856,27846.183186948445,MORENA-PT-Partido Verde
21,7,1,49,22153.454078814524,22574.935825498276,MORENA-PT-Partido Verde
21,7,2,42,14426.514911027378,14700.987355894287,MORENA-PT-Partido Verde
21,99,1,23,39995.12983507388,40756.05935521815,
2,5,2,67,153698.50278850002,156622.70202115717,MORENA-PT-Partido Verde
2,2,2,62,54224.81147818835,55256.4685811446,PAN-PRI-PRD
2,7,1,52,51714.405100028904,52698.30032976266,MORENA-PT-Partido Verde
2,7,2,54,57475.56989649203,58569.07448071775,MORENA-PT-Partido Verde
2,7,1,43,62999.73414156587,64198.339013389996,MORENA-PT-Partido Verde
2,99,1,60,169801.7518825601,173032.32435757038,
2,3,1,81,92381.37466098748,94138.9815341475,PAN-PRI-PRD
2,7,1,25,62201.97923275241,63385.406375126506,MORENA-PT-Partido Verde
2,7,1,29,62201.97923275241,63385.406375126506,MORENA-PT-Partido Verde
2,7,2,25,89958.0915273444,91669.59409531375,MORENA-PT-Partido Verde
2,7,2,45,57603.43471619947,58699.37199951391,MORENA-PT-Partido Verde
2,7,2,33,45582.82552535358,46450.0640540659,MORENA-PT-Partido Verde
20,6,2,22,44546.44136147812,45393.962106856445,Movimiento Ciudadano
20,95,1,50,46664.28358076723,47552.09744859096,Ninguno
20,4,1,59,105078.08007312605,107077.24880635532,MORENA-PT-Partido Verde
20,7,2,67,61644.57143236136,62817.393582281984,MORENA-PT-Partido Verde
20,7,2,26,41355.96238101231,42142.78249484755,MORENA-PT-Partido Verde
20,2,2,38,65512.48775179636,66758.89915423455,PAN-PRI-PRD
20,6,2,54,91975.1741229471,93725.05280565572,Movimiento Ciudadano
20,6,1,18,22540.645334049,22969.493609039193,Movimiento Ciudadano
20,99,1,43,82422.32617132853,83990.45662524503,
20,4,1,43,82802.48656042213,84377.8497765185,MORENA-PT-Partido Verde
20,5,1,25,65452.17412109492,66697.43802326852,MORENA-PT-Partido Verde
17,7,2,53,21636.670048763943,22048.319692748537,MORENA-PT-Partido Verde
17,7,1,57,22457.754272088638,22885.025498666637,MORENA-PT-Partido Verde
17,99,2,68,109826.44847013455,111915.95754481797,
17,7,1,46,18323.3709353692,18671.983226684948,MORENA-PT-Partido Verde
17,7,1,37,24787.353899756235,25258.94705088153,MORENA-PT-Partido Verde
17,7,1,28,17470.171453214087,17802.551151331092,MORENA-PT-Partido Verde
17,7,2,30,22601.877923940257,23031.891182903128,MORENA-PT-Partido Verde
17,2,2,21,61992.0149782349,63171.447434253525,PAN-PRI-PRD
17,7,2,37,61450.610853658545,62619.742796029204,MORENA-PT-Partido Verde
17,4,1,53,20778.075657740206,21173.390067393662,MORENA-PT-Partido Verde
10,1,2,57,130022.57011226928,132496.32159879876,PAN-PRI-PRD
10,7,2,41,21940.649345263046,22358.082363902824,MORENA-PT-Partido Verde
10,7,1,65,22067.722718432622,22487.573378451933,MORENA-PT-Partido Verde
10,7,2,21,20139.389931568996,20522.55299116702,MORENA-PT-Partido Verde
10,6,1,41,34471.37200580867,35127.20897064062,Movimiento Ciudadano
10,5,2,46,29772.231728824838,30338.6649444803,MORENA-PT-Partido Verde
10,99,1,48,31531.527258587255,32131.432047126076,
10,7,2,26,38691.22932040676,39427.35141032058,MORENA-PT-Partido Verde
10,99,1,25,33398.850268471804,34034.281912598424,
10,1,1,24,71779.57496063074,73145.22117196154,PAN-PRI-PRD
15,7,1,67,30050.532126241626,30622.26016125974,MORENA-PT-Partido Verde
15,7,2,38,35288.90782472259,35960.29886178664,MORENA-PT-Partido Verde
15,1,2,51,62256.9243915189,63441.396896002494,PAN-PRI-PRD
15,99,2,75,54625.737809468024,55665.02275816778,
15,1,1,45,48433.85487899147,49355.335821890876,PAN-PRI-PRD
15,1,1,34,71981.4823581481,73350.96996966288,PAN-PRI-PRD
15,1,1,43,59879.9416778834,61019.19076833793,PAN-PRI-PRD
15,1,2,18,30218.450461709843,30793.37323616143,PAN-PRI-PRD
15,2,2,32,41863.363926663544,42659.83763623019,PAN-PRI-PRD
15,95,1,24,32735.144858715114,33357.94913943409,Ninguno
13,2,2,24,133488.7684217374,136028.46625291495,PAN-PRI-PRD
13,6,1,50,93005.69698543352,94775.18193696746,Movimiento Ciudadano
13,7,2,37,138700.00544101006,141338.84994581476,MORENA-PT-Partido Verde
13,7,2,80,171981.03533945966,175253.0698905266,MORENA-PT-Partido Verde
13,7,1,26,103957.81946143786,105935.67461540877,MORENA-PT-Partido Verde
13,2,1,60,218355.95567120973,222510.29879385233,PAN-PRI-PRD
13,7,2,45,67772.029061337,69061.42948997676,MORENA-PT-Partido Verde
13,7,2,28,231871.96363047443,236283.4562984022,MORENA-PT-Partido Verde
13,1,1,18,104179.81453253148,106161.89326581362,PAN-PRI-PRD
13,95,1,36,132707.71391963225,135232.55175585684,Ninguno
31,7,2,34,16696.269858126285,17013.925649312187,MORENA-PT-Partido Verde
31,7,2,42,28656.34890971986,29201.551836048096,MORENA-PT-Partido Verde
31,7,2,75,26257.56686029396,26757.131628143215,MORENA-PT-Partido Verde
31,7,2,48,21452.45621520604,21860.60108887107,MORENA-PT-Partido Verde
31,7,1,74,21066.326251873576,21467.124788899033,MORENA-PT-Partido Verde
31,7,2,20,14915.063302890485,15198.830651784976,MORENA-PT-Partido Verde
31,1,1,39,28287.92371819637,28826.11715098499,PAN-PRI-PRD
31,1,1,45,38581.960977706396,39316.00417681724,PAN-PRI-PRD
31,95,1,50,19876.698266191146,20254.863471207722,Ninguno
31,7,1,65,21066.326251873576,21467.124788899033,MORENA-PT-Partido Verde
31,1,1,36,28287.92371819637,28826.11715098499,PAN-PRI-PRD
24,7,2,28,230534.48494671416,234920.53134112727,MORENA-PT-Partido Verde
24,4,2,35,138057.07263364343,140683.6849853182,MORENA-PT-Partido Verde
24,7,2,70,226761.4947064727,231075.75786965605,MORENA-PT-Partido Verde
24,2,1,83,219495.71404494467,223671.741702579,PAN-PRI-PRD
24,7,1,35,100517.18956332003,102429.58482584504,MORENA-PT-Partido Verde
24,1,2,24,194714.88997055765,198419.4487106147,PAN-PRI-PRD
24,95,1,45,159878.29724819222,162920.07049679066,Ninguno
24,6,1,34,157982.29262167466,160987.99333102655,Movimiento Ciudadano
24,4,2,23,108101.58769331267,110158.28033537956,MORENA-PT-Partido Verde
24,7,1,21,117688.03044835184,119927.11047897235,MORENA-PT-Partido Verde
15,7,2,69,43756.47199434136,44588.96313451667,MORENA-PT-Partido Verde
15,7,1,30,31863.990648479034,32470.220737342646,MORENA-PT-Partido Verde
15,99,1,36,33764.3121876539,34406.696947420874,
15,7,1,24,26221.603710637817,26720.484259625337,MORENA-PT-Partido Verde
15,6,2,35,44893.73870462885,45747.866974517296,Movimiento Ciudadano
15,3,2,33,44044.71060548199,44882.68564504622,PAN-PRI-PRD
15,7,2,54,27559.22761834967,28083.557203818033,MORENA-PT-Partido Verde
15,7,1,61,32462.893086265078,33080.51762606502,MORENA-PT-Partido Verde
15,2,2,24,33963.0328743852,34609.19840539659,PAN-PRI-PRD
15,1,1,54,42018.86855584097,42818.30082719622,PAN-PRI-PRD
5,2,1,20,146109.77528043094,148889.59476472792,PAN-PRI-PRD
5,7,2,64,153524.8814726525,156445.77746351247,MORENA-PT-Partido Verde
5,1,1,33,203511.47094999888,207383.38952039529,PAN-PRI-PRD
5,7,1,35,72920.18396996372,74307.53090010012,MORENA-PT-Partido Verde
5,7,2,39,79856.91884504394,81376.24100220494,MORENA-PT-Partido Verde
5,99,1,45,115983.69292645843,118190.3469907664,
5,7,2,46,121006.51629289701,123308.73235662225,MORENA-PT-Partido Verde
5,2,2,18,146250.8318900853,149033.33505458885,PAN-PRI-PRD
5,2,1,73,159233.14129961093,162262.64009858522,PAN-PRI-PRD
5,2,2,34,156841.29494607524,159825.28754203033,PAN-PRI-PRD
16,7,2,20,62641.73781057862,63833.53160371705,MORENA-PT-Partido Verde
16,95,1,74,118414.27923561039,120667.17655207228,Ninguno
16,7,2,22,62641.73781057862,63833.53160371705,MORENA-PT-Partido Verde
16,3,2,50,156625.7381184094,159605.6296262041,PAN-PRI-PRD
16,7,1,42,83667.66331327126,85259.48699678206,MORENA-PT-Partido Verde
16,7,2,40,74981.56663725212,76408.1325155535,MORENA-PT-Partido Verde
16,4,1,18,46448.86643652007,47332.58187373791,MORENA-PT-Partido Verde
16,4,1,18,46448.86643652007,47332.58187373791,MORENA-PT-Partido Verde
16,95,2,63,306844.70610166155,312682.5967632388,Ninguno
16,7,2,34,77213.18283505514,78682.20644882438,MORENA-PT-Partido Verde
16,7,1,42,83667.66331327126,85259.48699678206,MORENA-PT-Partido Verde
20,99,1,18,21025.094851342856,21425.10893811274,
20,95,1,36,34885.10101461715,35548.80940323095,Ninguno
20,95,2,25,49074.6608400857,50008.33347168551,Ninguno
20,7,2,61,73713.75172649663,75116.1967231894,MORENA-PT-Partido Verde
20,7,2,29,39309.93170601758,40057.82495185304,MORENA-PT-Partido Verde
20,7,1,77,47010.33229988221,47904.729936451506,MORENA-PT-Partido Verde
20,99,2,37,45425.91742585505,46290.17069097776,
20,5,1,51,42695.73146093116,43508.041424337855,MORENA-PT-Partido Verde
20,95,1,45,47579.865509306495,48485.09883095896,Ninguno
20,99,2,63,92024.5141172387,93775.33152069495,
13,95,2,42,228875.24483267174,233229.72326396062,Ninguno
13,6,2,34,240175.28039548022,244744.7482685806,Movimiento Ciudadano
13,7,2,46,133075.59401108322,135607.4309700163,MORENA-PT-Partido Verde
13,95,2,57,222381.31721827513,226612.24507618538,Ninguno
13,95,1,36,260581.80792734795,265539.5213010047,Ninguno
13,7,1,66,231920.0802052234,236332.48831766366,MORENA-PT-Partido Verde
13,1,1,54,324287.7472074293,330457.5013972212,PAN-PRI-PRD
13,6,1,33,312848.37886310165,318800.49272766145,Movimiento Ciudadano
13,6,2,20,194850.10707634472,198557.2383968096,Movimiento Ciudadano
13,7,1,24,202369.67552299003,206219.87080232674,MORENA-PT-Partido Verde
31,95,1,39,96557.03265074884,98394.08373232967,Ninguno
31,7,1,39,77344.40328798445,78815.92344362497,MORENA-PT-Partido Verde
31,7,2,46,132502.92499769028,135023.86661113106,MORENA-PT-Partido Verde
31,7,1,24,119859.54819568971,122139.9425554368,MORENA-PT-Partido Verde
31,7,1,29,143298.4342865129,146024.76644967138,MORENA-PT-Partido Verde
31,7,1,61,120872.27085308252,123171.93282288381,MORENA-PT-Partido Verde
31,2,2,58,208837.6785652157,212810.93118857173,PAN-PRI-PRD
31,95,2,29,135831.73020124287,138416.004179315,Ninguno
31,7,2,23,92124.16025153598,93876.87347794538,MORENA-PT-Partido Verde
31,7,2,42,176998.3824789634,180365.87484119393,MORENA-PT-Partido Verde
5,7,1,28,52652.937054683105,53654.68837521692,MORENA-PT-Partido Verde
5,7,2,25,50190.57203019795,51145.47549089912,MORENA-PT-Partido Verde
5,7,2,21,18765.700878575626,19122.728742307754,MORENA-PT-Partido Verde
5,95,1,36,27320.056987127657,27839.836218730463,Ninguno
5,2,2,37,41013.887606521006,41794.199558110486,PAN-PRI-PRD
5,7,1,45,27881.79583852881,28412.26246323187,MORENA-PT-Partido Verde
5,2,2,57,60324.592333635665,61472.30114934946,PAN-PRI-PRD
5,7,2,49,36315.128543749925,37006.043998974674,MORENA-PT-Partido Verde
5,7,1,19,67888.00205132242,69179.60893039708,MORENA-PT-Partido Verde
5,7,1,64,38179.989281491464,38906.384746211304,MORENA-PT-Partido Verde
19,7,1,65,38885.09515004441,39624.9056448547,MORENA-PT-Partido Verde
19,7,2,53,50808.098810006035,51774.75106007665,MORENA-PT-Partido Verde
19,2,2,82,117653.68977334627,119892.11645358484,PAN-PRI-PRD
19,6,1,47,49394.516084637784,50334.27413960679,Movimiento Ciudadano
19,6,1,23,45391.708882683226,46255.31131130539,Movimiento Ciudadano
19,7,1,32,37649.35461836631,38365.654464413354,MORENA-PT-Partido Verde
19,7,2,34,38301.000832225734,39029.698608792336,MORENA-PT-Partido Verde
19,7,2,20,26132.154943593683,26629.33368019392,MORENA-PT-Partido Verde
19,7,2,36,33373.50440547246,34008.45383050267,MORENA-PT-Partido Verde
19,6,1,41,70600.77236497372,71943.99120334294,Movimiento Ciudadano
8,7,2,56,57380.48993131454,58472.18556648631,MORENA-PT-Partido Verde
8,1,1,60,131748.65507177744,134255.2462816778,PAN-PRI-PRD
8,1,2,36,134862.02967826137,137427.85456623984,PAN-PRI-PRD
8,2,2,71,93854.88942877989,95640.53073737756,PAN-PRI-PRD
8,1,2,25,87136.33204962278,88794.14907902283,PAN-PRI-PRD
8,7,2,40,21873.3651212567,22289.51802022947,MORENA-PT-Partido Verde
8,7,1,54,22174.301810495166,22596.18019683303,MORENA-PT-Partido Verde
8,7,1,44,27013.268665354084,27527.211079038418,MORENA-PT-Partido Verde
8,7,1,55,149557.25632553053,152402.66604814332,MORENA-PT-Partido Verde
8,6,1,33,37383.28568132632,38094.52341832604,Movimiento Ciudadano
9,99,1,35,38266.7595240793,38994.80584077355,
9,1,1,67,48931.025130216825,49861.965012798515,PAN-PRI-PRD
9,7,1,24,32768.1950342608,33391.62811289399,MORENA-PT-Partido Verde
9,1,1,34,82565.33915057372,84136.19050571295,PAN-PRI-PRD
9,1,2,35,171665.6201571995,174931.6537595441,PAN-PRI-PRD
9,2,2,41,25252.327610538847,25732.76714431334,PAN-PRI-PRD
9,1,2,27,67663.52623067565,68950.8623328034,PAN-PRI-PRD
9,1,2,55,44623.970248213926,45472.966023647765,PAN-PRI-PRD
9,1,2,24,101193.66273175641,103118.92827137694,PAN-PRI-PRD
9,1,1,46,51187.33225421285,52161.19963082295,PAN-PRI-PRD
9,1,1,27,48803.8731447378,49732.393890297186,PAN-PRI-PRD
16,99,2,58,108254.87834662329,110314.48742836037,
16,7,2,23,74559.37684673618,75977.9103301927,MORENA-PT-Partido Verde
16,7,2,34,91903.05054983021,93651.55704157187,MORENA-PT-Partido Verde
16,7,2,43,89246.86764551148,90944.83878479563,MORENA-PT-Partido Verde
16,7,2,18,50255.886064189355,51212.032160600145,MORENA-PT-Partido Verde
16,7,1,43,99585.50092789026,101480.17029755768,MORENA-PT-Partido Verde
16,7,1,24,98513.24238395406,100387.51144031654,MORENA-PT-Partido Verde
16,4,1,27,124625.75248685582,126996.82652583242,MORENA-PT-Partido Verde
16,7,1,50,69880.99781503512,71210.52254351758,MORENA-PT-Partido Verde
16,95,1,58,149475.92329311464,152319.78560969114,Ninguno
30,7,2,23,19525.7964276126,19897.285530595043,MORENA-PT-Partido Verde
30,7,2,40,37514.96214309676,38228.70509778879,MORENA-PT-Partido Verde
30,7,2,34,21857.63209513693,22273.4856645647,MORENA-PT-Partido Verde
30,7,1,42,36815.70728472063,37516.14652803488,MORENA-PT-Partido Verde
30,3,1,20,45741.14678185731,46611.39746025476,PAN-PRI-PRD
30,99,2,53,50329.356499562964,51286.90041174193,
30,7,1,30,35173.43350269513,35842.62757675864,MORENA-PT-Partido Verde
30,7,2,55,25864.52531608167,26356.612250633032,MORENA-PT-Partido Verde
30,7,1,45,22358.740396858313,22784.127829562472,MORENA-PT-Partido Verde
30,6,1,37,20855.07064780236,21251.849929831107,Movimiento Ciudadano
20,7,1,18,17183.936324892275,17510.870240991808,MORENA-PT-Partido Verde
20,7,2,37,37126.875196753346,37833.23458211899,MORENA-PT-Partido Verde
20,99,2,77,74636.92207135064,76056.93089569987,
20,7,1,70,47965.947703848935,48878.52645331326,MORENA-PT-Partido Verde
20,7,2,33,38015.760189463945,38739.03110465223,MORENA-PT-Partido Verde
20,7,1,18,17183.936324892275,17510.870240991808,MORENA-PT-Partido Verde
20,3,2,24,61146.06619470017,62309.4040060814,PAN-PRI-PRD
20,7,2,49,48845.12755735789,49774.4331909906,MORENA-PT-Partido Verde
20,7,1,48,38887.30990465144,39627.16253639608,MORENA-PT-Partido Verde
20,6,1,30,77825.67380732739,79306.35040143563,Movimiento Ciudadano
2,7,1,67,61569.61941938987,62741.015565707065,MORENA-PT-Partido Verde
2,7,2,54,68970.68387579043,70282.88937686129,MORENA-PT-Partido Verde
2,7,2,27,107949.70983281327,110003.51291437648,MORENA-PT-Partido Verde
2,1,1,35,247328.3513582736,252033.91037241343,PAN-PRI-PRD
2,7,2,35,167075.16404227153,170253.86167188195,MORENA-PT-Partido Verde
2,7,1,21,88652.13780903474,90338.79388343595,MORENA-PT-Partido Verde
2,7,2,77,153482.9604887403,156403.05890963852,MORENA-PT-Partido Verde
2,1,1,45,159191.38457049316,162220.08892454428,PAN-PRI-PRD
2,7,1,27,74642.37507930289,76062.4876501518,MORENA-PT-Partido Verde
2,7,2,19,140149.85221427,142816.2808577938,MORENA-PT-Partido Verde
8,7,2,64,8665.414176249382,8830.278485433406,MORENA-PT-Partido Verde
8,7,1,30,18742.275841134062,19098.858030541007,MORENA-PT-Partido Verde
8,7,2,24,12805.744997498072,13049.381396135059,MORENA-PT-Partido Verde
8,7,1,65,14031.886306782833,14298.850723654803,MORENA-PT-Partido Verde
8,7,1,24,20204.067043459185,20588.460620970713,MORENA-PT-Partido Verde
8,99,2,52,19623.168715530814,19996.510380278316,
8,95,2,40,17416.586172727242,17747.946381172987,Ninguno
8,2,2,32,21333.9678300628,21739.858396505388,PAN-PRI-PRD
8,6,1,54,17992.434253168107,18334.75029061935,Movimiento Ciudadano
8,6,1,18,17029.287181730615,17353.278812137316,Movimiento Ciudadano
21,95,2,57,35133.63519610057,35802.072085315216,Ninguno
21,7,2,50,38119.51859592837,38844.7635723278,MORENA-PT-Partido Verde
21,7,1,72,30859.165473183293,31446.278205968316,MORENA-PT-Partido Verde
21,2,2,20,109217.62740920913,111295.5533256517,PAN-PRI-PRD
21,1,2,42,47490.08625333509,48393.61147486519,PAN-PRI-PRD
21,5,2,28,51279.66803339267,52255.29214939661,MORENA-PT-Partido Verde
21,7,1,43,25832.00321450843,26323.4713980457,MORENA-PT-Partido Verde
21,4,1,54,36606.845676240395,37303.31121165139,MORENA-PT-Partido Verde
21,2,1,34,89112.2052985287,90807.61441199887,PAN-PRI-PRD
21,7,1,24,46684.531270629166,47572.73036197871,MORENA-PT-Partido Verde
21,7,2,21,48175.35839116826,49091.921295065185,MORENA-PT-Partido Verde
21,1,1,36,74469.6904448897,75886.51759482505,PAN-PRI-PRD
21,7,2,32,30058.91400081415,30630.80150564328,MORENA-PT-Partido Verde
21,95,2,45,26828.281426520116,27338.704355420698,Ninguno
21,7,2,40,15869.166402130111,16171.086091483712,MORENA-PT-Partido Verde
21,99,1,71,29081.109432201378,29634.39366297545,
21,7,2,64,21239.36256118817,21643.453209937157,MORENA-PT-Partido Verde
21,7,1,45,24368.79948669597,24832.4294080481,MORENA-PT-Partido Verde
21,1,1,22,79609.59210966469,81124.20873855647,PAN-PRI-PRD
21,4,1,47,30562.414644995082,31143.881528742317,MORENA-PT-Partido Verde
2,1,2,32,123567.17226984497,125918.10623327023,PAN-PRI-PRD
2,7,1,37,109484.66211868273,111567.66851852862,MORENA-PT-Partido Verde
2,7,1,92,61569.61941938987,62741.015565707065,MORENA-PT-Partido Verde
2,7,2,51,68970.68387579043,70282.88937686129,MORENA-PT-Partido Verde
2,7,2,55,160585.776806284,163641.01024573247,MORENA-PT-Partido Verde
2,7,2,23,56189.512132562515,57258.54875478336,MORENA-PT-Partido Verde
2,7,1,28,74642.37507930289,76062.4876501518,MORENA-PT-Partido Verde
2,7,2,42,61215.08083268496,62379.73168581855,MORENA-PT-Partido Verde
2,3,1,45,126881.45120119417,129295.4411588681,PAN-PRI-PRD
2,7,1,50,62057.28612003468,63237.960395715185,MORENA-PT-Partido Verde
11,7,1,54,22879.056564686838,23314.34330096975,MORENA-PT-Partido Verde
11,7,2,44,67887.45702944322,69179.05353917445,MORENA-PT-Partido Verde
11,1,2,57,91567.54645284201,93309.66979312045,PAN-PRI-PRD
11,7,1,67,32109.892540232155,32720.80104892503,MORENA-PT-Partido Verde
11,1,2,18,66623.02603453444,67890.56604353224,PAN-PRI-PRD
11,1,1,44,103523.32237671735,105492.91098274746,PAN-PRI-PRD
11,6,2,37,35059.44652573289,35726.47193436038,Movimiento Ciudadano
11,95,1,32,38812.19812316816,39550.62171162485,Ninguno
11,3,2,30,56946.23369487673,58029.667364379806,PAN-PRI-PRD
28,1,1,28,255788.25655454153,260654.76995557814,PAN-PRI-PRD
