columnas,genero,indice_gap,min,max,estado,total
_30_34_MUJERES,2,3034,30,34,30,158415
_30_34_NOBINARIO,9,3034,30,34,30,1
_35_39_HOMBRES,1,3539,35,39,30,133425
_35_39_MUJERES,2,3539,35,39,30,150992
_35_39_NOBINARIO,9,3539,35,39,30,0
_40_44_HOMBRES,1,4044,40,44,30,126763
_40_44_MUJERES,2,4044,40,44,30,146088
_40_44_NOBINARIO,9,4044,40,44,30,0
_45_49_HOMBRES,1,4549,45,49,30,118915
_45_49_MUJERES,2,4549,45,49,30,138918
_45_49_NOBINARIO,9,4549,45,49,30,1
_50_54_HOMBRES,1,5054,50,54,30,113139
_50_54_MUJERES,2,5054,50,54,30,132166
_50_54_NOBINARIO,9,5054,50,54,30,0
_55_59_HOMBRES,1,5559,55,59,30,99578
_55_59_MUJERES,2,5559,55,59,30,116267
_55_59_NOBINARIO,9,5559,55,59,30,0
_60_64_HOMBRES,1,6064,60,64,30,85427
_60_64_MUJERES,2,6064,60,64,30,99258
_60_64_NOBINARIO,9,6064,60,64,30,0
_65_Y_MAS_HOMBRES,1,65,65,100,30,191729
_65_Y_MAS_MUJERES,2,65,65,100,30,234342
_65_Y_MAS_NOBINARIO,9,65,65,100,30,0
_18_HOMBRES,1,18,18,18,31,13986
_18_MUJERES,2,18,18,18,31,14538
_18_NOBINARIO,9,18,18,18,31,0
_19_HOMBRES,1,19,19,19,31,18749
_19_MUJERES,2,19,19,19,31,18888
_19_NOBINARIO,9,19,19,19,31,0
_20_24_HOMBRES,1,2024,20,24,31,100315
_20_24_MUJERES,2,2024,20,24,31,99612
_20_24_NOBINARIO,9,2024,20,24,31,0
_25_29_HOMBRES,1,2529,25,29,31,99211
_25_29_MUJERES,2,2529,25,29,31,97208
_25_29_NOBINARIO,9,2529,25,29,31,0
_30_34_HOMBRES,1,3034,30,34,31,97911
_30_34_MUJERES,2,3034,30,34,31,99619
_30_34_NOBINARIO,9,3034,30,34,31,0
_35_39_HOMBRES,1,3539,35,39,31,91438
_35_39_MUJERES,2,3539,35,39,31,94442
_35_39_NOBINARIO,9,3539,35,39,31,0
_40_44_HOMBRES,1,4044,40,44,31,84403
_40_44_MUJERES,2,4044,40,44,31,88412
_40_44_NOBINARIO,9,4044,40,44,31,0
_45_49_HOMBRES,1,4549,45,49,31,78942
_45_49_MUJERES,2,4549,45,49,31,84523
_45_49_NOBINARIO,9,4549,45,49,31,0
_50_54_HOMBRES,1,5054,50,54,31,68308
_50_54_MUJERES,2,5054,50,54,31,74170
_50_54_NOBINARIO,9,5054,50,54,31,0
_55_59_HOMBRES,1,5559,55,59,31,55450
_55_59_MUJERES,2,5559,55,59,31,61593
_55_59_NOBINARIO,9,5559,55,59,31,0
_60_64_HOMBRES,1,6064,60,64,31,46113
_60_64_MUJERES,2,6064,60,64,31,51946
_60_64_NOBINARIO,9,6064,60,64,31,0
_65_Y_MAS_HOMBRES,1,65,65,100,31,108428
_65_Y_MAS_MUJERES,2,65,65,100,31,125661
_65_Y_MAS_NOBINARIO,9,65,65,100,31,0
_18_HOMBRES,1,18,18,18,32,9131
_18_MUJERES,2,18,18,18,32,9468
_18_NOBINARIO,9,18,18,18,32,0
_19_HOMBRES,1,19,19,19,32,13056
_19_MUJERES,2,19,19,19,32,13521
_19_NOBINARIO,9,19,19,19,32,0
_20_24_HOMBRES,1,2024,20,24,32,70223
_20_24_MUJERES,2,2024,20,24,32,72167
_20_24_NOBINARIO,9,2024,20,24,32,0
_25_29_HOMBRES,1,2529,25,29,32,69514
_25_29_MUJERES,2,2529,25,29,32,70855
_25_29_NOBINARIO,9,2529,25,29,32,0
_30_34_HOMBRES,1,3034,30,34,32,63557
_30_34_MUJERES,2,3034,30,34,32,68635
_30_34_NOBINARIO,9,3034,30,34,32,0
_35_39_HOMBRES,1,3539,35,39,32,62013
_35_39_MUJERES,2,3539,35,39,32,67210
_35_39_NOBINARIO,9,3539,35,39,32,0
_40_44_HOMBRES,1,4044,40,44,32,57912
_40_44_MUJERES,2,4044,40,44,32,62160
_40_44_NOBINARIO,9,4044,40,44,32,0
_45_49_HOMBRES,1,4549,45,49,32,57862
_45_49_MUJERES,2,4549,45,49,32,61971
_45_49_NOBINARIO,9,4549,45,49,32,0
_50_54_HOMBRES,1,5054,50,54,32,55369
_50_54_MUJERES,2,5054,50,54,32,58015
_50_54_NOBINARIO,9,5054,50,54,32,0
_55_59_HOMBRES,1,5559,55,59,32,49162
_55_59_MUJERES,2,5559,55,59,32,52222
_55_59_NOBINARIO,9,5559,55,59,32,0
_60_64_HOMBRES,1,6064,60,64,32,40524
_60_64_MUJERES,2,6064,60,64,32,43644
_60_64_NOBINARIO,9,6064,60,64,32,0
_65_Y_MAS_HOMBRES,1,65,65,100,32,96037
_65_Y_MAS_MUJERES,2,65,65,100,32,102649
_65_Y_MAS_NOBINARIO,9,65,65,100,32,0
