"estado","columnas","total","digitos","min","max","genero"
20,"LISTA_25_29_MUJERES",186158,"2529","25","29",2
20,"LISTA_25_29_NOBINARIO",0,"2529","25","29",9
20,"LISTA_30_34_HOMBRES",161304,"3034","30","34",1
20,"LISTA_30_34_MUJERES",185416,"3034","30","34",2
20,"LISTA_30_34_NOBINARIO",0,"3034","30","34",9
20,"LISTA_35_39_HOMBRES",146354,"3539","35","39",1
20,"LISTA_35_39_MUJERES",167434,"3539","35","39",2
20,"LISTA_35_39_NOBINARIO",0,"3539","35","39",9
20,"LISTA_40_44_HOMBRES",139117,"4044","40","44",1
20,"LISTA_40_44_MUJERES",158354,"4044","40","44",2
20,"LISTA_40_44_NOBINARIO",0,"4044","40","44",9
20,"LISTA_45_49_HOMBRES",127780,"4549","45","49",1
20,"LISTA_45_49_MUJERES",146719,"4549","45","49",2
20,"LISTA_45_49_NOBINARIO",0,"4549","45","49",9
20,"LISTA_50_54_HOMBRES",113311,"5054","50","54",1
20,"LISTA_50_54_MUJERES",131149,"5054","50","54",2
20,"LISTA_50_54_NOBINARIO",0,"5054","50","54",9
20,"LISTA_55_59_HOMBRES",96018,"5559","55","59",1
20,"LISTA_55_59_MUJERES",113421,"5559","55","59",2
20,"LISTA_55_59_NOBINARIO",0,"5559","55","59",9
20,"LISTA_60_64_HOMBRES",83228,"6064","60","64",1
20,"LISTA_60_64_MUJERES",98669,"6064","60","64",2
20,"LISTA_60_64_NOBINARIO",0,"6064","60","64",9
20,"LISTA_65_Y_MAS_HOMBRES",210601,"65","65","100",1
20,"LISTA_65_Y_MAS_MUJERES",254932,"65","65","100",2
20,"LISTA_65_Y_MAS_NOBINARIO",0,"65","65","100",9
21,"LISTA_18_HOMBRES",36346,"18","18","18",1
21,"LISTA_18_MUJERES",37768,"18","18","18",2
21,"LISTA_18_NOBINARIO",0,"18","18","18",9
21,"LISTA_19_HOMBRES",55348,"19","19","19",1
21,"LISTA_19_MUJERES",57542,"19","19","19",2
21,"LISTA_19_NOBINARIO",0,"19","19","19",9
21,"LISTA_20_24_HOMBRES",309713,"2024","20","24",1
21,"LISTA_20_24_MUJERES",319898,"2024","20","24",2
21,"LISTA_20_24_NOBINARIO",1,"2024","20","24",9
21,"LISTA_25_29_HOMBRES",300178,"2529","25","29",1
21,"LISTA_25_29_MUJERES",310645,"2529","25","29",2
21,"LISTA_25_29_NOBINARIO",0,"2529","25","29",9
21,"LISTA_30_34_HOMBRES",272227,"3034","30","34",1
21,"LISTA_30_34_MUJERES",301214,"3034","30","34",2
21,"LISTA_30_34_NOBINARIO",0,"3034","30","34",9
21,"LISTA_35_39_HOMBRES",237296,"3539","35","39",1
21,"LISTA_35_39_MUJERES",269829,"3539","35","39",2
21,"LISTA_35_39_NOBINARIO",0,"3539","35","39",9
21,"LISTA_40_44_HOMBRES",221495,"4044","40","44",1
21,"LISTA_40_44_MUJERES",256208,"4044","40","44",2
21,"LISTA_40_44_NOBINARIO",0,"4044","40","44",9
21,"LISTA_45_49_HOMBRES",202105,"4549","45","49",1
21,"LISTA_45_49_MUJERES",236393,"4549","45","49",2
21,"LISTA_45_49_NOBINARIO",0,"4549","45","49",9
21,"LISTA_50_54_HOMBRES",177586,"5054","50","54",1
21,"LISTA_50_54_MUJERES",209130,"5054","50","54",2
21,"LISTA_50_54_NOBINARIO",0,"5054","50","54",9
21,"LISTA_55_59_HOMBRES",143936,"5559","55","59",1
21,"LISTA_55_59_MUJERES",175371,"5559","55","59",2
21,"LISTA_55_59_NOBINARIO",0,"5559","55","59",9
21,"LISTA_60_64_HOMBRES",119109,"6064","60","64",1
21,"LISTA_60_64_MUJERES",146062,"6064","60","64",2
21,"LISTA_60_64_NOBINARIO",0,"6064","60","64",9
21,"LISTA_65_Y_MAS_HOMBRES",273257,"65","65","100",1
21,"LISTA_65_Y_MAS_MUJERES",352410,"65","65","100",2
21,"LISTA_65_Y_MAS_NOBINARIO",0,"65","65","100",9
22,"LISTA_18_HOMBRES",15331,"18","18","18",1
22,"LISTA_18_MUJERES",15658,"18","18","18",2
22,"LISTA_18_NOBINARIO",0,"18","18","18",9
22,"LISTA_19_HOMBRES",20604,"19","19","19",1
22,"LISTA_19_MUJERES",20848,"19","19","19",2
22,"LISTA_19_NOBINARIO",0,"19","19","19",9
22,"LISTA_20_24_HOMBRES",111061,"2024","20","24",1
22,"LISTA_20_24_MUJERES",110637,"2024","20","24",2
22,"LISTA_20_24_NOBINARIO",1,"2024","20","24",9
22,"LISTA_25_29_HOMBRES",114560,"2529","25","29",1
22,"LISTA_25_29_MUJERES",111698,"2529","25","29",2
22,"LISTA_25_29_NOBINARIO",0,"2529","25","29",9
22,"LISTA_30_34_HOMBRES",116416,"3034","30","34",1
22,"LISTA_30_34_MUJERES",117822,"3034","30","34",2
22,"LISTA_30_34_NOBINARIO",1,"3034","30","34",9
22,"LISTA_35_39_HOMBRES",101573,"3539","35","39",1
22,"LISTA_35_39_MUJERES",105288,"3539","35","39",2
22,"LISTA_35_39_NOBINARIO",0,"3539","35","39",9
22,"LISTA_40_44_HOMBRES",92298,"4044","40","44",1
22,"LISTA_40_44_MUJERES",98981,"4044","40","44",2
22,"LISTA_40_44_NOBINARIO",0,"4044","40","44",9
22,"LISTA_45_49_HOMBRES",82960,"4549","45","49",1
22,"LISTA_45_49_MUJERES",90736,"4549","45","49",2
22,"LISTA_45_49_NOBINARIO",0,"4549","45","49",9
22,"LISTA_50_54_HOMBRES",73830,"5054","50","54",1
22,"LISTA_50_54_MUJERES",81402,"5054","50","54",2
22,"LISTA_50_54_NOBINARIO",0,"5054","50","54",9
22,"LISTA_55_59_HOMBRES",57734,"5559","55","59",1
22,"LISTA_55_59_MUJERES",65694,"5559","55","59",2
22,"LISTA_55_59_NOBINARIO",0,"5559","55","59",9
22,"LISTA_60_64_HOMBRES",46303,"6064","60","64",1
22,"LISTA_60_64_MUJERES",53181,"6064","60","64",2
22,"LISTA_60_64_NOBINARIO",0,"6064","60","64",9
22,"LISTA_65_Y_MAS_HOMBRES",90208,"65","65","100",1
22,"LISTA_65_Y_MAS_MUJERES",113284,"65","65","100",2
22,"LISTA_65_Y_MAS_NOBINARIO",0,"65","65","100",9
23,"LISTA_18_HOMBRES",11547,"18","18","18",1
23,"LISTA_18_MUJERES",11676,"18","18","18",2
23,"LISTA_18_NOBINARIO",0,"18","18","18",9
23,"LISTA_19_HOMBRES",15472,"19","19","19",1
23,"LISTA_19_MUJERES",15200,"19","19","19",2
23,"LISTA_19_NOBINARIO",0,"19","19","19",9
23,"LISTA_20_24_HOMBRES",84919,"2024","20","24",1
23,"LISTA_20_24_MUJERES",83276,"2024","20","24",2
23,"LISTA_20_24_NOBINARIO",0,"2024","20","24",9
23,"LISTA_25_29_HOMBRES",97825,"2529","25","29",1
23,"LISTA_25_29_MUJERES",93575,"2529","25","29",2
23,"LISTA_25_29_NOBINARIO",0,"2529","25","29",9
23,"LISTA_30_34_HOMBRES",105960,"3034","30","34",1
23,"LISTA_30_34_MUJERES",99670,"3034","30","34",2
23,"LISTA_30_34_NOBINARIO",0,"3034","30","34",9
23,"LISTA_35_39_HOMBRES",93001,"3539","35","39",1
23,"LISTA_35_39_MUJERES",88440,"3539","35","39",2
23,"LISTA_35_39_NOBINARIO",1,"3539","35","39",9
23,"LISTA_40_44_HOMBRES",80174,"4044","40","44",1
23,"LISTA_40_44_MUJERES",77065,"4044","40","44",2
23,"LISTA_40_44_NOBINARIO",0,"4044","40","44",9
23,"LISTA_45_49_HOMBRES",68284,"4549","45","49",1
23,"LISTA_45_49_MUJERES",67064,"4549","45","49",2
23,"LISTA_45_49_NOBINARIO",0,"4549","45","49",9
23,"LISTA_50_54_HOMBRES",57890,"5054","50","54",1
23,"LISTA_50_54_MUJERES",56720,"5054","50","54",2
23,"LISTA_50_54_NOBINARIO",0,"5054","50","54",9
23,"LISTA_55_59_HOMBRES",43881,"5559","55","59",1
23,"LISTA_55_59_MUJERES",43889,"5559","55","59",2
23,"LISTA_55_59_NOBINARIO",0,"5559","55","59",9
23,"LISTA_60_64_HOMBRES",31130,"6064","60","64",1
23,"LISTA_60_64_MUJERES",32278,"6064","60","64",2
23,"LISTA_60_64_NOBINARIO",0,"6064","60","64",9
23,"LISTA_65_Y_MAS_HOMBRES",49496,"65","65","100",1
23,"LISTA_65_Y_MAS_MUJERES",54079,"65","65","100",2
23,"LISTA_65_Y_MAS_NOBINARIO",0,"65","65","100",9
24,"LISTA_18_HOMBRES",16737,"18","18","18",1
24,"LISTA_18_MUJERES",16711,"18","18","18",2
24,"LISTA_18_NOBINARIO",0,"18","18","18",9
24,"LISTA_19_HOMBRES",23472,"19","19","19",1
24,"LISTA_19_MUJERES",24144,"19","19","19",2
24,"LISTA_19_NOBINARIO",0,"19","19","19",9
24,"LISTA_20_24_HOMBRES",128240,"2024","20","24",1
24,"LISTA_20_24_MUJERES",130252,"2024","20","24",2
24,"LISTA_20_24_NOBINARIO",0,"2024","20","24",9
24,"LISTA_25_29_HOMBRES",123655,"2529","25","29",1
24,"LISTA_25_29_MUJERES",125690,"2529","25","29",2
24,"LISTA_25_29_NOBINARIO",0,"2529","25","29",9
24,"LISTA_30_34_HOMBRES",115600,"3034","30","34",1
24,"LISTA_30_34_MUJERES",123382,"3034","30","34",2
24,"LISTA_30_34_NOBINARIO",0,"3034","30","34",9
24,"LISTA_35_39_HOMBRES",103048,"3539","35","39",1
24,"LISTA_35_39_MUJERES",111568,"3539","35","39",2
24,"LISTA_35_39_NOBINARIO",0,"3539","35","39",9
24,"LISTA_40_44_HOMBRES",96087,"4044","40","44",1
24,"LISTA_40_44_MUJERES",105289,"4044","40","44",2
24,"LISTA_40_44_NOBINARIO",0,"4044","40","44",9
24,"LISTA_45_49_HOMBRES",90887,"4549","45","49",1
24,"LISTA_45_49_MUJERES",99290,"4549","45","49",2
24,"LISTA_45_49_NOBINARIO",0,"4549","45","49",9
24,"LISTA_50_54_HOMBRES",83739,"5054","50","54",1
24,"LISTA_50_54_MUJERES",92258,"5054","50","54",2
24,"LISTA_50_54_NOBINARIO",0,"5054","50","54",9
24,"LISTA_55_59_HOMBRES",72367,"5559","55","59",1
24,"LISTA_55_59_MUJERES",80994,"5559","55","59",2
24,"LISTA_55_59_NOBINARIO",0,"5559","55","59",9
24,"LISTA_60_64_HOMBRES",61347,"6064","60","64",1
24,"LISTA_60_64_MUJERES",68917,"6064","60","64",2
24,"LISTA_60_64_NOBINARIO",0,"6064","60","64",9
24,"LISTA_65_Y_MAS_HOMBRES",147130,"65","65","100",1
24,"LISTA_65_Y_MAS_MUJERES",167446,"65","65","100",2
24,"LISTA_65_Y_MAS_NOBINARIO",0,"65","65","100",9
25,"LISTA_18_HOMBRES",17460,"18","18","18",1
25,"LISTA_18_MUJERES",18020,"18","18","18",2
25,"LISTA_18_NOBINARIO",0,"18","18","18",9
25,"LISTA_19_HOMBRES",24930,"19","19","19",1
25,"LISTA_19_MUJERES",25085,"19","19","19",2
25,"LISTA_19_NOBINARIO",0,"19","19","19",9
25,"LISTA_20_24_HOMBRES",133442,"2024","20","24",1
25,"LISTA_20_24_MUJERES",134022,"2024","20","24",2
25,"LISTA_20_24_NOBINARIO",0,"2024","20","24",9
25,"LISTA_25_29_HOMBRES",131897,"2529","25","29",1
25,"LISTA_25_29_MUJERES",131571,"2529","25","29",2
25,"LISTA_25_29_NOBINARIO",0,"2529","25","29",9
25,"LISTA_30_34_HOMBRES",120619,"3034","30","34",1
25,"LISTA_30_34_MUJERES",124308,"3034","30","34",2
25,"LISTA_30_34_NOBINARIO",0,"3034","30","34",9
25,"LISTA_35_39_HOMBRES",110265,"3539","35","39",1
25,"LISTA_35_39_MUJERES",113759,"3539","35","39",2
25,"LISTA_35_39_NOBINARIO",0,"3539","35","39",9
25,"LISTA_40_44_HOMBRES",103317,"4044","40","44",1
25,"LISTA_40_44_MUJERES",107600,"4044","40","44",2
25,"LISTA_40_44_NOBINARIO",0,"4044","40","44",9
25,"LISTA_45_49_HOMBRES",102758,"4549","45","49",1
25,"LISTA_45_49_MUJERES",107781,"4549","45","49",2
25,"LISTA_45_49_NOBINARIO",0,"4549","45","49",9
25,"LISTA_50_54_HOMBRES",97626,"5054","50","54",1
25,"LISTA_50_54_MUJERES",103622,"5054","50","54",2
25,"LISTA_50_54_NOBINARIO",0,"5054","50","54",9
25,"LISTA_55_59_HOMBRES",82486,"5559","55","59",1
25,"LISTA_55_59_MUJERES",90083,"5559","55","59",2
25,"LISTA_55_59_NOBINARIO",0,"5559","55","59",9
25,"LISTA_60_64_HOMBRES",69303,"6064","60","64",1
25,"LISTA_60_64_MUJERES",77801,"6064","60","64",2
25,"LISTA_60_64_NOBINARIO",0,"6064","60","64",9
25,"LISTA_65_Y_MAS_HOMBRES",160683,"65","65","100",1
25,"LISTA_65_Y_MAS_MUJERES",186149,"65","65","100",2
25,"LISTA_65_Y_MAS_NOBINARIO",0,"65","65","100",9
26,"LISTA_18_HOMBRES",18293,"18","18","18",1
26,"LISTA_18_MUJERES",18778,"18","18","18",2
26,"LISTA_18_NOBINARIO",0,"18","18","18",9
26,"LISTA_19_HOMBRES",23952,"19","19","19",1
26,"LISTA_19_MUJERES",23886,"19","19","19",2
26,"LISTA_19_NOBINARIO",0,"19","19","19",9
26,"LISTA_20_24_HOMBRES",130177,"2024","20","24",1
26,"LISTA_20_24_MUJERES",128606,"2024","20","24",2
26,"LISTA_20_24_NOBINARIO",0,"2024","20","24",9
26,"LISTA_25_29_HOMBRES",129095,"2529","25","29",1
26,"LISTA_25_29_MUJERES",125896,"2529","25","29",2
26,"LISTA_25_29_NOBINARIO",0,"2529","25","29",9
26,"LISTA_30_34_HOMBRES",120454,"3034","30","34",1
26,"LISTA_30_34_MUJERES",119361,"3034","30","34",2
26,"LISTA_30_34_NOBINARIO",1,"3034","30","34",9
26,"LISTA_35_39_HOMBRES",110932,"3539","35","39",1
26,"LISTA_35_39_MUJERES",109763,"3539","35","39",2
26,"LISTA_35_39_NOBINARIO",0,"3539","35","39",9
26,"LISTA_40_44_HOMBRES",106068,"4044","40","44",1
26,"LISTA_40_44_MUJERES",106702,"4044","40","44",2
26,"LISTA_40_44_NOBINARIO",0,"4044","40","44",9
26,"LISTA_45_49_HOMBRES",103909,"4549","45","49",1
26,"LISTA_45_49_MUJERES",105297,"4549","45","49",2
26,"LISTA_45_49_NOBINARIO",0,"4549","45","49",9
26,"LISTA_50_54_HOMBRES",97907,"5054","50","54",1
26,"LISTA_50_54_MUJERES",100526,"5054","50","54",2
26,"LISTA_50_54_NOBINARIO",0,"5054","50","54",9
26,"LISTA_55_59_HOMBRES",82385,"5559","55","59",1
26,"LISTA_55_59_MUJERES",86786,"5559","55","59",2
26,"LISTA_55_59_NOBINARIO",1,"5559","55","59",9
26,"LISTA_60_64_HOMBRES",69394,"6064","60","64",1
26,"LISTA_60_64_MUJERES",74968,"6064","60","64",2
26,"LISTA_60_64_NOBINARIO",0,"6064","60","64",9
26,"LISTA_65_Y_MAS_HOMBRES",142919,"65","65","100",1
26,"LISTA_65_Y_MAS_MUJERES",166528,"65","65","100",2
26,"LISTA_65_Y_MAS_NOBINARIO",0,"65","65","100",9
27,"LISTA_18_HOMBRES",16161,"18","18","18",1
27,"LISTA_18_MUJERES",16070,"18","18","18",2
27,"LISTA_18_NOBINARIO",0,"18","18","18",9
27,"LISTA_19_HOMBRES",21021,"19","19","19",1
27,"LISTA_19_MUJERES",21260,"19","19","19",2
27,"LISTA_19_NOBINARIO",0,"19","19","19",9
27,"LISTA_20_24_HOMBRES",105597,"2024","20","24",1
27,"LISTA_20_24_MUJERES",106923,"2024","20","24",2
27,"LISTA_20_24_NOBINARIO",1,"2024","20","24",9
27,"LISTA_25_29_HOMBRES",96631,"2529","25","29",1
27,"LISTA_25_29_MUJERES",100735,"2529","25","29",2
27,"LISTA_25_29_NOBINARIO",0,"2529","25","29",9
27,"LISTA_30_34_HOMBRES",93633,"3034","30","34",1
27,"LISTA_30_34_MUJERES",101816,"3034","30","34",2
27,"LISTA_30_34_NOBINARIO",0,"3034","30","34",9
27,"LISTA_35_39_HOMBRES",90484,"3539","35","39",1
27,"LISTA_35_39_MUJERES",99823,"3539","35","39",2
27,"LISTA_35_39_NOBINARIO",0,"3539","35","39",9
27,"LISTA_40_44_HOMBRES",86051,"4044","40","44",1
27,"LISTA_40_44_MUJERES",96082,"4044","40","44",2
27,"LISTA_40_44_NOBINARIO",0,"4044","40","44",9
27,"LISTA_45_49_HOMBRES",80011,"4549","45","49",1
27,"LISTA_45_49_MUJERES",89549,"4549","45","49",2
27,"LISTA_45_49_NOBINARIO",0,"4549","45","49",9
27,"LISTA_50_54_HOMBRES",71020,"5054","50","54",1
27,"LISTA_50_54_MUJERES",78969,"5054","50","54",2
27,"LISTA_50_54_NOBINARIO",0,"5054","50","54",9
27,"LISTA_55_59_HOMBRES",59407,"5559","55","59",1
27,"LISTA_55_59_MUJERES",65020,"5559","55","59",2
27,"LISTA_55_59_NOBINARIO",0,"5559","55","59",9
27,"LISTA_60_64_HOMBRES",51035,"6064","60","64",1
27,"LISTA_60_64_MUJERES",54658,"6064","60","64",2
27,"LISTA_60_64_NOBINARIO",0,"6064","60","64",9
27,"LISTA_65_Y_MAS_HOMBRES",101077,"65","65","100",1
27,"LISTA_65_Y_MAS_MUJERES",112554,"65","65","100",2
27,"LISTA_65_Y_MAS_NOBINARIO",0,"65","65","100",9
28,"LISTA_18_HOMBRES",22419,"18","18","18",1
28,"LISTA_18_MUJERES",22512,"18","18","18",2
28,"LISTA_18_NOBINARIO",0,"18","18","18",9
28,"LISTA_19_HOMBRES",29066,"19","19","19",1
28,"LISTA_19_MUJERES",28939,"19","19","19",2
28,"LISTA_19_NOBINARIO",0,"19","19","19",9
28,"LISTA_20_24_HOMBRES",156701,"2024","20","24",1
28,"LISTA_20_24_MUJERES",154649,"2024","20","24",2
28,"LISTA_20_24_NOBINARIO",1,"2024","20","24",9
28,"LISTA_25_29_HOMBRES",154990,"2529","25","29",1
28,"LISTA_25_29_MUJERES",151209,"2529","25","29",2
28,"LISTA_25_29_NOBINARIO",1,"2529","25","29",9
28,"LISTA_30_34_HOMBRES",145474,"3034","30","34",1
28,"LISTA_30_34_MUJERES",146081,"3034","30","34",2
28,"LISTA_30_34_NOBINARIO",0,"3034","30","34",9
28,"LISTA_35_39_HOMBRES",136411,"3539","35","39",1
28,"LISTA_35_39_MUJERES",138476,"3539","35","39",2
28,"LISTA_35_39_NOBINARIO",0,"3539","35","39",9
28,"LISTA_40_44_HOMBRES",132707,"4044","40","44",1
28,"LISTA_40_44_MUJERES",137703,"4044","40","44",2
28,"LISTA_40_44_NOBINARIO",0,"4044","40","44",9
28,"LISTA_45_49_HOMBRES",129560,"4549","45","49",1
28,"LISTA_45_49_MUJERES",136144,"4549","45","49",2
28,"LISTA_45_49_NOBINARIO",0,"4549","45","49",9
28,"LISTA_50_54_HOMBRES",122136,"5054","50","54",1
28,"LISTA_50_54_MUJERES",130406,"5054","50","54",2
28,"LISTA_50_54_NOBINARIO",0,"5054","50","54",9
28,"LISTA_55_59_HOMBRES",103406,"5559","55","59",1
28,"LISTA_55_59_MUJERES",112494,"5559","55","59",2
28,"LISTA_55_59_NOBINARIO",0,"5559","55","59",9
28,"LISTA_60_64_HOMBRES",84968,"6064","60","64",1
28,"LISTA_60_64_MUJERES",94728,"6064","60","64",2
28,"LISTA_60_64_NOBINARIO",0,"6064","60","64",9
28,"LISTA_65_Y_MAS_HOMBRES",180061,"65","65","100",1
28,"LISTA_65_Y_MAS_MUJERES",218015,"65","65","100",2
28,"LISTA_65_Y_MAS_NOBINARIO",0,"65","65","100",9
29,"LISTA_18_HOMBRES",9052,"18","18","18",1
29,"LISTA_18_MUJERES",8906,"18","18","18",2
29,"LISTA_18_NOBINARIO",0,"18","18","18",9
29,"LISTA_19_HOMBRES",12301,"19","19","19",1
29,"LISTA_19_MUJERES",12296,"19","19","19",2
29,"LISTA_19_NOBINARIO",0,"19","19","19",9
29,"LISTA_20_24_HOMBRES",65747,"2024","20","24",1
29,"LISTA_20_24_MUJERES",65429,"2024","20","24",2
29,"LISTA_20_24_NOBINARIO",1,"2024","20","24",9
29,"LISTA_25_29_HOMBRES",61608,"2529","25","29",1
29,"LISTA_25_29_MUJERES",62124,"2529","25","29",2
29,"LISTA_25_29_NOBINARIO",0,"2529","25","29",9
29,"LISTA_30_34_HOMBRES",56895,"3034","30","34",1
29,"LISTA_30_34_MUJERES",60162,"3034","30","34",2
29,"LISTA_30_34_NOBINARIO",0,"3034","30","34",9
29,"LISTA_35_39_HOMBRES",50435,"3539","35","39",1
29,"LISTA_35_39_MUJERES",55946,"3539","35","39",2
29,"LISTA_35_39_NOBINARIO",0,"3539","35","39",9
29,"LISTA_40_44_HOMBRES",47674,"4044","40","44",1
29,"LISTA_40_44_MUJERES",54946,"4044","40","44",2
29,"LISTA_40_44_NOBINARIO",0,"4044","40","44",9
29,"LISTA_45_49_HOMBRES",44507,"4549","45","49",1
29,"LISTA_45_49_MUJERES",51326,"4549","45","49",2
29,"LISTA_45_49_NOBINARIO",0,"4549","45","49",9
29,"LISTA_50_54_HOMBRES",38458,"5054","50","54",1
29,"LISTA_50_54_MUJERES",45034,"5054","50","54",2
29,"LISTA_50_54_NOBINARIO",0,"5054","50","54",9
29,"LISTA_55_59_HOMBRES",31567,"5559","55","59",1
29,"LISTA_55_59_MUJERES",37339,"5559","55","59",2
29,"LISTA_55_59_NOBINARIO",0,"5559","55","59",9
29,"LISTA_60_64_HOMBRES",25537,"6064","60","64",1
29,"LISTA_60_64_MUJERES",30338,"6064","60","64",2
29,"LISTA_60_64_NOBINARIO",0,"6064","60","64",9
29,"LISTA_65_Y_MAS_HOMBRES",53477,"65","65","100",1
29,"LISTA_65_Y_MAS_MUJERES",66147,"65","65","100",2
29,"LISTA_65_Y_MAS_NOBINARIO",0,"65","65","100",9
3,"LISTA_18_HOMBRES",4591,"18","18","18",1
3,"LISTA_18_MUJERES",4459,"18","18","18",2
3,"LISTA_18_NOBINARIO",0,"18","18","18",9
3,"LISTA_19_HOMBRES",6963,"19","19","19",1
3,"LISTA_19_MUJERES",6391,"19","19","19",2
3,"LISTA_19_NOBINARIO",0,"19","19","19",9
3,"LISTA_20_24_HOMBRES",36300,"2024","20","24",1
3,"LISTA_20_24_MUJERES",33919,"2024","20","24",2
3,"LISTA_20_24_NOBINARIO",0,"2024","20","24",9
3,"LISTA_25_29_HOMBRES",36856,"2529","25","29",1
3,"LISTA_25_29_MUJERES",34069,"2529","25","29",2
3,"LISTA_25_29_NOBINARIO",0,"2529","25","29",9
3,"LISTA_30_34_HOMBRES",38036,"3034","30","34",1
3,"LISTA_30_34_MUJERES",35473,"3034","30","34",2
3,"LISTA_30_34_NOBINARIO",0,"3034","30","34",9
3,"LISTA_35_39_HOMBRES",35500,"3539","35","39",1
3,"LISTA_35_39_MUJERES",33170,"3539","35","39",2
3,"LISTA_35_39_NOBINARIO",0,"3539","35","39",9
3,"LISTA_40_44_HOMBRES",33522,"4044","40","44",1
3,"LISTA_40_44_MUJERES",31123,"4044","40","44",2
3,"LISTA_40_44_NOBINARIO",0,"4044","40","44",9
3,"LISTA_45_49_HOMBRES",30168,"4549","45","49",1
3,"LISTA_45_49_MUJERES",28785,"4549","45","49",2
3,"LISTA_45_49_NOBINARIO",0,"4549","45","49",9
3,"LISTA_50_54_HOMBRES",26547,"5054","50","54",1
3,"LISTA_50_54_MUJERES",25134,"5054","50","54",2
3,"LISTA_50_54_NOBINARIO",0,"5054","50","54",9
3,"LISTA_55_59_HOMBRES",20566,"5559","55","59",1
3,"LISTA_55_59_MUJERES",20193,"5559","55","59",2
3,"LISTA_55_59_NOBINARIO",0,"5559","55","59",9
3,"LISTA_60_64_HOMBRES",16080,"6064","60","64",1
3,"LISTA_60_64_MUJERES",16465,"6064","60","64",2
3,"LISTA_60_64_NOBINARIO",0,"6064","60","64",9
3,"LISTA_65_Y_MAS_HOMBRES",28752,"65","65","100",1
3,"LISTA_65_Y_MAS_MUJERES",31448,"65","65","100",2
3,"LISTA_65_Y_MAS_NOBINARIO",0,"65","65","100",9
30,"LISTA_18_HOMBRES",42359,"18","18","18",1
30,"LISTA_18_MUJERES",43164,"18","18","18",2
30,"LISTA_18_NOBINARIO",0,"18","18","18",9
30,"LISTA_19_HOMBRES",60962,"19","19","19",1
30,"LISTA_19_MUJERES",61432,"19","19","19",2
30,"LISTA_19_NOBINARIO",1,"19","19","19",9
30,"LISTA_20_24_HOMBRES",334370,"2024","20","24",1
30,"LISTA_20_24_MUJERES",338572,"2024","20","24",2
30,"LISTA_20_24_NOBINARIO",1,"2024","20","24",9
30,"LISTA_25_29_HOMBRES",311998,"2529","25","29",1
30,"LISTA_25_29_MUJERES",323322,"2529","25","29",2
30,"LISTA_25_29_NOBINARIO",0,"2529","25","29",9
30,"LISTA_30_34_HOMBRES",293588,"3034","30","34",1
30,"LISTA_30_34_MUJERES",324420,"3034","30","34",2
30,"LISTA_30_34_NOBINARIO",1,"3034","30","34",9
30,"LISTA_35_39_HOMBRES",274034,"3539","35","39",1
30,"LISTA_35_39_MUJERES",308586,"3539","35","39",2
30,"LISTA_35_39_NOBINARIO",0,"3539","35","39",9
30,"LISTA_40_44_HOMBRES",262547,"4044","40","44",1
30,"LISTA_40_44_MUJERES",298585,"4044","40","44",2
30,"LISTA_40_44_NOBINARIO",0,"4044","40","44",9
30,"LISTA_45_49_HOMBRES",249133,"4549","45","49",1
30,"LISTA_45_49_MUJERES",288235,"4549","45","49",2
30,"LISTA_45_49_NOBINARIO",1,"4549","45","49",9
30,"LISTA_50_54_HOMBRES",239018,"5054","50","54",1
30,"LISTA_50_54_MUJERES",276583,"5054","50","54",2
30,"LISTA_50_54_NOBINARIO",0,"5054","50","54",9
30,"LISTA_55_59_HOMBRES",212922,"5559","55","59",1
30,"LISTA_55_59_MUJERES",246590,"5559","55","59",2
30,"LISTA_55_59_NOBINARIO",0,"5559","55","59",9
30,"LISTA_60_64_HOMBRES",182161,"6064","60","64",1
30,"LISTA_60_64_MUJERES",209655,"6064","60","64",2
30,"LISTA_60_64_NOBINARIO",0,"6064","60","64",9
30,"LISTA_65_Y_MAS_HOMBRES",421972,"65","65","100",1
30,"LISTA_65_Y_MAS_MUJERES",507063,"65","65","100",2
30,"LISTA_65_Y_MAS_NOBINARIO",0,"65","65","100",9
31,"LISTA_18_HOMBRES",13959,"18","18","18",1
31,"LISTA_18_MUJERES",14524,"18","18","18",2
31,"LISTA_18_NOBINARIO",0,"18","18","18",9
31,"LISTA_19_HOMBRES",18724,"19","19","19",1
31,"LISTA_19_MUJERES",18867,"19","19","19",2
31,"LISTA_19_NOBINARIO",0,"19","19","19",9
31,"LISTA_20_24_HOMBRES",100164,"2024","20","24",1
31,"LISTA_20_24_MUJERES",99518,"2024","20","24",2
31,"LISTA_20_24_NOBINARIO",0,"2024","20","24",9
31,"LISTA_25_29_HOMBRES",99003,"2529","25","29",1
31,"LISTA_25_29_MUJERES",97070,"2529","25","29",2
31,"LISTA_25_29_NOBINARIO",0,"2529","25","29",9
31,"LISTA_30_34_HOMBRES",97686,"3034","30","34",1
31,"LISTA_30_34_MUJERES",99478,"3034","30","34",2
31,"LISTA_30_34_NOBINARIO",0,"3034","30","34",9
31,"LISTA_35_39_HOMBRES",91174,"3539","35","39",1
31,"LISTA_35_39_MUJERES",94301,"3539","35","39",2
31,"LISTA_35_39_NOBINARIO",0,"3539","35","39",9
31,"LISTA_40_44_HOMBRES",84038,"4044","40","44",1
31,"LISTA_40_44_MUJERES",88212,"4044","40","44",2
31,"LISTA_40_44_NOBINARIO",0,"4044","40","44",9
