"estado","columnas","total","digitos","min","max","genero"
31,"LISTA_45_49_HOMBRES",78594,"4549","45","49",1
31,"LISTA_45_49_MUJERES",84297,"4549","45","49",2
31,"LISTA_45_49_NOBINARIO",0,"4549","45","49",9
31,"LISTA_50_54_HOMBRES",68005,"5054","50","54",1
31,"LISTA_50_54_MUJERES",73949,"5054","50","54",2
31,"LISTA_50_54_NOBINARIO",0,"5054","50","54",9
31,"LISTA_55_59_HOMBRES",55254,"5559","55","59",1
31,"LISTA_55_59_MUJERES",61436,"5559","55","59",2
31,"LISTA_55_59_NOBINARIO",0,"5559","55","59",9
31,"LISTA_60_64_HOMBRES",45986,"6064","60","64",1
31,"LISTA_60_64_MUJERES",51857,"6064","60","64",2
31,"LISTA_60_64_NOBINARIO",0,"6064","60","64",9
31,"LISTA_65_Y_MAS_HOMBRES",108243,"65","65","100",1
31,"LISTA_65_Y_MAS_MUJERES",125517,"65","65","100",2
31,"LISTA_65_Y_MAS_NOBINARIO",0,"65","65","100",9
32,"LISTA_18_HOMBRES",9068,"18","18","18",1
32,"LISTA_18_MUJERES",9429,"18","18","18",2
32,"LISTA_18_NOBINARIO",0,"18","18","18",9
32,"LISTA_19_HOMBRES",12958,"19","19","19",1
32,"LISTA_19_MUJERES",13467,"19","19","19",2
32,"LISTA_19_NOBINARIO",0,"19","19","19",9
32,"LISTA_20_24_HOMBRES",69717,"2024","20","24",1
32,"LISTA_20_24_MUJERES",71809,"2024","20","24",2
32,"LISTA_20_24_NOBINARIO",0,"2024","20","24",9
32,"LISTA_25_29_HOMBRES",68559,"2529","25","29",1
32,"LISTA_25_29_MUJERES",70299,"2529","25","29",2
32,"LISTA_25_29_NOBINARIO",0,"2529","25","29",9
32,"LISTA_30_34_HOMBRES",62063,"3034","30","34",1
32,"LISTA_30_34_MUJERES",67719,"3034","30","34",2
32,"LISTA_30_34_NOBINARIO",0,"3034","30","34",9
32,"LISTA_35_39_HOMBRES",59498,"3539","35","39",1
32,"LISTA_35_39_MUJERES",65508,"3539","35","39",2
32,"LISTA_35_39_NOBINARIO",0,"3539","35","39",9
32,"LISTA_40_44_HOMBRES",54861,"4044","40","44",1
32,"LISTA_40_44_MUJERES",59667,"4044","40","44",2
32,"LISTA_40_44_NOBINARIO",0,"4044","40","44",9
32,"LISTA_45_49_HOMBRES",54464,"4549","45","49",1
32,"LISTA_45_49_MUJERES",59090,"4549","45","49",2
32,"LISTA_45_49_NOBINARIO",0,"4549","45","49",9
32,"LISTA_50_54_HOMBRES",52432,"5054","50","54",1
32,"LISTA_50_54_MUJERES",55542,"5054","50","54",2
32,"LISTA_50_54_NOBINARIO",0,"5054","50","54",9
32,"LISTA_55_59_HOMBRES",46878,"5559","55","59",1
32,"LISTA_55_59_MUJERES",50383,"5559","55","59",2
32,"LISTA_55_59_NOBINARIO",0,"5559","55","59",9
32,"LISTA_60_64_HOMBRES",38965,"6064","60","64",1
32,"LISTA_60_64_MUJERES",42491,"6064","60","64",2
32,"LISTA_60_64_NOBINARIO",0,"6064","60","64",9
32,"LISTA_65_Y_MAS_HOMBRES",94078,"65","65","100",1
32,"LISTA_65_Y_MAS_MUJERES",101166,"65","65","100",2
32,"LISTA_65_Y_MAS_NOBINARIO",0,"65","65","100",9
4,"LISTA_18_HOMBRES",5619,"18","18","18",1
4,"LISTA_18_MUJERES",5556,"18","18","18",2
4,"LISTA_18_NOBINARIO",0,"18","18","18",9
4,"LISTA_19_HOMBRES",7552,"19","19","19",1
4,"LISTA_19_MUJERES",7427,"19","19","19",2
4,"LISTA_19_NOBINARIO",0,"19","19","19",9
4,"LISTA_20_24_HOMBRES",39014,"2024","20","24",1
4,"LISTA_20_24_MUJERES",39028,"2024","20","24",2
4,"LISTA_20_24_NOBINARIO",0,"2024","20","24",9
4,"LISTA_25_29_HOMBRES",39309,"2529","25","29",1
4,"LISTA_25_29_MUJERES",39312,"2529","25","29",2
4,"LISTA_25_29_NOBINARIO",0,"2529","25","29",9
4,"LISTA_30_34_HOMBRES",38374,"3034","30","34",1
4,"LISTA_30_34_MUJERES",40164,"3034","30","34",2
4,"LISTA_30_34_NOBINARIO",0,"3034","30","34",9
4,"LISTA_35_39_HOMBRES",36360,"3539","35","39",1
4,"LISTA_35_39_MUJERES",38276,"3539","35","39",2
4,"LISTA_35_39_NOBINARIO",0,"3539","35","39",9
4,"LISTA_40_44_HOMBRES",33379,"4044","40","44",1
4,"LISTA_40_44_MUJERES",35909,"4044","40","44",2
4,"LISTA_40_44_NOBINARIO",0,"4044","40","44",9
4,"LISTA_45_49_HOMBRES",31280,"4549","45","49",1
4,"LISTA_45_49_MUJERES",33245,"4549","45","49",2
4,"LISTA_45_49_NOBINARIO",0,"4549","45","49",9
4,"LISTA_50_54_HOMBRES",27734,"5054","50","54",1
4,"LISTA_50_54_MUJERES",29115,"5054","50","54",2
4,"LISTA_50_54_NOBINARIO",0,"5054","50","54",9
4,"LISTA_55_59_HOMBRES",23179,"5559","55","59",1
4,"LISTA_55_59_MUJERES",24272,"5559","55","59",2
4,"LISTA_55_59_NOBINARIO",0,"5559","55","59",9
4,"LISTA_60_64_HOMBRES",18935,"6064","60","64",1
4,"LISTA_60_64_MUJERES",19994,"6064","60","64",2
4,"LISTA_60_64_NOBINARIO",0,"6064","60","64",9
4,"LISTA_65_Y_MAS_HOMBRES",39958,"65","65","100",1
4,"LISTA_65_Y_MAS_MUJERES",42980,"65","65","100",2
4,"LISTA_65_Y_MAS_NOBINARIO",0,"65","65","100",9
5,"LISTA_18_HOMBRES",21668,"18","18","18",1
5,"LISTA_18_MUJERES",21094,"18","18","18",2
5,"LISTA_18_NOBINARIO",0,"18","18","18",9
5,"LISTA_19_HOMBRES",26395,"19","19","19",1
5,"LISTA_19_MUJERES",25860,"19","19","19",2
5,"LISTA_19_NOBINARIO",0,"19","19","19",9
5,"LISTA_20_24_HOMBRES",144358,"2024","20","24",1
5,"LISTA_20_24_MUJERES",141123,"2024","20","24",2
5,"LISTA_20_24_NOBINARIO",0,"2024","20","24",9
5,"LISTA_25_29_HOMBRES",140223,"2529","25","29",1
5,"LISTA_25_29_MUJERES",136645,"2529","25","29",2
5,"LISTA_25_29_NOBINARIO",0,"2529","25","29",9
5,"LISTA_30_34_HOMBRES",130571,"3034","30","34",1
5,"LISTA_30_34_MUJERES",128442,"3034","30","34",2
5,"LISTA_30_34_NOBINARIO",0,"3034","30","34",9
5,"LISTA_35_39_HOMBRES",115780,"3539","35","39",1
5,"LISTA_35_39_MUJERES",115195,"3539","35","39",2
5,"LISTA_35_39_NOBINARIO",0,"3539","35","39",9
5,"LISTA_40_44_HOMBRES",111842,"4044","40","44",1
5,"LISTA_40_44_MUJERES",112140,"4044","40","44",2
5,"LISTA_40_44_NOBINARIO",0,"4044","40","44",9
5,"LISTA_45_49_HOMBRES",110699,"4549","45","49",1
5,"LISTA_45_49_MUJERES",114572,"4549","45","49",2
5,"LISTA_45_49_NOBINARIO",0,"4549","45","49",9
5,"LISTA_50_54_HOMBRES",102652,"5054","50","54",1
5,"LISTA_50_54_MUJERES",107898,"5054","50","54",2
5,"LISTA_50_54_NOBINARIO",0,"5054","50","54",9
5,"LISTA_55_59_HOMBRES",84281,"5559","55","59",1
5,"LISTA_55_59_MUJERES",90969,"5559","55","59",2
5,"LISTA_55_59_NOBINARIO",0,"5559","55","59",9
5,"LISTA_60_64_HOMBRES",69234,"6064","60","64",1
5,"LISTA_60_64_MUJERES",75832,"6064","60","64",2
5,"LISTA_60_64_NOBINARIO",0,"6064","60","64",9
5,"LISTA_65_Y_MAS_HOMBRES",136586,"65","65","100",1
5,"LISTA_65_Y_MAS_MUJERES",159810,"65","65","100",2
5,"LISTA_65_Y_MAS_NOBINARIO",0,"65","65","100",9
6,"LISTA_18_HOMBRES",4477,"18","18","18",1
6,"LISTA_18_MUJERES",4399,"18","18","18",2
6,"LISTA_18_NOBINARIO",0,"18","18","18",9
6,"LISTA_19_HOMBRES",6063,"19","19","19",1
6,"LISTA_19_MUJERES",6040,"19","19","19",2
6,"LISTA_19_NOBINARIO",0,"19","19","19",9
6,"LISTA_20_24_HOMBRES",31410,"2024","20","24",1
6,"LISTA_20_24_MUJERES",31103,"2024","20","24",2
6,"LISTA_20_24_NOBINARIO",0,"2024","20","24",9
6,"LISTA_25_29_HOMBRES",31231,"2529","25","29",1
6,"LISTA_25_29_MUJERES",31079,"2529","25","29",2
6,"LISTA_25_29_NOBINARIO",0,"2529","25","29",9
6,"LISTA_30_34_HOMBRES",30716,"3034","30","34",1
6,"LISTA_30_34_MUJERES",30962,"3034","30","34",2
6,"LISTA_30_34_NOBINARIO",0,"3034","30","34",9
6,"LISTA_35_39_HOMBRES",29143,"3539","35","39",1
6,"LISTA_35_39_MUJERES",30522,"3539","35","39",2
6,"LISTA_35_39_NOBINARIO",0,"3539","35","39",9
6,"LISTA_40_44_HOMBRES",26904,"4044","40","44",1
6,"LISTA_40_44_MUJERES",28330,"4044","40","44",2
6,"LISTA_40_44_NOBINARIO",0,"4044","40","44",9
6,"LISTA_45_49_HOMBRES",26083,"4549","45","49",1
6,"LISTA_45_49_MUJERES",27424,"4549","45","49",2
6,"LISTA_45_49_NOBINARIO",0,"4549","45","49",9
6,"LISTA_50_54_HOMBRES",24400,"5054","50","54",1
6,"LISTA_50_54_MUJERES",25917,"5054","50","54",2
6,"LISTA_50_54_NOBINARIO",0,"5054","50","54",9
6,"LISTA_55_59_HOMBRES",20839,"5559","55","59",1
6,"LISTA_55_59_MUJERES",22560,"5559","55","59",2
6,"LISTA_55_59_NOBINARIO",0,"5559","55","59",9
6,"LISTA_60_64_HOMBRES",18255,"6064","60","64",1
6,"LISTA_60_64_MUJERES",19664,"6064","60","64",2
6,"LISTA_60_64_NOBINARIO",0,"6064","60","64",9
6,"LISTA_65_Y_MAS_HOMBRES",38523,"65","65","100",1
6,"LISTA_65_Y_MAS_MUJERES",43832,"65","65","100",2
6,"LISTA_65_Y_MAS_NOBINARIO",0,"65","65","100",9
7,"LISTA_18_HOMBRES",27566,"18","18","18",1
7,"LISTA_18_MUJERES",28793,"18","18","18",2
7,"LISTA_18_NOBINARIO",0,"18","18","18",9
7,"LISTA_19_HOMBRES",46577,"19","19","19",1
7,"LISTA_19_MUJERES",49346,"19","19","19",2
7,"LISTA_19_NOBINARIO",0,"19","19","19",9
7,"LISTA_20_24_HOMBRES",266261,"2024","20","24",1
7,"LISTA_20_24_MUJERES",277205,"2024","20","24",2
7,"LISTA_20_24_NOBINARIO",0,"2024","20","24",9
7,"LISTA_25_29_HOMBRES",253864,"2529","25","29",1
7,"LISTA_25_29_MUJERES",265233,"2529","25","29",2
7,"LISTA_25_29_NOBINARIO",0,"2529","25","29",9
7,"LISTA_30_34_HOMBRES",227725,"3034","30","34",1
7,"LISTA_30_34_MUJERES",253009,"3034","30","34",2
7,"LISTA_30_34_NOBINARIO",0,"3034","30","34",9
7,"LISTA_35_39_HOMBRES",202782,"3539","35","39",1
7,"LISTA_35_39_MUJERES",225566,"3539","35","39",2
7,"LISTA_35_39_NOBINARIO",0,"3539","35","39",9
7,"LISTA_40_44_HOMBRES",183475,"4044","40","44",1
7,"LISTA_40_44_MUJERES",204755,"4044","40","44",2
7,"LISTA_40_44_NOBINARIO",0,"4044","40","44",9
7,"LISTA_45_49_HOMBRES",162629,"4549","45","49",1
7,"LISTA_45_49_MUJERES",179806,"4549","45","49",2
7,"LISTA_45_49_NOBINARIO",0,"4549","45","49",9
7,"LISTA_50_54_HOMBRES",138684,"5054","50","54",1
7,"LISTA_50_54_MUJERES",154672,"5054","50","54",2
7,"LISTA_50_54_NOBINARIO",0,"5054","50","54",9
7,"LISTA_55_59_HOMBRES",112939,"5559","55","59",1
7,"LISTA_55_59_MUJERES",125443,"5559","55","59",2
7,"LISTA_55_59_NOBINARIO",0,"5559","55","59",9
7,"LISTA_60_64_HOMBRES",94621,"6064","60","64",1
7,"LISTA_60_64_MUJERES",102438,"6064","60","64",2
7,"LISTA_60_64_NOBINARIO",0,"6064","60","64",9
7,"LISTA_65_Y_MAS_HOMBRES",209644,"65","65","100",1
7,"LISTA_65_Y_MAS_MUJERES",222656,"65","65","100",2
7,"LISTA_65_Y_MAS_NOBINARIO",0,"65","65","100",9
8,"LISTA_18_HOMBRES",25038,"18","18","18",1
8,"LISTA_18_MUJERES",25812,"18","18","18",2
8,"LISTA_18_NOBINARIO",0,"18","18","18",9
8,"LISTA_19_HOMBRES",32485,"19","19","19",1
8,"LISTA_19_MUJERES",32730,"19","19","19",2
8,"LISTA_19_NOBINARIO",0,"19","19","19",9
8,"LISTA_20_24_HOMBRES",176641,"2024","20","24",1
8,"LISTA_20_24_MUJERES",174481,"2024","20","24",2
8,"LISTA_20_24_NOBINARIO",2,"2024","20","24",9
8,"LISTA_25_29_HOMBRES",175183,"2529","25","29",1
8,"LISTA_25_29_MUJERES",172352,"2529","25","29",2
8,"LISTA_25_29_NOBINARIO",4,"2529","25","29",9
8,"LISTA_30_34_HOMBRES",167624,"3034","30","34",1
8,"LISTA_30_34_MUJERES",167561,"3034","30","34",2
8,"LISTA_30_34_NOBINARIO",1,"3034","30","34",9
8,"LISTA_35_39_HOMBRES",149434,"3539","35","39",1
8,"LISTA_35_39_MUJERES",150287,"3539","35","39",2
8,"LISTA_35_39_NOBINARIO",0,"3539","35","39",9
8,"LISTA_40_44_HOMBRES",140773,"4044","40","44",1
8,"LISTA_40_44_MUJERES",141078,"4044","40","44",2
8,"LISTA_40_44_NOBINARIO",0,"4044","40","44",9
8,"LISTA_45_49_HOMBRES",137121,"4549","45","49",1
8,"LISTA_45_49_MUJERES",140019,"4549","45","49",2
8,"LISTA_45_49_NOBINARIO",0,"4549","45","49",9
8,"LISTA_50_54_HOMBRES",134922,"5054","50","54",1
8,"LISTA_50_54_MUJERES",139500,"5054","50","54",2
8,"LISTA_50_54_NOBINARIO",0,"5054","50","54",9
8,"LISTA_55_59_HOMBRES",113995,"5559","55","59",1
8,"LISTA_55_59_MUJERES",121212,"5559","55","59",2
8,"LISTA_55_59_NOBINARIO",0,"5559","55","59",9
8,"LISTA_60_64_HOMBRES",91932,"6064","60","64",1
8,"LISTA_60_64_MUJERES",101373,"6064","60","64",2
8,"LISTA_60_64_NOBINARIO",0,"6064","60","64",9
8,"LISTA_65_Y_MAS_HOMBRES",180904,"65","65","100",1
8,"LISTA_65_Y_MAS_MUJERES",215653,"65","65","100",2
8,"LISTA_65_Y_MAS_NOBINARIO",0,"65","65","100",9
9,"LISTA_18_HOMBRES",50975,"18","18","18",1
9,"LISTA_18_MUJERES",50785,"18","18","18",2
9,"LISTA_18_NOBINARIO",3,"18","18","18",9
9,"LISTA_19_HOMBRES",68858,"19","19","19",1
9,"LISTA_19_MUJERES",67855,"19","19","19",2
9,"LISTA_19_NOBINARIO",1,"19","19","19",9
9,"LISTA_20_24_HOMBRES",374114,"2024","20","24",1
9,"LISTA_20_24_MUJERES",370551,"2024","20","24",2
9,"LISTA_20_24_NOBINARIO",8,"2024","20","24",9
9,"LISTA_25_29_HOMBRES",393654,"2529","25","29",1
9,"LISTA_25_29_MUJERES",393174,"2529","25","29",2
9,"LISTA_25_29_NOBINARIO",11,"2529","25","29",9
9,"LISTA_30_34_HOMBRES",407244,"3034","30","34",1
9,"LISTA_30_34_MUJERES",415529,"3034","30","34",2
9,"LISTA_30_34_NOBINARIO",5,"3034","30","34",9
9,"LISTA_35_39_HOMBRES",379625,"3539","35","39",1
9,"LISTA_35_39_MUJERES",398405,"3539","35","39",2
9,"LISTA_35_39_NOBINARIO",2,"3539","35","39",9
9,"LISTA_40_44_HOMBRES",356419,"4044","40","44",1
9,"LISTA_40_44_MUJERES",384889,"4044","40","44",2
9,"LISTA_40_44_NOBINARIO",0,"4044","40","44",9
9,"LISTA_45_49_HOMBRES",339517,"4549","45","49",1
9,"LISTA_45_49_MUJERES",378893,"4549","45","49",2
9,"LISTA_45_49_NOBINARIO",2,"4549","45","49",9
9,"LISTA_50_54_HOMBRES",338714,"5054","50","54",1
9,"LISTA_50_54_MUJERES",388749,"5054","50","54",2
9,"LISTA_50_54_NOBINARIO",0,"5054","50","54",9
9,"LISTA_55_59_HOMBRES",285143,"5559","55","59",1
9,"LISTA_55_59_MUJERES",338866,"5559","55","59",2
9,"LISTA_55_59_NOBINARIO",0,"5559","55","59",9
9,"LISTA_60_64_HOMBRES",247524,"6064","60","64",1
9,"LISTA_60_64_MUJERES",304930,"6064","60","64",2
9,"LISTA_60_64_NOBINARIO",0,"6064","60","64",9
9,"LISTA_65_Y_MAS_HOMBRES",526855,"65","65","100",1
9,"LISTA_65_Y_MAS_MUJERES",743604,"65","65","100",2
9,"LISTA_65_Y_MAS_NOBINARIO",0,"65","65","100",9
